"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071926","OR7","33223","36929","Military","121.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071926","OR8","36049","43252","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071926","OR9","38600","46753","Military","27.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OF1","24615","32703","Military","10.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OF2","37916","45090","Military","93.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OF3","47760","57200","Military","91.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OF4","67032","77617","Military","33.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OF5","81310","89408","Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR1","17015","28939","Military","158.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR2","17015","28939","Military","16.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR4","26405","33182","Military","167.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR6","30013","36929","Military","129.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR7","33223","36929","Military","76.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074819","OR9","38600","46753","Military","59.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OF1","24615","32703","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OF2","37916","45090","Military","31.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OF3","47760","57200","Military","9.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OF4","67032","77617","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR1","17015","28939","Military","381.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR2","17015","28939","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR4","26405","33182","Military","255.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR6","30013","36929","Military","160.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR7 (RAF)","33223","43252","Military","38.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1074865","OR9","38600","46753","Military","17.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OF1","24615","32703","Military","13.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OF2","37916","45090","Military","58.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OF3","47760","57200","Military","56.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OF4","67032","77617","Military","19.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OF5","81310","89408","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR1","17015","28939","Military","57.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR2","17015","28939","Military","23.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR3","20582","28939","Military","14.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR4","26405","33182","Military","161.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR6","30013","36929","Military","145.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR7 (RAF)","33223","43252","Military","131.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR8","36049","43252","Military","54.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1110541","OR9","38600","46753","Military","30.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OF1","24615","32703","Military","90.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OF2","37916","45090","Military","155.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OF3","47760","57200","Military","69.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OF4","67032","77617","Military","23.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OF5","81310","89408","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR1","17015","28939","Military","392.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR2","17015","28939","Military","17.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR4","26405","33182","Military","336.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR6","30013","36929","Military","252.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR7 (RAF)","33223","43252","Military","110.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR8","36049","43252","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1366091","OR9","38600","46753","Military","60.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OF2","37916","45090","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OF3","47760","57200","Military","27.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OF4","67032","77617","Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OF5","81310","89408","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR1","17015","28939","Military","9.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR2","17015","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR4","26405","33182","Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR6","30013","36929","Military","77.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR7 (RAF)","33223","43252","Military","14.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1405168","OR9","38600","46753","Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OF1","24615","32703","Military","8.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OF2","37916","45090","Military","68.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OF3","47760","57200","Military","37.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OF4","67032","77617","Military","14.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OF5","81310","89408","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR1","17015","28939","Military","61.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR2","17015","28939","Military","16.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR3","20582","28939","Military","48.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR4","26405","33182","Military","313.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR6","30013","36929","Military","313.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR7 (RAF)","33223","43252","Military","113.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR8","36049","43252","Military","27.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1452577","OR9","38600","46753","Military","34.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1477107","OF2","37916","45090","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1477107","OR3","20582","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OF1","24615","32703","Military","68.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OF2","37916","45090","Military","213.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OF3","47760","57200","Military","162.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OF4","67032","77617","Military","42.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OF5","81310","89408","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR1","17015","28939","Military","166.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR2","17015","28939","Military","66.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR3","20582","28939","Military","10.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR4","26405","33182","Military","288.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR6","30013","36929","Military","257.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR7 (RAF)","33223","43252","Military","121.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR8","36049","43252","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1479358","OR9","38600","46753","Military","32.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OF1","24615","32703","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OF2","37916","45090","Military","8.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OF3","47760","57200","Military","11.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OF4","67032","77617","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OR1","17015","28939","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OR2","17015","28939","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OR4","26405","33182","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OR6","30013","36929","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1606371","OR7 (RAF)","33223","43252","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF2","37916","45090","Military","41.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF3","47760","57200","Military","29.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF4","67032","77617","Military","11.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF5","81310","89408","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR1","17015","28939","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR4","26405","33182","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR6","30013","36929","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR7","33223","36929","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR9","38600","46753","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071212","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071212","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071212","OR4","26405","33182","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071212","OR2","17015","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071529","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071529","OR4","26405","33182","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162138","C2","29258","36333","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OR6","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071229","OR4","26405","33182","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1617513","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1617513","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1617513","OR4","26405","33182","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1617513","OR2","17015","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071529","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071529","OR4","26405","33182","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR2","17015","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR1","17015","28939","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR4","26405","33182","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR6","30013","36929","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR7 (RAF)","33223","43252","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR9","38600","46753","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B2","47942","59535","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B2","47942","59535","Secretariat & Private Office","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C1","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C1","35648","44268","Reporting and Controls","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C1","35648","44268","Secretariat & Private Office","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Reporting and Controls","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Secretariat & Private Office","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Business Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Reporting and Controls","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Secretariat & Private Office","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Reporting and Controls","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Secretarial","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Secretariat & Private Office","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E2","15168","18815","Secretariat & Private Office","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B1","56436","72185","Commercial Operations","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B2","47942","59535","Commercial Operations","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C1","35648","44268","Commercial Operations","7.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Commercial Operations","17.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Transaction Processing","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Commercial Operations","26.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Commercial Operations","10.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","B1","56436","72185","Civilian HR Partner","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C1","35648","44268","Civilian HR Partner","5.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","C2","29258","36333","Civilian HR Partner","23.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Civilian HR Partner","17.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","D","23427","29093","Employee Representative","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1422212","E1","17835","22124","Civilian HR Partner","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C1","35648","44268","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C1 MSF","35648","44268","Science&Technology Management","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2","29258","36333","Secretariat & Private Office","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2 MSF","29258","36333","Direct Military Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2 MSF","29258","36333","Engineering & Technical Support","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C2 MSF","29258","36333","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29093","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D","23427","29093","Secretariat & Private Office","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","D MSF","23427","29093","Engineering & Technical Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","17835","22124","Administrative Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","17835","22124","Information Exploitation Mgt","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","17835","22124","Secretarial","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E1","17835","22124","Secretariat & Private Office","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","E2","15168","18815","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","Retired Offr 2","30136","34936","Direct Military Support","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","Retired Offr 2","30136","34936","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","Retired Offr 2","30136","34936","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Aviation Offr 1","37819","44268","Training Support","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Aviation Offr 2","34936","34936","Transport/Movement","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 5","21176","27534","Medical Technical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 6","25472","34189","Optometry","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Band 6 - 37hrs","25472","34189","Optometry","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1","35648","44268","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1","35648","44268","Information Strat & Planning","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1","35648","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1","35648","44268","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1 MSF","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C1 MSF","35648","44268","Service HR Expert","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Business Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Decision Support","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Estate Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Information Strat & Planning","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Occupational Psychology","2.00","Psychology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2","29258","36333","Training Support","5.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2 MSF","29258","36333","Business Management","20.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2 MSF","29258","36333","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","C2 MSF","29258","36333","Training Support","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Caretaker","14644","16482","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Clincl Sup Wker Nursing Hosp","13653","16753","Nursing and Midwifery","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Administrative Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Business Management","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Decision Support","6.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Information Strat & Planning","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Museum","1.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D","23427","29093","Statistical Analysis","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","D MSF","23427","29093","Service HR Expert","3.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Driver","14644","22150","Driving","1.00","Operational Delivery"
