Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,23/11/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,872341,Works - estate management,"10,047.87"
Ministry of Defence,Ministry of Defence,22/11/2011,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,871730,Fiscal asset under construction - capital in year addition,"10,039.32"
Ministry of Defence,Ministry of Defence,18/11/2011,Food and clothing,Defence Equipment & Support,BAHRAIN AIRPORT SERVICES,,2002509,Cost of food purchases,"10,007.61"
Ministry of Defence,Ministry of Defence,29/11/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,874203,Medical health services,"10,005.30"
Ministry of Defence,Ministry of Defence,24/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,872840,Equipment support project costs,"10,000.00"
Ministry of Defence,Ministry of Defence,03/11/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,863552,Consumption of medical dental and veterinary inventory,"9,981.59"
Ministry of Defence,Ministry of Defence,14/11/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,JACOBS U.K. LTD,G2 7HX,867924,Fiscal asset under construction - capital in year addition,"9,930.00"
Ministry of Defence,Ministry of Defence,15/11/2011,Design services and minor equipment purchases,Air Command,QINETIQ LIMITED,PO12 2AG,868530,Equipment support non-project costs,"9,899.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,868680,Consumption of medical dental and veterinary inventory,"9,886.93"
Ministry of Defence,Ministry of Defence,18/11/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,870083,Transport other operating lease,"9,870.95"
Ministry of Defence,Ministry of Defence,24/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,872384,Consumption of medical dental and veterinary inventory,"9,865.06"
Ministry of Defence,Ministry of Defence,23/11/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,871974,Medical-non hospital treatment,"9,825.53"
Ministry of Defence,Ministry of Defence,25/11/2011,Rent and rates,Navy Command,THE CROWN ESTATE,SO14 3AB,873524,Rent land - non civil estate property + married quarter property,"9,753.31"
Ministry of Defence,Ministry of Defence,14/11/2011,Fuel for military use,Land Forces,BP INTERNATIONAL LIMITED,HP2 4UL,2000013487,Bulk aviation fuel consumed,"9,715.36"
Ministry of Defence,Ministry of Defence,08/11/2011,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,865367,Spend on Inventory - General,"9,640.80"
Ministry of Defence,Ministry of Defence,02/11/2011,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,863457,Utilities consumed - electricity,"9,613.80"
Ministry of Defence,Ministry of Defence,03/11/2011,Externally delivered education and training,Land Forces,UNIVERSITY OF PORTSMOUTH,PO1 2UP,864144,External military training ,"9,608.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000066136,Utilities consumed - water + sewage,"9,598.44"
Ministry of Defence,Ministry of Defence,17/11/2011,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,869560,Spend on Inventory - General,"9,596.80"
Ministry of Defence,Ministry of Defence,04/11/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,864236,Equipment support non-project costs,"9,592.89"
Ministry of Defence,Ministry of Defence,24/11/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"9,566.26"
Ministry of Defence,Ministry of Defence,10/11/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,866582,Medical health services,"9,561.32"
Ministry of Defence,Ministry of Defence,08/11/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,865363,Cost of other material consumed,"9,530.85"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,871206,Cost of food services,"9,518.07"
Ministry of Defence,Ministry of Defence,16/11/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,869173,Estate + facilities management services - accommodation inventory + service,"9,459.05"
Ministry of Defence,Ministry of Defence,23/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,872221,Equipment support project costs,"9,436.33"
Ministry of Defence,Ministry of Defence,28/11/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,873607,Estate + facilities management services - accommodation inventory + service,"9,359.11"
Ministry of Defence,Ministry of Defence,04/11/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,864676,Cost of other material consumed,"9,347.05"
Ministry of Defence,Ministry of Defence,07/11/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,BS34 7QW,864749,Single use military equipment asset under construction - capital in year addition,"9,341.25"
Ministry of Defence,Ministry of Defence,10/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,BS34 7QW,866533,Equipment support non-project costs,"9,315.31"
Ministry of Defence,Ministry of Defence,08/11/2011,Food and clothing,Land Forces,COTSWOLD OUTDOOR LTD,SN16 9SH,865390,Cost of purchasing and repairing clothing,"9,291.72"
Ministry of Defence,Ministry of Defence,21/11/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,870756,Equipment support non-project costs,"9,261.01"
Ministry of Defence,Ministry of Defence,28/11/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,874127,Cost of other material consumed,"9,248.89"
Ministry of Defence,Ministry of Defence,18/11/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,870597,Estate + facilities management services - accommodation inventory + service,"9,226.97"
Ministry of Defence,Ministry of Defence,09/11/2011,Spend on Inventory - General,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,866421,Spend on Inventory - General,"9,184.91"
Ministry of Defence,Ministry of Defence,14/11/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,867862,Utilities consumed - heating oil,"9,173.50"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,871268,Cost of purchasing and repairing clothing,"9,168.18"
Ministry of Defence,Ministry of Defence,09/11/2011,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,865869,Cost of other material consumed,"9,146.51"
Ministry of Defence,Ministry of Defence,22/11/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,871702,Utilities consumed - electricity,"9,130.89"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,870095,Cost of other material consumed,"9,105.50"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,870106,Consumption of engineering and technical inventory,"9,097.98"
Ministry of Defence,Ministry of Defence,03/11/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,863644,Consumption of general inventory,"9,038.36"
Ministry of Defence,Ministry of Defence,25/11/2011,Rent and rates,Central TLB,THE CROWN ESTATE,SO14 3AB,873524,Rent land - non civil estate property + married quarter property,"9,016.57"
Ministry of Defence,Ministry of Defence,11/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,867440,Equipment support non-project costs,"9,005.76"
Ministry of Defence,Ministry of Defence,15/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,868322,Equipment support non-project costs,"8,989.21"
Ministry of Defence,Ministry of Defence,01/11/2011,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,862607,Freight movement costs,"8,977.58"
Ministry of Defence,Ministry of Defence,08/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,865281,Consumption of medical dental and veterinary inventory,"8,946.11"
Ministry of Defence,Ministry of Defence,17/11/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,869922,Estate + facilities management services - accommodation inventory + service,"8,911.74"
Ministry of Defence,Ministry of Defence,28/11/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,874127,Cost of other material consumed,"8,903.36"
Ministry of Defence,Ministry of Defence,03/11/2011,Administration,Central TLB,CHAPMAN FREEBORN AIRCHARTERING LIMITED,RH6 0PA,863663,General administration,"8,800.00"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,871268,Cost of purchasing and repairing clothing,"8,780.25"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,873016,Consumption of medical dental and veterinary inventory,"8,770.65"
Ministry of Defence,Ministry of Defence,03/11/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,863604,Transport other operating lease,"8,736.65"
Ministry of Defence,Ministry of Defence,28/11/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,873673,Medical health services,"8,731.46"
Ministry of Defence,Ministry of Defence,10/11/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,867024,Cost of other material consumed,"8,701.74"
Ministry of Defence,Ministry of Defence,02/11/2011,Spend on Inventory - General,Defence Equipment & Support,FIRMIN & SONS LIMITED,B6 4HU,863199,Spend on Inventory - General,"8,699.64"
Ministry of Defence,Ministry of Defence,02/11/2011,Fuel for military use,Command Joint Operations,ARVAL UK LTD,SN5 6PE,863062,Oil and lubricants consumed excluding those from the inventory system,"8,627.21"
Ministry of Defence,Ministry of Defence,23/11/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,871836,Consumption of engineering and technical inventory,"8,600.85"
Ministry of Defence,Ministry of Defence,11/11/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,867497,Estate + facilities management services - accommodation inventory + service,"8,599.93"
Ministry of Defence,Ministry of Defence,04/11/2011,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,864368,Spend on Inventory - General,"8,585.08"
Ministry of Defence,Ministry of Defence,03/11/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,864057,Cost of clothing and textile services received,"8,583.80"
Ministry of Defence,Ministry of Defence,11/11/2011,IT and communication services,Central TLB,SOFTWARE BOX LTD,YO61 1ET,867498,Information technology services,"8,560.00"
Ministry of Defence,Ministry of Defence,10/11/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,866940,Estate + facilities management services - accommodation inventory + service,"8,511.96"
Ministry of Defence,Ministry of Defence,01/11/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,862524,Cost of other material consumed,"8,489.80"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,870843,Cost of clothing and textile services received,"8,473.96"
Ministry of Defence,Ministry of Defence,03/11/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,RH1 1RX,864123,Utilities consumed - gas,"8,436.78"
Ministry of Defence,Ministry of Defence,15/11/2011,Estate management,Command Joint Operations,SODEXO LTD,BFPO 57,5000066049,Estate + facilities management services - accommodation inventory + service,"8,401.76"
Ministry of Defence,Ministry of Defence,25/11/2011,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,873129,Spend on Inventory - General,"8,348.14"
Ministry of Defence,Ministry of Defence,21/11/2011,Spend on Inventory - General,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,BH15 3SS,870717,Spend on Inventory - General,"8,285.18"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,873569,Cost of other material consumed,"8,281.02"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,870106,Consumption of engineering and technical inventory,"8,271.25"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,870046,Consumption of medical dental and veterinary inventory,"8,254.97"
Ministry of Defence,Ministry of Defence,11/11/2011,Purchase of inventory and services ,Defence Equipment & Support,FRANK ARMITT& SON LIMITED,WA7 4EZ,867242,Spot bunker marine fuel consumed,"8,221.65"
Ministry of Defence,Ministry of Defence,15/11/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,868569,Estate + facilities management services - accommodation inventory + service,"8,214.41"
Ministry of Defence,Ministry of Defence,09/11/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,865956,Research and development incurred on projects with defence science and technology laboratory,"8,208.60"
Ministry of Defence,Ministry of Defence,07/11/2011,Payment of utilities,Defence Infrastructure Organisation ,THE HIGHLAND RESERVE FORCES & CADETS ASSOCIATION,DD2 1LX,865222,Utilities consumed - gas,"8,183.04"
Ministry of Defence,Ministry of Defence,09/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,865956,Equipment support project costs,"8,179.78"
Ministry of Defence,Ministry of Defence,25/11/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,873286,Fees for professional services excluding legal fees,"8,160.00"
Ministry of Defence,Ministry of Defence,09/11/2011,Fuel for military use,Command Joint Operations,ARVAL UK LTD,SN5 6PE,865835,Oil and lubricants consumed excluding those from the inventory system,"8,142.61"
Ministry of Defence,Ministry of Defence,03/11/2011,Spend on Inventory - General,Defence Equipment & Support,SELEX GALILEO LTD,LU1 3PG,864044,Spend on Inventory - General,"8,120.09"
Ministry of Defence,Ministry of Defence,10/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL SPECIALIST VEHICLES  LIMITED,CB5 8RX,866766,Equipment support non-project costs,"8,120.00"
Ministry of Defence,Ministry of Defence,23/11/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,871983,Utilities consumed - heating oil,"8,119.12"
Ministry of Defence,Ministry of Defence,09/11/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,865916,Fees for professional services excluding legal fees,"8,082.76"
Ministry of Defence,Ministry of Defence,10/11/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,"8,082.63"
Ministry of Defence,Ministry of Defence,23/11/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,871759,Consumption of medical dental and veterinary inventory,"8,067.33"
Ministry of Defence,Ministry of Defence,11/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,867032,Consumption of medical dental and veterinary inventory,"8,056.35"
Ministry of Defence,Ministry of Defence,04/11/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,864676,Cost of other material consumed,"8,033.09"
Ministry of Defence,Ministry of Defence,09/11/2011,Payment of utilities,Navy Command,PACE FUELCARE LIMITED,TW20 9AB,866254,Utilities consumed - heating oil,"8,020.80"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,870161,Cost of other material consumed,"7,989.71"
Ministry of Defence,Ministry of Defence,10/11/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,866516,Transport other operating lease,"7,954.62"
Ministry of Defence,Ministry of Defence,04/11/2011,Payment of utilities,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,864316,Utilities consumed - gas,"7,954.07"
Ministry of Defence,Ministry of Defence,04/11/2011,Administration,Land Forces,ROYAL MAIL GROUP LIMITED,S49 1HQ,864558,General administration,"7,948.50"
Ministry of Defence,Ministry of Defence,29/11/2011,Design services and minor equipment purchases,Air Command,QINETIQ LIMITED,PO12 2AG,874517,Equipment support non-project costs,"7,915.00"
Ministry of Defence,Ministry of Defence,17/11/2011,Transport hire charges,Air Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,869895,Transport other operating lease,"7,903.20"
Ministry of Defence,Ministry of Defence,17/11/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,869442,Medical health services,"7,885.54"
Ministry of Defence,Ministry of Defence,16/11/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,869173,Cost of food purchases,"7,839.23"
Ministry of Defence,Ministry of Defence,09/11/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,865908,Cost of other material consumed,"7,821.20"
Ministry of Defence,Ministry of Defence,04/11/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,CYMA PETROLEUM (UK) LIMITED,EN5 5TD,864312,Raw materials and consumable aviation fuel inventory purchased,"7,779.20"
Ministry of Defence,Ministry of Defence,01/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,862469,Consumption of medical dental and veterinary inventory,"7,727.95"
Ministry of Defence,Ministry of Defence,15/11/2011,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,868249,Estate + facilities management services - accommodation inventory + service,"7,724.67"
Ministry of Defence,Ministry of Defence,23/11/2011,Administration,Land Forces,BEZIRKSREGIERUNG DUESSELDORF,,5000066644,General administration,"7,712.11"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,870161,Cost of other material consumed,"7,709.99"
Ministry of Defence,Ministry of Defence,23/11/2011,Fuel for military use,Command Joint Operations,ARVAL UK LTD,SN5 6PE,871793,Oil and lubricants consumed excluding those from the inventory system,"7,694.98"
Ministry of Defence,Ministry of Defence,16/11/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,868680,Consumption of medical dental and veterinary inventory,"7,664.03"
Ministry of Defence,Ministry of Defence,04/11/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"7,641.50"
Ministry of Defence,Ministry of Defence,10/11/2011,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED,DE5 3NT,866661,Spend on Inventory - General,"7,614.44"
Ministry of Defence,Ministry of Defence,24/11/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ALFA LAVAL LTD,GU15 3DN,872399,Raw materials and consumable engineering and technical single use military equipment inventory purchased,"7,611.65"
Ministry of Defence,Ministry of Defence,16/11/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,869173,Estate + facilities management services - accommodation inventory + service,"7,611.53"
Ministry of Defence,Ministry of Defence,08/11/2011,"Transportation of personnel, freight and travel expenses",Command Joint Operations,ROYAL BRUNEI AIRLINES SDN BHD,,865672,Military air travel costs for short term detached duty,"7,605.95"
Ministry of Defence,Ministry of Defence,14/11/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,868123,Estate + facilities management services - accommodation inventory + service,"7,590.70"
Ministry of Defence,Ministry of Defence,08/11/2011,Estate management,Land Forces,ARAMARK LTD,LS16 6QY,865307,Estate + facilities management services - accommodation inventory + service,"7,565.34"
Ministry of Defence,Ministry of Defence,08/11/2011,Food and clothing,Navy Command,COTSWOLD OUTDOOR LTD,SN16 9SH,865390,Cost of purchasing and repairing clothing,"7,541.35"
Ministry of Defence,Ministry of Defence,07/11/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,864732,Equipment support non-project costs,"7,521.43"
Ministry of Defence,Ministry of Defence,10/11/2011,Payment of utilities,Central TLB,GB OILS LIMITED,FK5 4RB,866674,Utilities consumed - heating oil,"7,493.11"
Ministry of Defence,Ministry of Defence,29/11/2011,Payment of utilities,Defence Infrastructure Organisation ,RWE WESTFALEN-WESER-EMS AG,,5000067158,Utilities consumed - electricity,"7,491.30"
Ministry of Defence,Ministry of Defence,15/11/2011,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,868273,Cost of other material consumed,"7,462.70"
Ministry of Defence,Ministry of Defence,14/11/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,867673,Cost of other material consumed,"7,442.17"
Ministry of Defence,Ministry of Defence,02/11/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,863496,Utilities consumed - gas,"7,429.71"
Ministry of Defence,Ministry of Defence,09/11/2011,"Transportation of personnel, freight and travel expenses",Land Forces,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,866094,Movement of service personnel,"7,423.12"
Ministry of Defence,Ministry of Defence,11/11/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,867593,Cost of other material consumed,"7,385.65"
Ministry of Defence,Ministry of Defence,25/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,873464,Equipment support non-project costs,"7,383.86"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,870843,Cost of clothing and textile services received,"7,365.76"
Ministry of Defence,Ministry of Defence,22/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GOCH GMBH,,5000066522,Utilities consumed - electricity,"7,349.19"
Ministry of Defence,Ministry of Defence,28/11/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,873607,Cost of food purchases,"7,320.79"
Ministry of Defence,Ministry of Defence,18/11/2011,Estate management,Central TLB,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,870174,Works services - excluding United States forces/NATO + married quarters,"7,302.83"
Ministry of Defence,Ministry of Defence,24/11/2011,Estate management,Command Joint Operations,SERCO LIMITED,RG27 9UY,872883,Works - estate management,"7,286.52"
Ministry of Defence,Ministry of Defence,29/11/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,874202,Cost of other material consumed,"7,284.24"
Ministry of Defence,Ministry of Defence,08/11/2011,"Transportation of personnel, freight and travel expenses",Land Forces,ROYAL BRUNEI AIRLINES SDN BHD,,865672,Military air travel costs for short term detached duty,"7,282.53"
Ministry of Defence,Ministry of Defence,01/11/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,862707,Medical health services,"7,252.80"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,873016,Consumption of medical dental and veterinary inventory,"7,222.21"
Ministry of Defence,Ministry of Defence,08/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,865654,Equipment support project costs,"7,217.00"
Ministry of Defence,Ministry of Defence,03/11/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,GRAHAM ASSET MANAGEMENT LIMITED,BT3 9ED,33769,Works in aid of disposal,"7,187.19"
Ministry of Defence,Ministry of Defence,15/11/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,868212,Consumption of medical dental and veterinary inventory,"7,177.17"
Ministry of Defence,Ministry of Defence,23/11/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,872010,Medical health services,"7,156.40"
Ministry of Defence,Ministry of Defence,14/11/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,868179,Fiscal asset under construction - capital in year addition,"7,129.67"
Ministry of Defence,Ministry of Defence,09/11/2011,Spend on Inventory - General,Air Command,BUNZL UK LIMITED,KT19 8TY,865898,Spend on Inventory - General,"7,064.48"
Ministry of Defence,Ministry of Defence,14/11/2011,Payment of utilities,Central TLB,WATSON PETROLEUM LTD,SN15 5DN,868198,Utilities consumed - heating oil,"7,058.59"
Ministry of Defence,Ministry of Defence,23/11/2011,Payment of utilities,Defence Infrastructure Organisation ,RWE WESTFALEN-WESER-EMS AG,,5000066712,Utilities consumed - electricity,"7,030.43"
Ministry of Defence,Ministry of Defence,17/11/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,869494,Fees for professional services excluding legal fees,"7,028.11"
Ministry of Defence,Defence Science and Technology Laboratory,18/11/2011,Other Services & Office costs,Operations,BARCLAYCARD,,G - 9000137959 - 00123340,,"7,015.61"
Ministry of Defence,Ministry of Defence,15/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,TELEVISION INSTALLATION SERVICES (MANSFIELD) LIMITED,NG18 5BU,868596,Equipment support non-project costs,"7,002.14"
Ministry of Defence,Ministry of Defence,07/11/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,865275,Cost of other material consumed,"6,950.58"
Ministry of Defence,Ministry of Defence,02/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,863074,Equipment support non-project costs,"6,909.25"
Ministry of Defence,Ministry of Defence,11/11/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,867177,Cost of other material consumed,"6,801.97"
Ministry of Defence,Ministry of Defence,18/11/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,870144,Cost of other material consumed,"6,786.19"
Ministry of Defence,Ministry of Defence,04/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,864200,Equipment support non-project costs,"6,747.75"
Ministry of Defence,Ministry of Defence,15/11/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,868249,Cost of clothing and textile services received,"6,737.38"
Ministry of Defence,Ministry of Defence,22/11/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,871662,Civilian short term detached duty,"6,736.10"
