Department ,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019101,690.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019102,46.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019102,300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019103,120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019103,216.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019103,9.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019104,2350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019104,16.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019105,367.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019106,1341.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019107,757.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019109,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1019109,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020211,1097.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020211,9.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020212,929.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020213,289.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020215,2167.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020219,-2118.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020220,-48.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Printing (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020221,83.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020222,155.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020223,9228
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Printing (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020223,62.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020224,3116.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020224,4400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Printing (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020224,341.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Printing (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020225,10.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020227,402.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020228,462.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020238,4118.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020239,42.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020239,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020240,1687.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020243,207.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020244,2756.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Conference and Exhibition Services (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020244,3080
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020245,162.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020246,1.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020246,700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020248,614.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020249,165.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020250,409.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020252,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020252,300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020252,300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1020252,70.22
