UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC17320,23-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,750,17320
MODGPC17321,23-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,750,17321
MODGPC17322,29-Nov-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"2,760.00",17322
MODGPC17323,24-Nov-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,768,17323
MODGPC17324,15-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,959.70",17324
MODGPC17325,21-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"2,085.89",17325
MODGPC17326,30-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,135.31",17326
MODGPC17327,18-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,612,17327
MODGPC17328,29-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"2,148.00",17328
MODGPC17329,21-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,963.75",17329
MODGPC17330,21-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,993.6,17330
MODGPC17331,17-Nov-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"2,051.18",17331
MODGPC17332,24-Nov-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,"1,085.76",17332
MODGPC17333,28-Nov-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"2,145.79",17333
MODGPC17334,28-Nov-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,536.45,17334
MODGPC17335,30-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,544.69,17335
MODGPC17336,14-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,965.30",17336
MODGPC17337,15-Nov-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"1,836.72",17337
MODGPC17338,22-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,636.13,17338
MODGPC17339,22-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,165.80",17339
MODGPC17340,29-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,587.69,17340
MODGPC17341,24-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"3,780.00",17341
MODGPC17342,15-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,774,17342
MODGPC17343,23-Nov-11,Catering and Catering Supplies     , CATERERS,"1,394.95",17343
MODGPC17344,23-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,950,17344
MODGPC17345,23-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,340.00",17345
MODGPC17346,23-Nov-11,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,940.5,17346
MODGPC17347,30-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,213.88",17347
MODGPC17348,25-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,621,17348
MODGPC17349,24-Nov-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"1,127.40",17349
MODGPC17350,24-Nov-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"1,444.58",17350
MODGPC17351,17-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,522,17351
MODGPC17352,11-Nov-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,870,17352
MODGPC17353,23-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"3,910.20",17353
MODGPC17354,23-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,370.00",17354
MODGPC17355,23-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"4,158.00",17355
MODGPC17356,16-Nov-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"1,987.86",17356
MODGPC17357,15-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,345.68",17357
MODGPC17358,16-Nov-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,645.49,17358
MODGPC17359,17-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,561.36,17359
MODGPC17360,25-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,892.93,17360
MODGPC17361,28-Nov-11,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"1,305.07",17361
MODGPC17362,24-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,535.1,17362
MODGPC17363,18-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,874.54,17363
MODGPC17364,18-Nov-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,170.43",17364
MODGPC17365,17-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,549.50",17365
MODGPC17366,29-Nov-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,861.3,17366
MODGPC17367,28-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"2,620.37",17367
MODGPC17368,22-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"7,053.72",17368
MODGPC17369,22-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,846.48,17369
MODGPC17370,22-Nov-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,556.14,17370
MODGPC17371,23-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,980.64,17371
MODGPC17372,25-Nov-11,Building Services                  ," HEATING, PLUMBING, AIR COND",679.2,17372
MODGPC17373,16-Nov-11,Books and Periodicals              , BOOK STORES,570.17,17373
MODGPC17374,22-Nov-11,Miscellaneous Industrial/Commercial, TOOL HIRE,670.44,17374
MODGPC17375,30-Nov-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,630.38,17375
MODGPC17376,14-Nov-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,615.94,17376
MODGPC17377,16-Nov-11,Mail and Courier Services          , POSTAGE STAMPS,"3,803.82",17377
MODGPC17378,25-Nov-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,625.97,17378
MODGPC17379,29-Nov-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,558.24,17379
MODGPC17380,22-Nov-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,513.25",17380
MODGPC17381,15-Nov-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","1,733.84",17381
MODGPC17382,17-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,108.69",17382
MODGPC17383,18-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,412.66",17383
MODGPC17384,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,685.17,17384
MODGPC17385,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,784.65",17385
MODGPC17386,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,082.83",17386
MODGPC17387,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"5,537.26",17387
MODGPC17388,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"8,791.20",17388
MODGPC17389,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"9,824.41",17389
MODGPC17390,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,247.86",17390
MODGPC17391,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,055.05",17391
MODGPC17392,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,898.02,17392
MODGPC17393,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,407.82",17393
MODGPC17394,18-Nov-11,Leisure Activities                 , BOAT DEALERS,"1,229.04",17394
MODGPC17395,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,821.4,17395
MODGPC17396,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,437.56",17396
MODGPC17397,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,747.69",17397
MODGPC17398,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"5,570.45",17398
MODGPC17399,25-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"6,750.39",17399
MODGPC17400,29-Nov-11,Leisure Activities                 , BOAT DEALERS,"1,068.12",17400
MODGPC17401,14-Nov-11,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,571.84,17401
MODGPC17402,23-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,853.54,17402
MODGPC17403,23-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,937.52,17403
MODGPC17404,25-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,780,17404
MODGPC17405,30-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"2,892.00",17405
MODGPC17406,18-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,531.36,17406
MODGPC17407,25-Nov-11,General Retail and Wholesale       , SPORTING GOODS STORES,957.2,17407
MODGPC17408,25-Nov-11,Leisure Activities                 , HEALTH & BEAUTY SPAS,522.05,17408
MODGPC17409,21-Nov-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"1,456.60",17409
MODGPC17410,24-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"2,580.00",17410
MODGPC17411,24-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,881.05",17411
MODGPC17412,23-Nov-11,General Retail and Wholesale       , ELECTRONICS STORES,579.6,17412
MODGPC17413,21-Nov-11,General Retail and Wholesale       , ELECTRONICS STORES,579.6,17413
MODGPC17414,29-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,679.70",17414
MODGPC17415,24-Nov-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,866.2,17415
MODGPC17416,28-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,588,17416
MODGPC17417,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17417
MODGPC17418,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17418
MODGPC17419,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17419
MODGPC17420,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17420
MODGPC17421,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17421
MODGPC17422,28-Nov-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,17422
MODGPC17423,24-Nov-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,897.48,17423
MODGPC17424,29-Nov-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"1,556.28",17424
MODGPC17425,16-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"2,444.83",17425
MODGPC17426,18-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,930.80",17426
MODGPC17427,21-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,677.08,17427
MODGPC17428,21-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","1,292.53",17428
MODGPC17429,21-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,17429
MODGPC17430,22-Nov-11,Mail Order / Direct Selling        , CATALOG MERCHANT,575.52,17430
MODGPC17431,23-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",540.48,17431
MODGPC17432,23-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,530.80",17432
MODGPC17433,25-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,897.6,17433
MODGPC17434,25-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,127.68",17434
MODGPC17435,18-Nov-11,Medical Supplies and Services      , MEDICAL/DENTAL LABS,"1,431.12",17435
MODGPC17436,18-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,855.6,17436
MODGPC17437,21-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,634.00",17437
MODGPC17438,21-Nov-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,575.58,17438
MODGPC17439,21-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,076.00",17439
MODGPC17440,24-Nov-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"1,335.60",17440
MODGPC17441,29-Nov-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"2,142.00",17441
MODGPC17442,14-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"5,124.35",17442
MODGPC17443,15-Nov-11,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,"2,917.20",17443
MODGPC17444,15-Nov-11,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,"1,998.00",17444
MODGPC17445,15-Nov-11,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,"1,922.40",17445
MODGPC17446,15-Nov-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"3,447.70",17446
MODGPC17447,21-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,876,17447
MODGPC17448,22-Nov-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"10,019.16",17448
MODGPC17449,25-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,804.00",17449
MODGPC17450,25-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,174.68",17450
MODGPC17451,25-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,930.5,17451
MODGPC17452,25-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,804.00",17452
MODGPC17453,17-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"3,540.00",17453
MODGPC17454,17-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,600.00",17454
MODGPC17455,15-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,733.06,17455
MODGPC17456,24-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,600.00",17456
MODGPC17457,23-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,900,17457
MODGPC17458,29-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,720,17458
MODGPC17459,29-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,17459
MODGPC17460,28-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,739.29,17460
MODGPC17461,17-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,588,17461
MODGPC17462,16-Nov-11,Mail and Courier Services          , COURIER SERVICES,"1,531.36",17462
MODGPC17463,28-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,567.00",17463
MODGPC17464,15-Nov-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"4,541.76",17464
MODGPC17465,18-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,600.00",17465
MODGPC17466,16-Nov-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","1,134.70",17466
MODGPC17467,21-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,695.64,17467
MODGPC17468,28-Nov-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,575.88,17468
MODGPC17469,15-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,762.42,17469
MODGPC17470,15-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,058.32",17470
MODGPC17471,14-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,698.78,17471
MODGPC17472,16-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"7,686.00",17472
MODGPC17473,16-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,071.00",17473
MODGPC17474,16-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,552.45,17474
MODGPC17475,21-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,988,17475
MODGPC17476,28-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,350.00",17476
MODGPC17477,16-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,577.49,17477
MODGPC17478,21-Nov-11,General Retail and Wholesale       , HARDWARE STORES,691.77,17478
MODGPC17479,16-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"2,217.60",17479
MODGPC17480,29-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,165.00",17480
MODGPC17481,16-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,923.99",17481
MODGPC17482,16-Nov-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"2,187.80",17482
MODGPC17483,18-Nov-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"1,260.82",17483
MODGPC17484,17-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,520.00",17484
MODGPC17485,22-Nov-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,613.78,17485
MODGPC17486,28-Nov-11,Cleaning Services and Supplies     , DRY CLEANERS,568.8,17486
MODGPC17487,28-Nov-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,230.00",17487
MODGPC17488,18-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,388.60",17488
MODGPC17489,18-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17489
MODGPC17490,18-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17490
MODGPC17491,21-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,573.12,17491
MODGPC17492,21-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17492
MODGPC17493,21-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17493
MODGPC17494,21-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,872.86",17494
MODGPC17495,24-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,260.00",17495
MODGPC17496,25-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17496
MODGPC17497,25-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17497
MODGPC17498,25-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17498
MODGPC17499,25-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17499
MODGPC17500,27-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,040.52",17500
MODGPC17501,27-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,217.23",17501
MODGPC17502,28-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,691.8,17502
MODGPC17503,27-Nov-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,806.68,17503
MODGPC17504,24-Nov-11,Professional Services              , ESTATE AGENTS AND PROPERTY SERVICES,538.07,17504
MODGPC17505,30-Nov-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"1,282.28",17505
MODGPC17506,14-Nov-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","1,119.60",17506
MODGPC17507,28-Nov-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"2,170.10",17507
MODGPC17508,18-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,516,17508
MODGPC17509,18-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,533.38,17509
MODGPC17510,01-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,906.01,17510
MODGPC17511,25-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,730.62,17511
MODGPC17512,28-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,280.00",17512
MODGPC17513,15-Nov-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"3,160.00",17513
MODGPC17514,18-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"5,000.00",17514
MODGPC17515,18-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"9,500.00",17515
MODGPC17516,25-Nov-11,Leisure Activities                 , THEATRICAL PRODUCERS,"1,520.00",17516
MODGPC17517,30-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,955.2,17517
MODGPC17518,30-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,997.2,17518
MODGPC17519,25-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,994.40",17519
MODGPC17520,25-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,150.00",17520
MODGPC17521,29-Nov-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,764.09,17521
MODGPC17522,29-Nov-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,764.09,17522
MODGPC17523,15-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,600,17523
MODGPC17524,15-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"3,673.08",17524
MODGPC17525,16-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,969.86,17525
MODGPC17526,23-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,955.48,17526
MODGPC17527,24-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"3,842.98",17527
MODGPC17528,24-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,779.6,17528
MODGPC17529,29-Nov-11,Mail and Courier Services          , POSTAGE STAMPS,544,17529
MODGPC17530,23-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,620.21,17530
MODGPC17531,11-Nov-11,Professional Services              , MISC PERSONAL SERV - DEF,724.8,17531
MODGPC17532,14-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,798.6,17532
MODGPC17533,15-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,648,17533
MODGPC17534,24-Nov-11,Mail Order / Direct Selling        , CATALOG MERCHANT,923.98,17534
MODGPC17535,24-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,935.22,17535
MODGPC17536,29-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,522,17536
MODGPC17537,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,613.2,17537
MODGPC17538,17-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,602.46,17538
MODGPC17539,17-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,536.76,17539
MODGPC17540,23-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,568.44,17540
MODGPC17541,23-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,732.96,17541
MODGPC17542,23-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,803.28,17542
MODGPC17543,15-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,504.7,17543
MODGPC17544,17-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,743.88,17544
MODGPC17545,23-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,743.88,17545
MODGPC17546,24-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,309.76",17546
MODGPC17547,24-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,309.76",17547
MODGPC17548,15-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,539.4,17548
MODGPC17549,29-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"2,009.35",17549
MODGPC17550,21-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,527.76,17550
MODGPC17551,21-Nov-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"1,685.38",17551
MODGPC17552,21-Nov-11,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,"1,450.50",17552
MODGPC17553,16-Nov-11,Building Services                  ," HEATING, PLUMBING, AIR COND",882,17553
MODGPC17554,18-Nov-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,519.6,17554
MODGPC17555,15-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"2,544.00",17555
MODGPC17556,21-Nov-11,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,"1,170.00",17556
MODGPC17557,29-Nov-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"1,037.03",17557
MODGPC17558,28-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,635,17558
MODGPC17559,28-Nov-11,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"10,800.00",17559
MODGPC17560,28-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"9,550.00",17560
MODGPC17561,18-Nov-11,Miscellaneous Industrial/Commercial, TOOL HIRE,662.4,17561
MODGPC17562,25-Nov-11,General Retail and Wholesale       , SPORTING GOODS STORES,756.57,17562
MODGPC17563,29-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,665.94,17563
MODGPC17564,30-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"2,758.70",17564
MODGPC17565,29-Nov-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","3,759.72",17565
MODGPC17566,30-Nov-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,660,17566
MODGPC17567,30-Nov-11,Print and Advertising              , ADVERTISING SERVICES,660,17567
MODGPC17568,22-Nov-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"2,450.00",17568
MODGPC17569,14-Nov-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,338.00",17569
MODGPC17570,15-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"4,060.80",17570
