Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003007, ,OX12 9JA,224.00,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003007, ,OX12 9JA,40.20,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100003010, ,LE9 9FL,268.80,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100003010, ,LE9 9FL,162.00,
Communities & Local Government,PINS,05/10/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Not assigned,,2100003039, ,NE3 4JR,"1,302.00",
Communities & Local Government,PINS,05/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Not assigned,,2100003039, ,NE3 4JR,186.55,
Communities & Local Government,PINS,05/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100003042, ,WA16 6BY,416.64,
Communities & Local Government,PINS,05/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100003042, ,WA16 6BY,163.38,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100003069, ,CM1 7DR,"1,512.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100003069, ,CM1 7DR,107.46,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100003071, ,CM1 7DR,"1,680.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100003071, ,CM1 7DR,83.34,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100003072, ,S10 2NQ,"1,232.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100003072, ,S10 2NQ,217.64,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,SIMON MILES PLANNING,,Micro,,2100003044, ,EX20 4JW,"4,928.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,SIMON MILES PLANNING,,Micro,,2100003044, ,EX20 4JW,612.70,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100003073, ,BN8 5DW,"1,680.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100003073, ,BN8 5DW,60.12,
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Fees Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100003074, ,BR2 0SA,"1,120.00",
Communities & Local Government,PINS,08/10/2012,NSI Fees & Expenses,NSI Expenses Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100003074, ,BR2 0SA,117.00,
Communities & Local Government,PINS,09/10/2012,NSI Fees & Expenses,NSI Fees Planning,MUSTON PLANNING,,Micro,,2100003102, ,BA1 7UD,"3,494.40",
Communities & Local Government,PINS,09/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MUSTON PLANNING,,Micro,,2100003102, ,BA1 7UD,438.74,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100003140, ,HG5 9AY,"2,284.80",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Planning,ARROWSMITH ASSOCIATES,,Micro,,2100003140, ,HG5 9AY,367.26,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Not assigned,,2100003136, ,SG13 9EL,"1,626.24",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Not assigned,,2100003136, ,SG13 9EL,76.32,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100003132, ,M33 6RG,"5,476.80",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100003132, ,M33 6RG,526.38,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100003112, ,WA16 6BY,"1,626.24",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100003112, ,WA16 6BY,117.90,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100003139, ,WA16 6BY,"2,513.28",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100003139, ,WA16 6BY,245.52,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003134, ,EX15 3NL,268.80,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003134, ,EX15 3NL,36.00,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003137, ,OX12 9JA,739.20,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003137, ,OX12 9JA,63.60,
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100003110, ,BN8 5DW,"1,344.00",
Communities & Local Government,PINS,10/10/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100003110, ,BN8 5DW,85.50,
Communities & Local Government,PINS,11/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003141, ,OX12 9JA,616.00,
Communities & Local Government,PINS,11/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR P G BIDDLE,,Not assigned,,2100003141, ,OX12 9JA,43.90,
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100003171, ,M32 8PN,"3,024.00",
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100003171, ,M32 8PN,301.25,
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Fees Planning,D C PLANNING LTD,,Data Not Provided,,2100003168, ,BH14 8AL,"1,478.40",
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Expenses Planning,D C PLANNING LTD,,Data Not Provided,,2100003168, ,BH14 8AL,338.76,
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003207, ,EX15 3NL,"1,256.64",
Communities & Local Government,PINS,12/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003207, ,EX15 3NL,89.28,
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Not assigned,,2100003208, ,GL20 6BD,"1,404.48",
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Not assigned,,2100003208, ,GL20 6BD,172.80,
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Not assigned,,2100003209, ,GL20 6BD,369.60,
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Not assigned,,2100003209, ,GL20 6BD,64.80,
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Not assigned,,2100003210, ,GL20 6BD,268.80,
Communities & Local Government,PINS,15/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Not assigned,,2100003210, ,GL20 6BD,37.80,
Communities & Local Government,PINS,16/10/2012,NSI Fees & Expenses,NSI Fees Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100003017, ,B14 6BX,"5,376.00",
Communities & Local Government,PINS,16/10/2012,NSI Fees & Expenses,NSI Expenses Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100003017, ,B14 6BX,426.05,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100003353, ,CB6 3PG,"1,680.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100003353, ,CB6 3PG,98.40,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100003355, ,PO19 1BA,336.00,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003352, ,HG4 1HZ,"2,520.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003352, ,HG4 1HZ,117.90,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003354, ,HG4 1HZ,"2,284.80",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003354, ,HG4 1HZ,393.84,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,K2,,Small,,2100003351, ,DN36 5QS,"1,120.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,K2,,Small,,2100003351, ,DN36 5QS,119.55,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100003357, ,SL5 9EA,"3,528.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,LEIGH & GLENNIE LTD,,Micro,,2100003357, ,SL5 9EA,50.10,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100003349, ,BN8 5DW,"1,512.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100003349, ,BN8 5DW,103.50,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100003350, ,BN8 5DW,"1,344.00",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100003350, ,BN8 5DW,90.90,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100003358, ,LE9 9FL,"1,256.64",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100003358, ,LE9 9FL,118.44,
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Fees Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100003356, ,B90 3LP,"1,142.40",
Communities & Local Government,PINS,18/10/2012,NSI Fees & Expenses,NSI Expenses Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100003356, ,B90 3LP,361.74,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Not assigned,,2100003398, ,SO19 7GU,"2,587.20",
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Not assigned,,2100003398, ,SO19 7GU,53.46,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100003393, ,SL5 9EA,"1,008.00",
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003399, ,TN16 1SL,416.64,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003399, ,TN16 1SL,158.76,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003400, ,TN16 1SL,"1,626.24",
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003400, ,TN16 1SL,58.86,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100003401, ,S10 2NQ,952.00,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100003401, ,S10 2NQ,90.30,
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Fees Planning,S P PLANNING,,Small,,2100003390, ,EC1M 5QA,"2,856.00",
Communities & Local Government,PINS,19/10/2012,NSI Fees & Expenses,NSI Expenses Planning,S P PLANNING,,Small,,2100003390, ,EC1M 5QA,77.22,
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100003402, ,CB6 3PG,"1,478.40",
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100003402, ,CB6 3PG,104.70,
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN CHAMPION,,Not assigned,,2100003448, ,KT24 5HH,"1,568.00",
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MARTIN CHAMPION,,Not assigned,,2100003448, ,KT24 5HH,98.70,
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100003404, ,S11 9RR,"1,008.00",
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100003445, ,S11 9RR,"1,512.00",
Communities & Local Government,PINS,22/10/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100003447, ,S11 9RR,336.00,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Not assigned,,2100003577, ,SO19 7GU,"1,478.40",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Not assigned,,2100003577, ,SO19 7GU,57.24,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHRIS THOMAS PLANNING,,Data Not Provided,,2100003569, ,CH6 5QE,"1,624.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHRIS THOMAS PLANNING,,Data Not Provided,,2100003569, ,CH6 5QE,355.22,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003578, ,HG4 1HZ,"2,016.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100003578, ,HG4 1HZ,103.32,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100003568, ,RH20 3LY,"2,016.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,ELIZABETH LAWRENCE LTD,,Micro,,2100003568, ,RH20 3LY,114.54,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100003570, ,GL6 0SA,"1,400.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100003570, ,GL6 0SA,117.75,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100003533, ,CH7 5NL,"3,628.80",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100003536, ,CH7 5NL,371.88,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100003564, ,M33 6RG,"4,032.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100003564, ,M33 6RG,374.78,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100003566, ,SL5 9EA,"2,116.80",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,LEIGH & GLENNIE LTD,,Micro,,2100003566, ,SL5 9EA,267.41,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,MANSELL JAGGER,,Micro,,2100003529, ,CT2 8NH,"1,400.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,MANSELL JAGGER,,Micro,,2100003529, ,CT2 8NH,57.75,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100003531, ,S11 9RR,"1,512.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Not assigned,,2100003561, ,BN11 1QG,"1,680.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,SIMON MILES PLANNING,,Micro,,2100003537, ,EX20 4JW,"4,788.00",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,SIMON MILES PLANNING,,Micro,,2100003537, ,EX20 4JW,671.08,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Fees Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100003532, ,BR2 0SA,840.00,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Expenses Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100003532, ,BR2 0SA,27.00,
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Contract Management,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2300000007,Payment Recovery - 2400002493 ,PL14 6AF,"-1,277.22",
Communities & Local Government,PINS,25/10/2012,NSI Fees & Expenses,NSI Contract Management,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2300000007,Payment Recovery - 2400002523 ,PL14 6AF,"-4,426.49",
Communities & Local Government,PINS,26/10/2012,NSI Fees & Expenses,NSI Fees Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100003579, ,CH7 5NL,"3,124.80",
Communities & Local Government,PINS,26/10/2012,NSI Fees & Expenses,NSI Expenses Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100003580, ,CH7 5NL,318.13,
Communities & Local Government,PINS,30/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Not assigned,,2100003675, ,BA1 7AB,"1,811.04",
Communities & Local Government,PINS,30/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Not assigned,,2100003675, ,BA1 7AB,111.24,
Communities & Local Government,PINS,30/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Not assigned,,2100003676, ,BA1 7AB,268.80,
Communities & Local Government,PINS,30/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Not assigned,,2100003676, ,BA1 7AB,16.20,
Communities & Local Government,PINS,31/10/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100003728, ,HG5 9AY,"1,848.00",
Communities & Local Government,PINS,31/10/2012,NSI Fees & Expenses,NSI Expenses Planning,ARROWSMITH ASSOCIATES,,Micro,,2100003728, ,HG5 9AY,107.64,
Communities & Local Government,PINS,31/10/2012,NSI Fees & Expenses,NSI Fees Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100003576, ,TA14 6PT,"3,780.00",
Communities & Local Government,PINS,31/10/2012,NSI Fees & Expenses,NSI Expenses Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100003576, ,TA14 6PT,324.15,
