Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,185.17
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"11,432.53"
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"4,750.13"
FCO,FCO,18-Sep-12,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"2,737.37"
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,24.15
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,13.27
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"1,064.83"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,15.52
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,21.45
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,10.36
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,155.97
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,51.27
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,22.26
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,6.86
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,56.17
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,11.82
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,36.82
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,80.35
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,409.63
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"11,536.83"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,2.46
FCO,FCO,18-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"18,580.36"
FCO,FCO,18-Sep-12,Electricity Residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,303.6
FCO,FCO,18-Sep-12,Water Residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,4.05
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,4.05
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"12,346.43"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,303.6
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,68.21
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,295.08
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,20.04
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,1.21
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"10,970.11"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,1.21
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"12,447.63"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,214.46
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"18,216.04"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"26,109.66"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,539.09
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,159.49
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,4.7
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,3.83
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,132.83
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,1.62
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"17,001.64"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"11,536.83"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,353.29
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,6.2
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,607.2
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"10,929.63"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"2,355.85"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,7.82
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"14,572.83"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"3,756.02"
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,279.73
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,6.84
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000306,"6,802.05"
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"2,526.65"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"2,408.75"
FCO,FCO,18-Sep-12,Rates Taxes Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"1,594.16"
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"2,777.96"
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"1,058.86"
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,126.33
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,"15,778.48"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,75.79
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,328.47
FCO,FCO,18-Sep-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000307,101.07
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,29.95
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,409.84
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,91.55
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"9,178.95"
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,224.6
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"9,732.86"
FCO,FCO,18-Sep-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,60.79
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"2,246.04"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"1,647.10"
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,68.37
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,164.71
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,524.47
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,342.42
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,193.1
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,263.11
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,12.45
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"2,246.04"
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,282.91
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,224.6
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.97
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,129.99
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,224.6
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,129.99
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.97
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,60.79
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,224.6
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.97
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,129.99
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,244.42
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,282.02
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"6,933.54"
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,234.4
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"13,867.07"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,573.52
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,244.42
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,60.79
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,389.87
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,20.37
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,234.4
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,389.87
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,60.79
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,263.11
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,571.23
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,229.8
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,543.7
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,60.79
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,244.42
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,408.19
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,3.58
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,449.21
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,449.21
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,215
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,17.88
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,"22,235.83"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000308,43.54
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,263.76
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,108.12
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,7.39
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,253.21
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,21.46
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,12.66
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,44.04
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,7.39
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,12.66
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,147.71
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"3,278.50"
FCO,FCO,18-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"33,761.19"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,105.5
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,147.71
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,8.44
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,21.46
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,7.39
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,253.21
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"4,220.15"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,5.44
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,48
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"1,711.61"
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"3,612.76"
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,"46,682.33"
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,492.34
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000311,380.81
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"1,501.42"
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,8.06
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,132
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,24.18
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,96.64
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,8.06
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,78.3
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,24.18
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,193.17
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,24.18
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,58.21
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,145.6
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,340.53
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,18.81
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,419.81
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,524.65
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,11.86
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,346.16
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,25.13
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"1,501.42"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,430.96
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,334.2
