Department Family,Entity,Payment Date,Expense type,Expense Area,Vendor,Doc Ref,Amount
CLG,VTS,25/09/2009,Legal fees,Central Services,BEACHCROFT LLP,2100065050,2016.76
CLG,VTS,25/09/2009,Dilaps/Refurbishment,Estate,INSIGNIA RICHARD ELLIS,2100065051,49921.2
CLG,VTS,25/09/2009,Staff and Members' Conference,Training,GROSVENOR HOTEL VICTORIA,2100065068,43740.82
CLG,VTS,25/09/2009,Meeting expenses,Operational,Staff,2100065080,87.8
CLG,VTS,25/09/2009,T&S claim,Operational,Staff,2100065080,404.99
CLG,VTS,25/09/2009,T&S claim,Training,Staff,2100065080,16.4
CLG,VTS,25/09/2009,Printing,Corporate,NIMLOK LIMITED,2100065106,1035
CLG,VTS,25/09/2009,Publicity,Corporate,NIMLOK LIMITED,2100065107,2854.19
CLG,VTS,25/09/2009,Rail and Hotel booking services,Central Services,CAPITA BUSINESS,2100065121,4324.2
CLG,VTS,28/09/2009,Post,Central Services,NEOPOST LTD,2100065149,5000
CLG,VTS,28/09/2009,T&S claim,Training,Staff,2100065151,155.38
CLG,VTS,28/09/2009,T&S claim,Corporate,Staff,2100065151,457.5
CLG,VTS,28/09/2009,Projects,IT,GRIFFIN SECURITY MANAGEMENT LTD,2100065152,6037.5
CLG,VTS,30/09/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100065199,517.78
CLG,VTS,30/09/2009,Telecoms,IT,BT GLOBAL,2100065203,650.7
CLG,VTS,06/10/2009,Telecoms,IT,NTL TELEWEST BUSINESS,2100065212,27025
CLG,VTS,30/09/2009,Printing,Corporate,QD - QUARTO DESIGN,2100065257,2363.25
CLG,VTS,05/10/2009,Staff and Members' Conference,Training,CROYDON PARK HOTEL,2100065262,4888.65
CLG,VTS,06/10/2009,T&S claim,Operational,Staff,2100065328,642.51
CLG,VTS,02/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065343,632.65
CLG,VTS,02/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065347,567.93
CLG,VTS,02/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065348,687.98
CLG,VTS,02/10/2009,T&S claim,Operational,Staff,2100065356,1993.94
CLG,VTS,02/10/2009,Staff and Members' Conference,Training,HISTORIC ROYAL PALACES ENTERPRISES,2100065357,920
CLG,VTS,06/10/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100065363,2314.5
CLG,VTS,06/10/2009,T&S claim,Board,Board Chairman,2100065365,1098.47
CLG,VTS,06/10/2009,T&S claim,Training,Staff,2100065365,140.2
CLG,VTS,06/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065376,2990
CLG,VTS,06/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065377,3737.5
CLG,VTS,06/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065378,2990
CLG,VTS,06/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065379,646.42
CLG,VTS,06/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065380,632.65
CLG,VTS,06/10/2009,Staff Welfare,HR,FIRST ASSIST SERVICES LTD,2100065383,1378.59
CLG,VTS,06/10/2009,Security,Estate,PAL SECURITY SYSTEMS LTD,2100065384,646.85
CLG,VTS,06/10/2009,Tribunal Hearing Venues,Operational,YOUR HOME FOR BUSINESS,2100065427,690
CLG,VTS,06/10/2009,Judicial Journals,Corporate,LEXIS-NEXIS UK,2100065444,3558.45
CLG,VTS,06/10/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100065447,705.64
CLG,VTS,06/10/2009,Audit Fees,Central Services,AHL BUSINESS ASSURANCE LTD,2100065450,2104.5
CLG,VTS,06/10/2009,Rates,Estate,LB TOWER HAMLETS,2100065452,58200
CLG,VTS,06/10/2009,Rates,Estate,LB TOWER HAMLETS,2100065453,7138.85
CLG,VTS,09/10/2009,Office Supplies,Central Services,LYRECO UK LTD,2100065466,566.31
CLG,VTS,09/10/2009,Staff Training,Training,NATIONAL SCHOOL OF GOVERNMENT,2100065483,665
CLG,VTS,09/10/2009,Telecoms,IT,VU CREATIVE LIMITED,2100065502,2915.25
CLG,VTS,09/10/2009,Telecoms,IT,VU CREATIVE LIMITED,2100065503,5088.75
CLG,VTS,09/10/2009,Telecoms,IT,VU CREATIVE LIMITED,2100065504,6785
CLG,VTS,09/10/2009,Property maintenance,Estate,COFELY LTD,2100065505,1067
CLG,VTS,09/10/2009,Heating and lighting,Operational,POWERGEN,2100065519,941.93
CLG,VTS,09/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065522,567.93
CLG,VTS,09/10/2009,Printing,Corporate,QD - QUARTO DESIGN,2100065523,1420.25
CLG,VTS,09/10/2009,Publicity,Corporate,VU CREATIVE LIMITED,2100065525,2432.25
CLG,VTS,09/10/2009,Publicity,Corporate,4 IMPRINT DIRECT LTD,2100065535,569.25
CLG,VTS,09/10/2009,Printing,Corporate,CONQUEST LITHO LTD,2100065536,634.8
CLG,VTS,12/10/2009,IT Hardware,IT,COMPANY BARCLAYCARD,2100065607,67.38
CLG,VTS,12/10/2009,IT Licences,IT,COMPANY BARCLAYCARD,2100065607,172.49
CLG,VTS,12/10/2009,Meeting expenses,Board,COMPANY BARCLAYCARD,2100065607,89.11
CLG,VTS,12/10/2009,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100065607,319.4
CLG,VTS,12/10/2009,Meeting expenses,Training,COMPANY BARCLAYCARD,2100065607,64.33
CLG,VTS,12/10/2009,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100065607,80.03
CLG,VTS,12/10/2009,Meeting expenses,IT,COMPANY BARCLAYCARD,2100065607,291.45
CLG,VTS,12/10/2009,Rail and Hotel booking services,Board,COMPANY BARCLAYCARD,2100065607,243.6
CLG,VTS,12/10/2009,Rail and Hotel booking services,IT,COMPANY BARCLAYCARD,2100065607,27.7
CLG,VTS,12/10/2009,Staff Training,Training,COMPANY BARCLAYCARD,2100065607,32.8
CLG,VTS,14/10/2009,Property maintenance,Estate,COFELY LTD,2100065608,580.45
CLG,VTS,14/10/2009,Property maintenance,Estate,COFELY LTD,2100065611,592.11
CLG,VTS,14/10/2009,Property maintenance,Estate,COFELY LTD,2100065612,905.3
CLG,VTS,14/10/2009,Property maintenance,Estate,COFELY LTD,2100065613,500.96
CLG,VTS,14/10/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100065619,1006.94
CLG,VTS,14/10/2009,T&S claim,Operational,Staff,2100065622,725.25
CLG,VTS,14/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065647,581.77
CLG,VTS,15/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065681,582.04
CLG,VTS,15/10/2009,T&S claim,Corporate,Staff,2100065682,510.97
CLG,VTS,16/10/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100065687,665.71
CLG,VTS,16/10/2009,Staff and Members' Conference,Training,RIGB LTD,2100065688,1929.12
CLG,VTS,16/10/2009,Legal fees,Central Services,EVERSHEDS,2100065753,4395.88
CLG,VTS,16/10/2009,Projects,IT,OPERATIONAL RESEARCH IN HEALTH LTD,2100065759,6348
CLG,VTS,16/10/2009,Telecoms,IT,CABLE & WIRELESS,2100065760,12897.25
CLG,VTS,16/10/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100065766,684.2
CLG,VTS,16/10/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100065774,1633.36
CLG,VTS,16/10/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100065774,351.57
CLG,VTS,11/11/2009,Publicity,Corporate,OTS PGO VENDOR,2100065790,962.5
CLG,VTS,16/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065791,632.65
CLG,VTS,20/10/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100065812,591.53
CLG,VTS,23/10/2009,Redundancy,HR,VT METHVEN,2100065852,2125.55
CLG,VTS,23/10/2009,Recruitment,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065897,4006.07
CLG,VTS,23/10/2009,Meeting expenses,Corporate,WIGAN MET DEV CO (PROPERTY) LTD,2100065920,507.15
CLG,VTS,23/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100065927,632.65
CLG,VTS,23/10/2009,Staff Training,Training,BPP PROFESSIONAL EDUCATION,2100065933,590
CLG,VTS,23/10/2009,Staff Training,Training,INST REVENUE RATING & VALUATION,2100065934,1449
CLG,VTS,23/10/2009,Outsourced services,Central Services,DCLG,2100065939,8625
CLG,VTS,23/10/2009,Building Insurance,Estate,BERKELEY BURKE (UK) LTD,2100065940,1470.31
CLG,VTS,23/10/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100065941,720.29
CLG,VTS,23/10/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100065944,684.2
CLG,VTS,23/10/2009,Telecoms,IT,BT GLOBAL,2100065947,650.7
CLG,VTS,23/09/2009,Projects,IT,VALUATION OFFICE AGENCY,2100065021,6130.14
CLG,VTS,23/10/2009,IT support,IT,VALUATION OFFICE AGENCY,2100065968,53172.55
CLG,VTS,23/10/2009,Projects,IT,VALUATION OFFICE AGENCY,2100065968,104523.29
CLG,VTS,26/10/2009,Office Supplies,Central Services,MISCO,2100066012,1402.15
CLG,VTS,26/10/2009,Audit Fees,Central Services,AHL BUSINESS ASSURANCE LTD,2100066015,2829
CLG,VTS,27/10/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100066030,213.62
CLG,VTS,27/10/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100066030,399.05
CLG,VTS,27/10/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100066030,108.87
CLG,VTS,26/10/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100066031,1493.81
CLG,VTS,26/10/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100066031,602.59
CLG,VTS,29/10/2009,Office Supplies,Operational,MISCO,2100066034,537.52
CLG,VTS,27/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066036,2990
CLG,VTS,27/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066037,3737.5
CLG,VTS,27/10/2009,Rail and Hotel booking services,Corporate,CAPITA BUSINESS,2100066047,360.9
CLG,VTS,27/10/2009,Rail and Hotel booking services,IT,CAPITA BUSINESS,2100066047,36.5
CLG,VTS,27/10/2009,Rail and Hotel booking services,Training,CAPITA BUSINESS,2100066047,197.2
CLG,VTS,27/10/2009,Rail and Hotel booking services,Operational,CAPITA BUSINESS,2100066047,264.8
CLG,VTS,29/10/2009,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100066102,1022.35
CLG,VTS,29/10/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066179,632.65
CLG,VTS,29/10/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100066197,665.71
CLG,VTS,02/11/2009,Tribunal Hearing Venues,Operational,RELIGIOUS SOCIETY OF FRIENDS,2100066198,1706.25
CLG,VTS,02/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066200,3737.5
CLG,VTS,02/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066201,3737.5
CLG,VTS,02/11/2009,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100066224,6354.9
CLG,VTS,02/11/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100066274,7782.1
CLG,VTS,02/11/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100066276,2282.52
CLG,VTS,09/11/2009,Legal fees,Central Services,BEACHCROFT LLP,2100066344,1035
CLG,VTS,09/11/2009,Publicity,Corporate,BIRMINGHAM CITY COUNCIL,2100066352,517.5
CLG,VTS,09/11/2009,T&S claim,Board,Board Chairman,2100066375,1058.29
CLG,VTS,09/11/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100066414,1019.57
CLG,VTS,09/11/2009,Tribunal Hearing Venues,Operational,RELIGIOUS SOCIETY OF FRIENDS,2100066425,1286.25
CLG,VTS,09/11/2009,Tribunal Hearing Venues,Operational,RELIGIOUS SOCIETY OF FRIENDS,2100066426,1890
CLG,VTS,09/11/2009,Domestic Services,Estate,CLD SERVICES LTD,2100066457,603.75
CLG,VTS,09/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066461,632.65
CLG,VTS,09/11/2009,Health & Safety,Estate,ADVANCED SAFETY CONSULTANCY LTD,2100066469,996.48
CLG,VTS,09/11/2009,Publicity,Corporate,JOHN F RUSSELL PHOTOGRAPHY,2100066478,962.5
CLG,VTS,09/11/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100066479,684.2
CLG,VTS,09/11/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100066480,513.61
CLG,VTS,09/11/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100066481,729.91
CLG,VTS,09/11/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100066482,1217.59
CLG,VTS,09/11/2009,Projects,IT,OPERATIONAL RESEARCH IN HEALTH LTD,2100066486,7935
CLG,VTS,09/11/2009,IT Hardware,IT,COMPUTACENTER (UK) LTD,2100066502,542.8
CLG,VTS,09/11/2009,Staff and Members' Conference,Training,HILTON LONDON METROPOLE HOTEL,2100066506,7580.11
CLG,VTS,09/11/2009,Health & Safety,Estate,RELAXA UK LIMITED,2100066507,615.25
CLG,VTS,12/11/2009,Property maintenance,Estate,COFELY LTD,2100066601,500.96
CLG,VTS,12/11/2009,Property maintenance,Estate,COFELY LTD,2100066602,905.3
CLG,VTS,12/11/2009,Property maintenance,Estate,COFELY LTD,2100066604,592.11
CLG,VTS,12/11/2009,Property maintenance,Estate,COFELY LTD,2100066605,580.45
CLG,VTS,12/11/2009,Property maintenance,Estate,COFELY LTD,2100066609,1067
CLG,VTS,12/11/2009,T&S claim,Corporate,Staff,2100066610,361.14
CLG,VTS,12/11/2009,T&S claim,Operational,Staff,2100066610,241.08
CLG,VTS,12/11/2009,Office Furniture,Estate,INTER COUNTY OFFICE FURNITURE,2100066640,526.7
CLG,VTS,12/11/2009,Office Furniture,Estate,INTER COUNTY OFFICE FURNITURE,2100066644,2928.41
CLG,VTS,12/11/2009,Meeting expenses,IT,COMPANY BARCLAYCARD,2100066645,95.03
CLG,VTS,12/11/2009,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100066645,168.09
CLG,VTS,12/11/2009,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100066645,138.38
CLG,VTS,12/11/2009,Meeting expenses,Operational,COMPANY BARCLAYCARD,2100066645,53.67
CLG,VTS,12/11/2009,Meeting expenses,Training,COMPANY BARCLAYCARD,2100066645,35.34
CLG,VTS,12/11/2009,Rail and Hotel booking services,Board,COMPANY BARCLAYCARD,2100066645,245.05
CLG,VTS,12/11/2009,Rail and Hotel booking services,Corporate,COMPANY BARCLAYCARD,2100066645,103.74
CLG,VTS,12/11/2009,Rail and Hotel booking services,IT,COMPANY BARCLAYCARD,2100066645,56.4
CLG,VTS,12/11/2009,Software licenses,IT,COMPANY BARCLAYCARD,2100066645,319.55
CLG,VTS,13/11/2009,Staff Training,Training,GOVNET COMMUNICATIONS,2100066651,1023.5
CLG,VTS,13/11/2009,Staff Training,Training,GOVNET COMMUNICATIONS,2100066652,569.25
CLG,VTS,13/11/2009,Staff Training,Training,GOVNET COMMUNICATIONS,2100066653,1023.5
CLG,VTS,12/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066657,506.12
CLG,VTS,12/11/2009,Tribunal Hearing Venues,Operational,YOUR HOME FOR BUSINESS,2100066663,690
CLG,VTS,12/11/2009,Post,Central Services,NEOPOST LTD,2100066675,5000
CLG,VTS,11/11/2009,Publicity,Corporate,OTS PGO VENDOR,2100066676,-962.5
CLG,VTS,12/11/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100066677,674.96
CLG,VTS,17/11/2009,T&S claim,Operational,Staff,2100066788,1233.89
CLG,VTS,17/11/2009,T&S claim,Operational,Staff,2100066789,1130.57
CLG,VTS,17/11/2009,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100066802,7781.75
CLG,VTS,17/11/2009,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100066805,7715.06
CLG,VTS,17/11/2009,Telecoms,IT,GRIFFIN SECURITY MANAGEMENT LTD,2100066806,6037.5
CLG,VTS,19/11/2009,Rent,Estate,COMBE ESTATE,2100066827,7250
CLG,VTS,19/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100066901,632.65
CLG,VTS,19/11/2009,Survey,Corporate,QUATROSYSTEM LTD,2100066902,14662.5
CLG,VTS,19/11/2009,IT support,IT,VALUATION OFFICE AGENCY,2100066905,51604.44
CLG,VTS,19/11/2009,Projects,IT,VALUATION OFFICE AGENCY,2100066905,24954.89
CLG,VTS,26/11/2009,Heating and lighting,Operational,BRITISH GAS BUSINESS,2100066913,553.82
CLG,VTS,26/11/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100066928,665.71
CLG,VTS,26/11/2009,Rail and Hotel booking services,Corporate,CAPITA BUSINESS,2100066934,1119.5
CLG,VTS,26/11/2009,Rail and Hotel booking services,IT,CAPITA BUSINESS,2100066934,516.1
CLG,VTS,26/11/2009,Rail and Hotel booking services,Operational,CAPITA BUSINESS,2100066934,132.5
CLG,VTS,26/11/2009,Telecoms,IT,BT GLOBAL,2100066936,650.7
CLG,VTS,26/11/2009,Staff Training,Training,ICSA INFORMATION & TRAINING LTD,2100066961,569.25
CLG,VTS,26/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067000,3737.5
CLG,VTS,26/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067001,3737.5
CLG,VTS,26/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067002,3737.5
CLG,VTS,26/11/2009,Telecoms,IT,VODAFONE UK,2100067003,1010.05
CLG,VTS,26/11/2009,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100067024,16268.48
CLG,VTS,26/11/2009,Rent,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100067024,63718.2
CLG,VTS,26/11/2009,Outsourced services,Central Services,DCLG,2100067071,8625
CLG,VTS,26/11/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067103,632.65
CLG,VTS,26/11/2009,Staff and Members' Conference,Training,BEST WESTERN GATWICK MOAT HOUSE,2100067130,536.7
CLG,VTS,26/11/2009,Meeting expenses,Corporate,GLEEDA LTD,2100067131,799.25
CLG,VTS,26/11/2009,Heating and lighting,Operational,POWERGEN,2100067165,1176.06
CLG,VTS,02/12/2009,Health & Safety,Estate,CAEC HOWARD ARKWRIGHT LTD,2100067242,5189.38
CLG,VTS,02/12/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100067243,679.58
CLG,VTS,02/12/2009,Legal fees,Central Services,BEACHCROFT LLP,2100067257,855.26
CLG,VTS,02/12/2009,Legal fees,Central Services,BEACHCROFT LLP,2100067262,3971.47
CLG,VTS,02/12/2009,Legal fees,Central Services,BEACHCROFT LLP,2100067263,1115.04
CLG,VTS,03/12/2009,T&S claim,Board,Board Chairman,2100067269,1008.71
CLG,VTS,07/12/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100067301,1482.11
CLG,VTS,07/12/2009,Property maintenance,Estate,COFELY LTD,2100067303,905.3
CLG,VTS,07/12/2009,Office Furniture,Estate,MARS DRINKS,2100067307,957.95
CLG,VTS,07/12/2009,Domestic Services,Estate,CLD SERVICES LTD,2100067314,872.08
CLG,VTS,07/12/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100067323,531.65
CLG,VTS,07/12/2009,Property maintenance,Estate,COFELY LTD,2100067331,1067
CLG,VTS,07/12/2009,Meeting expenses,Central Services,CITY OF LONDON CLUB,2100067332,634.69
CLG,VTS,09/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067358,2990
CLG,VTS,09/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067359,2990
CLG,VTS,09/12/2009,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100067477,310.41
CLG,VTS,09/12/2009,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100067477,157.86
CLG,VTS,09/12/2009,Meeting expenses,IT,COMPANY BARCLAYCARD,2100067477,41.51
CLG,VTS,09/12/2009,Meeting expenses,Training,COMPANY BARCLAYCARD,2100067477,52.87
CLG,VTS,09/12/2009,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100067477,18.5
CLG,VTS,09/12/2009,Office Furniture,Estate,COMPANY BARCLAYCARD,2100067477,349
CLG,VTS,09/12/2009,Rail and Hotel booking services,Board,COMPANY BARCLAYCARD,2100067477,102.4
CLG,VTS,09/12/2009,Rail and Hotel booking services,IT,COMPANY BARCLAYCARD,2100067477,22
CLG,VTS,11/12/2009,Judicial Journals,Corporate,LEXIS-NEXIS UK,2100067484,2517.85
CLG,VTS,11/12/2009,Office Supplies,Central Services,ILLUMINE LTD,2100067493,3021.74
CLG,VTS,11/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067505,2990
CLG,VTS,11/12/2009,Staff Training,Training,DEVELOPMENT CO LTD,2100067510,1311.46
CLG,VTS,11/12/2009,Telecoms,IT,VODAFONE UK,2100067512,7153
CLG,VTS,14/12/2009,Projects,IT,COA SOLUTIONS LTD,2100067549,3105
CLG,VTS,15/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067568,506.12
CLG,VTS,15/12/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100067569,517.78
CLG,VTS,16/12/2009,Data Security,IT,GRIFFIN SECURITY MANAGEMENT LTD,2100067625,9775
CLG,VTS,16/12/2009,Meeting expenses,Corporate,DIGBY TROUT RESTAURANTS,2100067630,2942.45
CLG,VTS,16/12/2009,Meeting expenses,Corporate,DIGBY TROUT RESTAURANTS,2100067631,636.52
CLG,VTS,16/12/2009,Rent,Estate,SPEAKMAN & LIPTROTT,2100067677,8437.5
CLG,VTS,16/12/2009,Accom Service Charge,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100067678,1180.94
CLG,VTS,16/12/2009,Rent,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100067678,7302.5
CLG,VTS,16/12/2009,Accom Service Charge,Estate,CAEC HOWARD ARKWRIGHT LTD,2100067679,1898.65
CLG,VTS,16/12/2009,IT Hardware,IT,MISCO,2100067680,625.26
CLG,VTS,16/12/2009,IT Hardware,IT,MISCO,2100067681,659.09
CLG,VTS,16/12/2009,Domestic Services,Estate,NEALES WASTE MANAGEMENT LTD,2100067712,546.25
CLG,VTS,21/12/2009,Staff Training,Training,INST REVENUE RATING & VALUATION,2100067721,724.5
CLG,VTS,21/12/2009,Rent,Estate,REMIZ PROPERTIES LTD,2100067724,9343.75
CLG,VTS,21/12/2009,Staff Training,Training,INST REVENUE RATING & VALUATION,2100067746,850
CLG,VTS,21/12/2009,Staff Training,Training,INST REVENUE RATING & VALUATION,2100067747,850
CLG,VTS,21/12/2009,IT Hardware,IT,MISCO,2100067749,1192.14
CLG,VTS,21/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067754,615.78
CLG,VTS,21/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067756,1495
CLG,VTS,21/12/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100067757,1495
CLG,VTS,21/12/2009,Data Security,IT,GRIFFIN SECURITY MANAGEMENT LTD,2100067763,2300
CLG,VTS,21/12/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100067764,168.67
CLG,VTS,21/12/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100067764,1763.71
CLG,VTS,22/12/2009,Staff and Members' Conference,Training,HILTON LONDON METROPOLE HOTEL,2100067775,38889.27
CLG,VTS,21/12/2009,Projects,IT,SOFTWARE BOX LTD,2100067824,14442.09
CLG,VTS,21/12/2009,Software licenses,IT,SOFTWARE BOX LTD,2100067824,2070
CLG,VTS,22/12/2009,IT support,IT,VALUATION OFFICE AGENCY,2100067830,56511.86
CLG,VTS,22/12/2009,Projects,IT,VALUATION OFFICE AGENCY,2100067830,24954.89
CLG,VTS,22/12/2009,Telecoms,IT,NTL TELEWEST BUSINESS,2100067831,54271.48
CLG,VTS,22/12/2009,Outsourced services,Central Services,DCLG,2100067834,8625
CLG,VTS,23/12/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100067890,1140.08
CLG,VTS,23/12/2009,T&S claim,Operational,Staff,2100067895,647.07
CLG,VTS,23/12/2009,Outsourced services,Central Services,HYMANS ROBERTSON,2100067897,3713.06
CLG,VTS,24/12/2009,Survey,Corporate,QUATROSYSTEM LTD,2100067973,3047.5
CLG,VTS,24/12/2009,Legal fees,Central Services,BEACHCROFT LLP,2100067974,1593.79
CLG,VTS,24/12/2009,Rail and Hotel booking services,Estate,REDFERN TRAVEL LIMITED,2100067975,198.17
CLG,VTS,24/12/2009,Rail and Hotel booking services,Corporate,REDFERN TRAVEL LIMITED,2100067975,1617.31
CLG,VTS,24/12/2009,Rail and Hotel booking services,IT,REDFERN TRAVEL LIMITED,2100067975,1061.09
CLG,VTS,24/12/2009,Rail and Hotel booking services,Training,REDFERN TRAVEL LIMITED,2100067975,1220.18
CLG,VTS,24/12/2009,Rail and Hotel booking services,Operational,REDFERN TRAVEL LIMITED,2100067975,4983.3
CLG,VTS,24/12/2009,Rail and Hotel booking services,HR,REDFERN TRAVEL LIMITED,2100067975,297.24
CLG,VTS,24/12/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100067977,670.34
CLG,VTS,24/12/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100067978,647.22
CLG,VTS,24/12/2009,T&S claim,Board,Board Chairman,2100067979,1012.24
CLG,VTS,24/12/2009,Redundancy,HR,NOTTINGHAM TRENT UNIVERSITY,2100067992,543.6
CLG,VTS,30/12/2009,Audit Fees,Central Services,AHL BUSINESS ASSURANCE LTD,2100068024,4278
CLG,VTS,30/12/2009,Staff Training,Training,CONTACT PROPERTY TRAINING,2100068025,2471.35
CLG,VTS,30/12/2009,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100068026,1534
CLG,VTS,07/01/2010,Telecoms,IT,BT GLOBAL,2100068071,650.7
CLG,VTS,07/01/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100068084,632.65
CLG,VTS,07/01/2010,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100068085,506.12
CLG,VTS,07/01/2010,Projects,IT,COA SOLUTIONS LTD,2100068100,7245
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068115,580.45
CLG,VTS,14/01/2010,Property maintenance,Estate,COFELY LTD,2100068116,905.3
