Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLASGOWS,1011339,"1,391.45"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,GLOBAL CLIMATE ADAPTATION PARTNERSHIP,1012800,"2,052.30"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Other Training Costs,Universities and Skills Group - USG Admin,GLOBAL ECONOMICS LTD,1012822,"2,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2010,Other Training Costs,Universities and Skills Group - USG Admin,GLOBAL ECONOMICS LTD,1011777,"2,382.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,Other Training Costs,Office of Manpower Economics - Office of Manpower Economics,GLOBAL ECONOMICS LTD,1009509,"4,500.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,External Training,Business Group - Business Competitiveness - Secretariat/GRU,GLOBAL ECONOMICS LTD,1013116,"7,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",GLYN SAMUEL,1011751,932.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,GONVILLE & CAIUS COLLEGE CAMBRIDGE,1012140,988.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Entertaining UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,GONVILLE & CAIUS COLLEGE CAMBRIDGE,1012140,"1,029.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,GONVILLE HOTELS LTD T/A BEST WESTERN THE GONVILLE HOTEL,1011354,"1,683.01"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Finance & Accounting Advice,Shareholder Executive - Shareholder Executive,GOVERNMENT ACTUARYS DEPARTMENT,1012777,"1,866.35"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Finance & Accounting Advice,Shareholder Executive - Shareholder Executive,GOVERNMENT ACTUARYS DEPARTMENT,1012777,"5,839.65"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1011828,516.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1012753,540
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1011959,545
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1012947,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1012760,645
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1012788,765
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010653,863.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010661,870
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010659,"1,260.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,Car Hire and Leasing,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,GOVERNMENT CAR AND DESPATCH AGENCY,1011458,"1,357.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010664,"1,635.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010624,"2,340.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1011957,"4,299.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1010964,"4,919.64"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1011721,"5,903.54"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1011960,"18,774.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HAMPSHIRE POLICE AUTHORITY,1011578,"1,380.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HARRIET BATHURST NORMAN,1012244,"4,598.36"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HARRIS CUFFARO & NICHOLS,1012830,"7,198.52"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,External Training,Shareholder Executive - Shareholder Executive,HAWKSMERE LTD T/A KAPLAN,1011105,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,Professional Training,Shareholder Executive - Shareholder Executive,HAWKSMERE LTD T/A KAPLAN,1011105,"1,500.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Professional Training,Shareholder Executive - Shareholder Executive,HAWKSMERE LTD T/A KAPLAN,1011931,"2,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,External Training,Business Group - Business Competitiveness - Secretariat/GRU,HAWKSMERE LTD T/A KAPLAN,1012817,"4,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,HAY GROUP MANAGEMENT LTD,1012381,"2,500.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1011722,628.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",HAYS ACCOUNTANCY PERSONNEL,1012983,700.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1010488,"3,828.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1011723,"3,828.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1011724,"3,828.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1012889,"3,853.60"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1012559,"12,404.62"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1012563,"12,404.62"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1012561,"13,399.51"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1012569,"14,687.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1012703,564
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1013007,564
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1010489,606.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1012702,684.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",HAYS SPECIALIST RECRUITMENT LTD,1009700,686.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1011062,699.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",HAYS SPECIALIST RECRUITMENT LTD,1009701,713.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",HAYS SPECIALIST RECRUITMENT LTD,1009704,744.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012389,"1,278.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012388,"1,956.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012390,"2,608.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012391,"3,260.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012573,"3,260.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Other HR Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1012574,"3,260.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Technical Support,Business Group - Advanced Manufacturing Industries,HEALTH & SAFETY EXECUTIVE,1011979,"17,663.13"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,HEALTH PROTECTION AGENCY,1012494,"10,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,HEALTH PROTECTION AGENCY,1010919,"314,071.56"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",HELPFUL TECHNOLOGY LTD,1011563,"1,400.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011735,"31,696.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Capital Grants - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011740,"284,125.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Capital Grants - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011739,"568,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011737,"1,931,959.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011738,"1,934,421.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1012274,"8,000,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Grant in Aid - Current -Other,Universities and Skills Group - Higher Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1011643,"826,500,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,HINXTON HALL LTD T/A WELLCOME TRUST CONFERENCE CENTRE,1010789,"3,146.06"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,BIS Tax Deductions,Corporate Payments,HM REVENUE & CUSTOMS,1012377,531.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1012374,"4,524.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1012378,"9,291.70"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Administration of Grants and Awards,Universities and Skills Group - Learners,HM REVENUE & CUSTOMS,1010756,"285,611.19"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,ER Paternity & Adoption Pay : Reimbursement to Inland Revenue,Fair Markets Group Summary - Employment Relations,HM REVENUE & CUSTOMS,1010657,"534,431.51"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Administration of Grants and Awards,Universities and Skills Group - Learners,HM REVENUE & CUSTOMS,1010482,"919,493.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Criminal Law and Prosecution Work,Fair Markets Group Summary - Employment Relations,HMRC,1011962,"16,666.66"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2010,Enforcement,Fair Markets Group Summary - Employment Relations,HMRC,1011963,"27,391.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Enforcement,Fair Markets Group Summary - Employment Relations,HMRC,1010762,"608,564.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,SL DS Utilisation,Universities and Skills Group - Learners,HONOURS TRUSTEES LTD,1010927,"109,014.03"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Capital Grants - Other,Business Group - Information Economy,HPC WALES LTD,1012885,"3,750,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1011507,"1,233.75"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1011507,"1,233.75"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1012058,"1,233.75"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1012575,"1,233.75"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,I2 LTD,1011663,"3,145.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,IAN CHRISTIE,1012792,"9,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2010,Independent Experts,Business Group - Advanced Manufacturing Industries,ICM AG (INTERNATIONAL CONGRESS & MARKETING),1011914,513.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2010,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,IDEAL CLEANING SERVICES LTD,1012289,"5,522.57"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Other Training Costs (Programme),Fair Markets Group Summary - ECO,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),1012731,"1,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/11/2010,Other Training Costs (Programme),Fair Markets Group Summary - ECO,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),1012736,"3,920.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,1010551,690.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Capital Grants - Other,Business Group - Advanced Manufacturing Industries,INNOVITS (UK CENTRE OF EXCELLENCE FOR TRANSPORT TELEMATICS AND SUSTAINABLE MOBILTY),1012851,"324,833.72"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Capital Grants - Other,Business Group - Advanced Manufacturing Industries,INNOVITS (UK CENTRE OF EXCELLENCE FOR TRANSPORT TELEMATICS AND SUSTAINABLE MOBILTY),1012849,"447,423.28"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",INSTITUTE FOR EMPLOYMENT STUDIES,1011809,"1,626.36"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Purchase of Completed Research,Universities and Skills Group - Skills Directorate,INSTITUTE FOR EMPLOYMENT STUDIES,1007503,"20,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1011764,"19,550.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1011583,"61,110.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",INSTITUTE OF DIRECT MARKETING TRAINING LTD,1010722,"2,829.60"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",INSTITUTE OF DIRECT MARKETING TRAINING LTD,1010717,"9,152.50"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,Other Telephone Costs,Shareholder Executive - Shareholder Executive,INTERCALL CONFERENCING SERVICES LTD,1011066,836.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1013062,810.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),1010623,514.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),1012310,"31,180.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1011687,"1,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1011687,"3,500.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1011687,"9,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2010,Professional Subscriptions,Fair Markets Group Summary - Europe and World Trade Directorates,ISA (INTERNATIONAL STRATEGIC ANALYSIS),1011933,"1,049.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"2,583.44"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"2,583.44"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"2,801.29"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"2,801.29"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"10,431.71"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"10,431.71"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"13,655.74"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"13,655.74"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"27,625.41"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"27,625.41"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"28,851.32"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"28,851.32"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"40,507.34"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"40,507.34"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1010636,"120,875.65"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1013046,"120,875.65"
