Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total £
Ministry of Defence,Ministry of Defence,22/02/2012,"Transportation of personnel, freight and travel expenses",Air Command,AIR MALTA P.L.C,,5000072706,Movement of service personnel,"5,400.00"
Ministry of Defence,Ministry of Defence,07/02/2012,Food and clothing,Air Command,AVENANCE PLC,SK11 6ET,898317,Cost of clothing and textile services received,"5,374.93"
Ministry of Defence,Ministry of Defence,06/02/2012,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,897857,Estate + facilities management services - accommodation inventory + service,"5,374.07"
Ministry of Defence,Ministry of Defence,17/02/2012,Payment of utilities,Defence Infrastructure Organisation ,SWALEC GAS LIMITED,PO9 5JB,903251,Utilities consumed - electricity,"5,371.38"
Ministry of Defence,Ministry of Defence,28/02/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL BRUNEI AIRLINES SDN BHD,,906899,Military air travel costs for short term detached duty,"5,366.92"
Ministry of Defence,Ministry of Defence,01/02/2012,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,896333,Spend on Inventory - General,"5,345.70"
Ministry of Defence,Ministry of Defence,23/02/2012,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,904898,Computer equipment costing below the capitalisation threshold,"5,341.93"
Ministry of Defence,Ministry of Defence,07/02/2012,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,898325,Equipment support non-project costs,"5,336.75"
Ministry of Defence,Ministry of Defence,10/02/2012,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,900265,Spend on Inventory - General,"5,332.93"
Ministry of Defence,Ministry of Defence,29/02/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,906992,Consumption of medical dental and veterinary inventory,"5,332.16"
Ministry of Defence,Ministry of Defence,17/02/2012,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,902938,Freight movement costs,"5,323.59"
Ministry of Defence,Ministry of Defence,07/02/2012,Design services and minor equipment purchases,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,898516,Equipment support project costs,"5,302.80"
Ministry of Defence,Ministry of Defence,22/02/2012,Spend on Inventory - General,Defence Equipment & Support,GENERAL DYNAMICS EUROPEAN LAND  SYSTEMS - GERMANY GMBH,,5000072729,Spend on Inventory - General,"5,294.85"
Ministry of Defence,Ministry of Defence,13/02/2012,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,900660,Consumption of medical dental and veterinary inventory,"5,227.32"
Ministry of Defence,Ministry of Defence,06/02/2012,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,897832,Cost of other material consumed,"5,225.84"
Ministry of Defence,Ministry of Defence,07/02/2012,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013362,Defence military assistance fund international subscriptions and other payments,"5,220.05"
Ministry of Defence,Ministry of Defence,24/02/2012,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,905954,Cost of other material consumed,"5,219.64"
Ministry of Defence,Ministry of Defence,09/02/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,899500,Cost of other material consumed,"5,185.47"
Ministry of Defence,Ministry of Defence,24/02/2012,Administration,Air Command,CANON (UK) LIMITED,RH2 8BF,905502,General administration,"5,174.10"
Ministry of Defence,Ministry of Defence,27/02/2012,Spend on Inventory - General,Navy Command,MORADA HOME LTD,BB5 5TU,906294,Spend on Inventory - General,"5,168.11"
Ministry of Defence,Ministry of Defence,24/02/2012,Estate management,Land Forces,SAFESKYS LTD,HP11 1LT,905839,Estate + facilities management services - accommodation inventory + service,"5,157.17"
Ministry of Defence,Ministry of Defence,10/02/2012,Fees for professional services,Defence Infrastructure Organisation ,AMEC ENVIRONMENT & INFRASTRUCTURE UK LIMITED,NE3 3PX,900119,Fees for professional services excluding legal fees,"5,149.11"
Ministry of Defence,Ministry of Defence,10/02/2012,Design services and minor equipment purchases,Defence Equipment & Support,ATLAS ELEKTRONIK UK LIMITED,NP19 4SS,900135,Equipment support non-project costs,"5,146.75"
Ministry of Defence,Ministry of Defence,03/02/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,897288,Medical health services,"5,137.22"
Ministry of Defence,Ministry of Defence,23/02/2012,Design services and minor equipment purchases,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,905094,Equipment support project costs,"5,116.09"
Ministry of Defence,Ministry of Defence,27/02/2012,Spend on Inventory - General,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,906551,Spend on Inventory - General,"5,099.99"
Ministry of Defence,Ministry of Defence,07/02/2012,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,898364,Cost of other material consumed,"5,089.68"
Ministry of Defence,Ministry of Defence,22/02/2012,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,904336,Utilities consumed - electricity,"5,087.06"
Ministry of Defence,Ministry of Defence,20/02/2012,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,903786,Utilities consumed - electricity,"5,061.73"
Ministry of Defence,Ministry of Defence,10/02/2012,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,900292,Medical health services,"5,058.76"
Ministry of Defence,Ministry of Defence,17/02/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,903308,Cost of other material consumed,"5,057.57"
Ministry of Defence,Ministry of Defence,03/02/2012,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,897281,Cost of other material consumed,"5,049.61"
Ministry of Defence,Ministry of Defence,07/02/2012,Estate management,Air Command,AVENANCE PLC,SK11 6ET,898317,Estate + facilities management services - accommodation inventory + service,"5,041.07"
Ministry of Defence,Ministry of Defence,08/02/2012,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,KT19 8TY,898868,Spend on Inventory - General,"5,017.87"
Ministry of Defence,Ministry of Defence,17/02/2012,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,902871,Utilities consumed - electricity,"5,016.21"
Ministry of Defence,Ministry of Defence,17/02/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,902851,Cost of other material consumed,"5,007.88"
Ministry of Defence,Ministry of Defence,22/02/2012,Medical treatment & stores and welfare services,Land Forces,OPHTHALMIC TECHNOLOGIES LIMITED,BN14 8NW,904597,Medical inventory and services excluding the inventory system,"5,004.80"
Ministry of Defence,Ministry of Defence,27/02/2012,Externally delivered education and training,Air Command,QINETIQ LIMITED,PO12 2AG,906434,External military training - training area charges,"5,000.00"
Ministry of Defence,Ministry of Defence,20/02/2012,Administration,Air Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,903748,General administration,"5,000.00"
Ministry of Defence,Ministry of Defence,24/02/2012,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,905398,Consumption of medical dental and veterinary inventory,"4,970.13"
Ministry of Defence,Ministry of Defence,14/02/2012,Payment of utilities,Defence Equipment & Support,BP OIL UK LTD,BS11 8DL,901348,Utilities consumed - gas,"4,958.67"
Ministry of Defence,Ministry of Defence,22/02/2012,Estate management,Air Command,BABCOCK SUPPORT SERVICES LIMITED,BH23 6BS,904305,Estate + facilities management services - accommodation inventory + service,"4,938.68"
Ministry of Defence,Ministry of Defence,01/02/2012,Estate management,Command Joint Operations,SERCO LIMITED,RG27 9UY,896589,Works - estate management,"4,933.21"
Ministry of Defence,Defence Science and Technology Laboratory,24/02/2012,Other Services & Office costs,Operations,THE CLOVER SHIPPING CO. LIMITED,,V - 0000001992 - 00129897,,"4,919.59"
Ministry of Defence,Ministry of Defence,17/02/2012,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,902795,Consumption of medical dental and veterinary inventory,"4,915.37"
Ministry of Defence,Ministry of Defence,07/02/2012,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,898369,Medical health services,"4,912.41"
Ministry of Defence,Ministry of Defence,10/02/2012,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,KT19 8TY,900180,Spend on Inventory - General,"4,900.38"
Ministry of Defence,Ministry of Defence,09/02/2012,Administration,Central TLB,ROYAL MAIL GROUP LIMITED,S49 1HQ,899942,General administration,"4,893.42"
Ministry of Defence,Ministry of Defence,17/02/2012,Medical treatment & stores and welfare services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,902895,Welfare services including sports equipment and ministers of religion.,"4,891.62"
Ministry of Defence,Ministry of Defence,07/02/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,898760,Cost of other material consumed,"4,877.51"
Ministry of Defence,Ministry of Defence,28/02/2012,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,906760,Fees for professional services excluding legal fees,"4,858.86"
Ministry of Defence,Ministry of Defence,24/02/2012,General services and support,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,905540,Defence equipment private finance initiative - service concession arrangement service charge,"4,813.00"
Ministry of Defence,Ministry of Defence,16/02/2012,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,902647,Equipment support project costs,"4,800.00"
Ministry of Defence,Ministry of Defence,23/02/2012,Payment of utilities,Navy Command,PACE FUELCARE LIMITED,TW20 9AB,905186,Utilities consumed - heating oil,"4,799.52"
Ministry of Defence,Ministry of Defence,07/02/2012,Administration,Air Command,CANON (UK) LIMITED,RH2 8BF,898364,General administration,"4,765.80"
Ministry of Defence,Ministry of Defence,09/02/2012,Payment of utilities,Air Command,PACE FUELCARE LIMITED,TW20 9AB,899890,Utilities consumed - heating oil,"4,749.88"
Ministry of Defence,Ministry of Defence,02/02/2012,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,896801,Cost of other material consumed,"4,746.23"
Ministry of Defence,Ministry of Defence,10/02/2012,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,900160,Cost of other material consumed,"4,744.78"
Ministry of Defence,Ministry of Defence,21/02/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,904180,Estate + facilities management services - accommodation inventory + service,"4,724.50"
Ministry of Defence,Ministry of Defence,16/02/2012,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,902330,Cost of other material consumed,"4,708.21"
Ministry of Defence,Ministry of Defence,24/02/2012,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,905398,Consumption of medical dental and veterinary inventory,"4,687.54"
Ministry of Defence,Ministry of Defence,17/02/2012,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,903308,Cost of other material consumed,"4,663.54"
Ministry of Defence,Ministry of Defence,07/02/2012,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,898347,Consumption of engineering and technical inventory,"4,649.65"
Ministry of Defence,Ministry of Defence,10/02/2012,Spend on Inventory - General,Command Joint Operations,FORBO FLOORING UK LIMITED,DE5 3NT,900265,Spend on Inventory - General,"4,647.59"
Ministry of Defence,Ministry of Defence,07/02/2012,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,898337,Cost of other material consumed,"4,633.74"
Ministry of Defence,Ministry of Defence,08/02/2012,Spend on Inventory - General,Air Command,BUNZL UK LIMITED,KT19 8TY,898868,Spend on Inventory - General,"4,630.07"
Ministry of Defence,Ministry of Defence,24/02/2012,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,905502,Estate + facilities management services - accommodation inventory + service,"4,629.58"
Ministry of Defence,Ministry of Defence,13/02/2012,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,901123,Military short term detached duty,"4,626.00"
Ministry of Defence,Ministry of Defence,21/02/2012,Rent and rates,Land Forces,QINETIQ LIMITED,PO12 2AG,904146,Rent land - non civil estate property + married quarter property,"4,599.11"
Ministry of Defence,Ministry of Defence,28/02/2012,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,906984,Cost of other material consumed,"4,597.72"
Ministry of Defence,Ministry of Defence,15/02/2012,Food and clothing,Air Command,AVENANCE PLC,SK11 6ET,901691,Cost of clothing and textile services received,"4,596.32"
Ministry of Defence,Ministry of Defence,27/02/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,906591,Cost of other material consumed,"4,590.86"
Ministry of Defence,Ministry of Defence,01/02/2012,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,896352,Works - estate management,"4,574.30"
Ministry of Defence,Ministry of Defence,01/02/2012,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,896676,Cost of other material consumed,"4,558.48"
Ministry of Defence,Ministry of Defence,10/02/2012,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,900181,Consumption of general inventory,"4,545.42"
Ministry of Defence,Ministry of Defence,15/02/2012,IT and communication services,Air Command,RACKSPACE LIMITED,UB11 1ET,902093,Information technology services,"4,540.00"
Ministry of Defence,Ministry of Defence,21/02/2012,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,904247,Cost of other material consumed,"4,535.66"
Ministry of Defence,Ministry of Defence,21/02/2012,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,903919,Cost of other material consumed,"4,513.59"
Ministry of Defence,Ministry of Defence,06/02/2012,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,897777,Consumption of medical dental and veterinary inventory,"4,438.71"
Ministry of Defence,Ministry of Defence,08/02/2012,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013372,Military short term detached duty,"4,420.13"
Ministry of Defence,Ministry of Defence,17/02/2012,Estate management,Land Forces,SODEXO LTD,M50 0AL,903231,Estate + facilities management services - accommodation inventory + service,"4,412.56"
