Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,21/09/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,LIONMED SHIPPING CO. LTD,,5000062654,Freight movement costs,20609.66
Ministry of Defence,Ministry of Defence,19/09/2011,Fees for professional services,Land Forces,CRIMINAL RECORDS BUREAU,L69 3JA,845258,Fees for professional services excluding legal fees,20592
Ministry of Defence,Ministry of Defence,20/09/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,845813,Freight movement costs,20554.05
Ministry of Defence,Ministry of Defence,15/09/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,844125,Freight movement costs,20481.82
Ministry of Defence,Ministry of Defence,09/09/2011,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,NN6 9BW,842351,Oil and lubricants consumed excluding those from the inventory system,20458.8
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,844421,Equipment support non-project costs,20392.17
Ministry of Defence,Ministry of Defence,28/09/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,849218,Medical health services,20380.72
Ministry of Defence,Ministry of Defence,08/09/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,841465,Cost of other material consumed,20368.23
Ministry of Defence,Ministry of Defence,01/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SWALEC GAS LIMITED,PO9 5JB,838690,Utilities consumed - electricity,20361.23
Ministry of Defence,Ministry of Defence,09/09/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,841876,Estate + facilities management services - accommodation inventory + service,20334.99
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,839798,Cost of other material consumed,20326.36
Ministry of Defence,Ministry of Defence,23/09/2011,Food and clothing,Land Forces,TURNER VIRR & CO. LTD,LS25 2DY,847952,Cost of purchasing and repairing clothing,20277.43
Ministry of Defence,Ministry of Defence,02/09/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,838792,Transport other operating lease,20219.01
Ministry of Defence,Ministry of Defence,20/09/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,845726,Transport other operating lease,20110.94
Ministry of Defence,Ministry of Defence,13/09/2011,Fuel for military use,Air Command,GB OILS LIMITED,FK5 4RB,843079,Oil and lubricants consumed excluding those from the inventory system,20109.6
Ministry of Defence,Ministry of Defence,12/09/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,842373,Consumption of medical dental and veterinary inventory,20055.11
Ministry of Defence,Ministry of Defence,22/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,FRAZER-NASH CONSULTANCY LIMITED,BS1 5TE,846942,Equipment support non-project costs,20000
Ministry of Defence,Ministry of Defence,05/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,JRA AEROSPACE LTD,SL7 1PR,839445,Equipment support non-project costs,19918.36
Ministry of Defence,Ministry of Defence,15/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,844529,Cost of other material consumed,19878.2
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,NEW PIG LTD,G72 0AH,844291,Equipment support non-project costs,19828.04
Ministry of Defence,Ministry of Defence,19/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SELEX ELSAG LIMITED,SS14 3EL,845604,Equipment support project costs,19815
Ministry of Defence,Ministry of Defence,22/09/2011,Fees for professional services,Defence Infrastructure Organisation ,GVA GRIMLEY LIMITED,B1 2JB,846967,Fees for professional services excluding legal fees,19800
Ministry of Defence,Ministry of Defence,08/09/2011,Spend on inventory ,Defence Equipment & Support,TEST-FUCHS GMBH,,5000062177,Spend on inventory ,19755.22
Ministry of Defence,Ministry of Defence,19/09/2011,Externally delivered education and training,Navy Command,QINETIQ LIMITED,PO12 2AG,845564,External military training - training area charges,19725.5
Ministry of Defence,Ministry of Defence,14/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,843891,Equipment support non-project costs,19714.88
Ministry of Defence,Ministry of Defence,16/09/2011,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,844832,Fees for professional services excluding legal fees,19693.41
Ministry of Defence,Ministry of Defence,06/09/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,19609.86
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,839176,Consumption of medical dental and veterinary inventory,19607.76
Ministry of Defence,Ministry of Defence,27/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,848788,Equipment support non-project costs,19586.48
Ministry of Defence,Ministry of Defence,20/09/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Rent buildings - non civil estate property and married quarter property,19574.44
Ministry of Defence,Ministry of Defence,19/09/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012798,Aviation fuel casual uplift consumed,19538.81
Ministry of Defence,Ministry of Defence,21/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,UB8 2AF,846343,Equipment support project costs,19523.6
Ministry of Defence,Ministry of Defence,08/09/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,841801,Utilities consumed - gas,19498.03
Ministry of Defence,Ministry of Defence,13/09/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,843336,Cost of food purchases,19436.5
Ministry of Defence,Ministry of Defence,15/09/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,844432,Estate + facilities management services - accommodation inventory + service,19418.48
Ministry of Defence,Ministry of Defence,22/09/2011,Administration,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,846779,General administration,19296.75
Ministry of Defence,Ministry of Defence,09/09/2011,Research and development,Defence Equipment & Support,FRAZER-NASH CONSULTANCY LIMITED,BS1 5TE,842001,Research and development excluding defence science and technology laboratory,19263.04
Ministry of Defence,Ministry of Defence,27/09/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,849099,Cost of other material consumed,19249.16
Ministry of Defence,Ministry of Defence,27/09/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,848524,Consumption of medical dental and veterinary inventory,19211.26
Ministry of Defence,Ministry of Defence,30/09/2011,Design services and minor equipment purchases,Land Forces,NEW PIG LTD,G72 0AH,850476,Equipment support non-project costs,19190.91
Ministry of Defence,Ministry of Defence,02/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,838923,Equipment support project costs,19143.12
Ministry of Defence,Ministry of Defence,21/09/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,846359,Medical health services,19123.8
Ministry of Defence,Ministry of Defence,08/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,841385,Consumption of medical dental and veterinary inventory,19089.03
Ministry of Defence,Ministry of Defence,14/09/2011,Research and development,Defence Equipment & Support,ATKINS LIMITED,WR5 1TX,843476,Feasibility studies covering concept/assessment phase costs,19015
Ministry of Defence,Ministry of Defence,06/09/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,839906,Feasibility studies covering concept/assessment phase costs,19000
Ministry of Defence,Ministry of Defence,29/09/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,849409,Equipment support non-project costs,18996.91
Ministry of Defence,Ministry of Defence,01/09/2011,Fees for professional services,Command Joint Operations,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,838357,Fees for professional services excluding legal fees,18980.64
Ministry of Defence,Ministry of Defence,08/09/2011,Purchase of inventory and services ,Land Forces,LYRECO UK LTD,TF2 7NB,841626,Cost of other material consumed,18955.83
Ministry of Defence,Ministry of Defence,15/09/2011,Research and development,Defence Equipment & Support,B M T DEFENCE SERVICES LTD,BA2 3DQ,844021,Feasibility studies covering concept/assessment phase costs,18955.31
Ministry of Defence,Ministry of Defence,29/09/2011,IT and communication services,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,849402,Information technology services,18900
Ministry of Defence,Ministry of Defence,14/09/2011,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,GU21 6DB,843546,Information technology services,18900
Ministry of Defence,Ministry of Defence,23/09/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,847429,Consumption of engineering and technical inventory,18892.98
Ministry of Defence,Ministry of Defence,06/09/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,839842,Equipment support non-project costs,18796.29
Ministry of Defence,Ministry of Defence,05/09/2011,Spend on inventory ,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,SO53 4YG,839394,Spend on inventory ,18782.88
Ministry of Defence,Ministry of Defence,15/09/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,843978,Consumption of medical dental and veterinary inventory,18725.38
Ministry of Defence,Ministry of Defence,05/09/2011,Externally delivered education and training,Land Forces,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,839434,External military training ,18685
Ministry of Defence,Ministry of Defence,21/09/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,SP10 4JZ,846527,Cost of other material consumed,18620.07
Ministry of Defence,Ministry of Defence,12/09/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,842638,Works services - excluding United States forces/NATO + married quarters,18574.81
Ministry of Defence,Ministry of Defence,01/09/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,838668,Estate + facilities management services - accommodation inventory + service,18527.75
Ministry of Defence,Ministry of Defence,19/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,845263,Equipment support non-project costs,18500
Ministry of Defence,Ministry of Defence,06/09/2011,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,839964,Utilities consumed - heating oil,18486
Ministry of Defence,Ministry of Defence,19/09/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,845173,Transport other operating lease,18354.57
Ministry of Defence,Ministry of Defence,30/09/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,850565,Intangible single use military equipment asset  - in year capital addition,18320.86
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,PO1 3LS,839239,Single use military equipment asset under construction - capital in year addition,18228.8
Ministry of Defence,Ministry of Defence,22/09/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,847161,Research and development excluding defence science and technology laboratory,18193.13
Ministry of Defence,Ministry of Defence,23/09/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,847429,Consumption of engineering and technical inventory,18172.75
Ministry of Defence,Ministry of Defence,13/09/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,843295,Feasibility studies covering concept/assessment phase costs,18138.51
Ministry of Defence,Ministry of Defence,08/09/2011,"Transporation of personnel, freight and travel expenses",Air Command,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,LU2 9NT,841756,Aircraft landing fees,18124.05
Ministry of Defence,Ministry of Defence,27/09/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,GU2 7YF,848528,Information technology services,18112.55
Ministry of Defence,Ministry of Defence,09/09/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,842038,Medical health services,18026.24
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROXEL (UK ROCKET MOTORS) LTD,DY11 7RZ,844401,Equipment support non-project costs,18007.5
Ministry of Defence,Ministry of Defence,30/09/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,850660,Cost of purchasing and repairing clothing,18005.92
Ministry of Defence,Ministry of Defence,16/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,844975,Equipment support project costs,18000
Ministry of Defence,Ministry of Defence,21/09/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,846143,Transport other operating lease,17963.57
Ministry of Defence,Ministry of Defence,12/09/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE HIGHLAND COUNCIL,IV3 5NX,842882,Raw materials and consumable marine fuel inventory purchased,17896.71
Ministry of Defence,Ministry of Defence,21/09/2011,Estate management,Navy Command,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,PO1 3LS,846158,Estate + facilities management services - accommodation inventory + service,17878.37
Ministry of Defence,Ministry of Defence,15/09/2011,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,844517,Utilities consumed - heating oil,17868.45
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,844026,Equipment support non-project costs,17839.52
Ministry of Defence,Ministry of Defence,09/09/2011,Fees for professional services,Defence Equipment & Support,ATKINS LIMITED,WR5 1TX,841875,Fees for professional services excluding legal fees,17820.51
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of inventory and services ,Land Forces,BLACKWELL LIMITED,OX1 2ET,839259,Cost of other material consumed,17788.32
Ministry of Defence,Ministry of Defence,09/09/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,842038,Fees for professional services excluding legal fees,17748.02
Ministry of Defence,Ministry of Defence,29/09/2011,Medical treatment & stores and welfare services,Command Joint Operations,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Medical health services,17694.31
Ministry of Defence,Ministry of Defence,05/09/2011,Fees for professional services,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,839796,Fees for professional services excluding legal fees,17693.96
Ministry of Defence,Ministry of Defence,05/09/2011,Development costs for military equipment,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,839327,Intangible single use military equipment asset  - in year capital addition,17691.2
Ministry of Defence,Ministry of Defence,13/09/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,842955,Cost of clothing and textile services received,17637.05
Ministry of Defence,Ministry of Defence,14/09/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,843488,Equipment support non-project costs,17632.12
Ministry of Defence,Ministry of Defence,07/09/2011,"Transporation of personnel, freight and travel expenses",Land Forces,ROYAL BRUNEI AIRLINES SDN BHD,,841266,Civilian air travel costs for short term detached duty,17598.41
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,GU16 7EX,844033,Equipment support non-project costs,17569
Ministry of Defence,Ministry of Defence,06/09/2011,Purchase of inventory and services ,Land Forces,LYRECO UK LTD,TF2 7NB,840013,Cost of other material consumed,17546.47
Ministry of Defence,Ministry of Defence,12/09/2011,Development costs for military equipment,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,842407,Intangible single use military equipment asset  - in year capital addition,17381.7
Ministry of Defence,Ministry of Defence,27/09/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,848571,Transport other operating lease,17360.7
Ministry of Defence,Ministry of Defence,21/09/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,846143,Equipment support non-project costs,17356.22
Ministry of Defence,Ministry of Defence,26/09/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,848432,Estate + facilities management services - accommodation inventory + service,17325.79
Ministry of Defence,Ministry of Defence,26/09/2011,Purchase of inventory and services ,Land Forces,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,848184,Cost of other material consumed,17300.23
Ministry of Defence,Ministry of Defence,30/09/2011,Food and clothing,Land Forces,TURNER VIRR & CO. LTD,LS25 2DY,850660,Cost of purchasing and repairing clothing,17257.05
Ministry of Defence,Ministry of Defence,12/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,842928,Cost of other material consumed,17082.47
Ministry of Defence,Ministry of Defence,15/09/2011,Food and clothing,Central TLB,ITURRI SA,OX16 3TA,3000005920,Cost of purchasing and repairing clothing,17042.53
Ministry of Defence,Ministry of Defence,08/09/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,841420,Cost of food purchases,17006.87
Ministry of Defence,Ministry of Defence,07/09/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,16893.41
Ministry of Defence,Ministry of Defence,12/09/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,842801,Research and development at the pre main gate stage of a project,16885
Ministry of Defence,Ministry of Defence,30/09/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,850192,Consumption of medical dental and veterinary inventory,16868.89
Ministry of Defence,Ministry of Defence,20/09/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,845827,Freight movement costs,16826.82
Ministry of Defence,British Defence Staff -United States,09/09/2011,Medical treatment & stores and welfare services,Central TLB,MERITAIN HEALTH,,283649,Medical-non hospital treatment,16812.25
Ministry of Defence,Ministry of Defence,05/09/2011,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,839322,Fees for professional services excluding legal fees,16795.95
Ministry of Defence,Ministry of Defence,20/09/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,845846,Utilities consumed - heating oil,16765.42
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,839176,Consumption of medical dental and veterinary inventory,16726.85
Ministry of Defence,Ministry of Defence,28/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,EDSL LIMITED,CO12 5JW,849192,Equipment support non-project costs,16718
Ministry of Defence,Ministry of Defence,08/09/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,841432,Equipment support non-project costs,16706.25
Ministry of Defence,Ministry of Defence,22/09/2011,Estate management,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,846782,Estate + facilities management services - accommodation inventory + service,16704.43
Ministry of Defence,Ministry of Defence,22/09/2011,Development costs for military equipment,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,847261,Intangible single use military equipment asset  - in year capital addition,16700.3
Ministry of Defence,Ministry of Defence,15/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SWALEC GAS LIMITED,PO9 5JB,844451,Utilities consumed - gas,16661.32
Ministry of Defence,Ministry of Defence,20/09/2011,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,846057,Cost of purchasing and repairing clothing,16594.8
Ministry of Defence,Ministry of Defence,05/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,839736,Equipment support project costs,16554
Ministry of Defence,Ministry of Defence,15/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,S.COM GROUP LTD,LU1 3BA,844408,Equipment support non-project costs,16500.2
Ministry of Defence,Ministry of Defence,07/09/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,841294,Cost of clothing and textile services received,16482.39
Ministry of Defence,Ministry of Defence,09/09/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,842041,Information technology services,16463.41
Ministry of Defence,Ministry of Defence,02/09/2011,Rent and rates,Defence Equipment & Support,THE CROWN ESTATE,SO14 3AB,839125,Rent land - non civil estate property + married quarter property,16401.4
Ministry of Defence,Ministry of Defence,02/09/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,839140,Utilities consumed - gas,16387.29
Ministry of Defence,Ministry of Defence,06/09/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,839915,Freight movement costs,16386.13
Ministry of Defence,Ministry of Defence,05/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,PCA ELECTRONIC TEST LIMITED,NG23 5JR,839620,Equipment support project costs,16239.26
Ministry of Defence,Ministry of Defence,14/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,CESG,GL51 0EX,2E+11,Fiscal asset under construction - capital in year addition,16232.96
Ministry of Defence,Ministry of Defence,22/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,846892,Equipment support project costs,16181.22
Ministry of Defence,Ministry of Defence,27/09/2011,Rent and rates,Defence Infrastructure Organisation ,FORESTRY COMMISSION,EH12 7AT,2E+11,Rent land - non civil estate property + married quarter property,16150
Ministry of Defence,Ministry of Defence,22/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,846751,Consumption of medical dental and veterinary inventory,16090.51
Ministry of Defence,Ministry of Defence,15/09/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,844099,Estate + facilities management services - accommodation inventory + service,16036.8
Ministry of Defence,Ministry of Defence,29/09/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,850136,Utilities consumed - gas,16027.99
Ministry of Defence,Ministry of Defence,22/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,847170,Equipment support project costs,16023.9
Ministry of Defence,Ministry of Defence,16/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,845128,Cost of other material consumed,16010.28
Ministry of Defence,Ministry of Defence,01/09/2011,Purchase of inventory and services ,Defence Equipment & Support,BRISTOL AEROSPACE LTD,R3C 2S4,3000005882,Inventory clearing account,15998.93
Ministry of Defence,Ministry of Defence,21/09/2011,International contributions,Central TLB,CRANFIELD UNIVERSITY,MK43 0AL,846237,Defence military assistance fund international subscriptions and other payments,15975
Ministry of Defence,Ministry of Defence,09/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,841838,Consumption of medical dental and veterinary inventory,15945.18
Ministry of Defence,Ministry of Defence,21/09/2011,Purchase of inventory and services ,Air Command,OFFICE DEPOT UK LTD,SP10 4JZ,846527,Cost of other material consumed,15892.07
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,839291,Cost of other material consumed,15889.21
Ministry of Defence,Ministry of Defence,16/09/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,844535,Consumption of medical dental and veterinary inventory,15835.21
Ministry of Defence,Ministry of Defence,06/09/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,839886,Fees for professional services excluding legal fees,15780.23
Ministry of Defence,Ministry of Defence,29/09/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,PE4 5PG,850028,Freight movement costs,15779.83
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Capital Asset expenditure,Operations,BARCLAYCARD,,G - 9000136094 - 00118774,,15720
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Capital Asset expenditure,Operations,BARCLAYCARD,,G - 9000136094 - 00118774,,15720
Ministry of Defence,Ministry of Defence,23/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,847983,Cost of other material consumed,15702.48
Ministry of Defence,Ministry of Defence,27/09/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,848524,Consumption of medical dental and veterinary inventory,15684.93
Ministry of Defence,Ministry of Defence,15/09/2011,Purchase of inventory and services ,Defence Equipment & Support,BRISTOL AEROSPACE LTD,R3C 2S4,3000005915,Inventory clearing account,15676
Ministry of Defence,Ministry of Defence,19/09/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,845691,Cost of other material consumed,15657.28
Ministry of Defence,Ministry of Defence,09/09/2011,Official entertainment and hospitality,Central TLB,MODUS SERVICES LIMITED,SW1A 2HB,842108,Entertainment + hospitality,15653.45
Ministry of Defence,Ministry of Defence,29/09/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of claims/compensation and related expenses against MOD,15586.2
Ministry of Defence,Ministry of Defence,27/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SECOMAK LIMITED,WD6 3TJ,848974,Equipment support non-project costs,15570.89
Ministry of Defence,Ministry of Defence,09/09/2011,Fuel for military use,Navy Command,PACE FUELCARE LIMITED,TW20 9AB,842221,Oil and lubricants consumed excluding those from the inventory system,15427.44
Ministry of Defence,Ministry of Defence,13/09/2011,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,843079,Oil and lubricants consumed excluding those from the inventory system,15389.76
Ministry of Defence,Ministry of Defence,02/09/2011,Food and clothing,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,839095,Cost of food services,15314.05
Ministry of Defence,Ministry of Defence,02/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,838756,Consumption of medical dental and veterinary inventory,15306.52
Ministry of Defence,Ministry of Defence,20/09/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,845696,Consumption of medical dental and veterinary inventory,15305.22
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Consumable Materials,Operations,BARCLAYCARD,,G - 9000136094 - 00118774,,15272.92
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Consumable Materials,Operations,BARCLAYCARD,,G - 9000136094 - 00118774,,15272.92
Ministry of Defence,Ministry of Defence,29/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SWALEC GAS LIMITED,PO9 5JB,850090,Utilities consumed - electricity,15233.44
