ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Audit Commission,RECORDS STORAGE,EDM Group Ltd,"1,976.60"
Audit Commission,RECORDS STORAGE,Iron Mountain (UK) Ltd,"7,911.24"
Audit Commission,REPROGRAPHICS,B & B Press (Parkgate) Ltd,"2,033.00"
Audit Commission,REPROGRAPHICS,BCQ Group Ltd,"3,158.00"
Audit Commission,SECURITY,ADT Fire & Security PLC,"20,975.76"
Audit Commission,SECURITY ,OCS Group UK Ltd,"15,546.74"
Audit Commission,SECURITY ,Reliance Security Services Ltd,"28,661.57"
Audit Commission,SOFTWARE,Software Box Ltd,"557,568.72"
Audit Commission,SOFTWARE,Unit 4 Business Software Ltd (Agresso),"186,145.00"
Audit Commission,SOFTWARE,Belbin Associates,"3,000.00"
Audit Commission,SOFTWARE,Caretower IT Solutions,"17,493.00"
Audit Commission,SOFTWARE,Computacenter (UK) Ltd,"43,370.24"
Audit Commission,SOFTWARE,Computer Software Group,"28,466.31"
Audit Commission,SOFTWARE,Cubiks Limited,"16,600.00"
Audit Commission,SOFTWARE,Kainos Software Ltd,"95,954.07"
Audit Commission,SOFTWARE,Microsoft Ltd,"19,600.00"
Audit Commission,SOFTWARE,Nedstat Ltd,"34,890.00"
Audit Commission,SPECIALIST CONTRACTORS,Advanced Personnel Ltd,"2,548.10"
Audit Commission,SPECIALIST CONTRACTORS,Hays Montrose Construction & Property,"4,464.74"
Audit Commission,SPECIALIST CONTRACTORS,PriceWaterhousecoopers,"7,735.07"
Audit Commission,SPECIALIST CONTRACTORS,Reed Specialist Recruitment Ltd,"2,068.17"
Audit Commission,SPECIALIST CONTRACTORS,Sharp Consultancy,"5,631.67"
Audit Commission,SPECIALIST CONTRACTORS,Spring Technology Staffing Services,740.6
Audit Commission,SPECIALIST CONTRACTORS,Synapps Ltd,"7,500.00"
Audit Commission,SPECIALIST CONTRACTORS,Veredus,"12,300.00"
Audit Commission,SPECIALIST CONTRACTORS,VMA Search & Selection LTD,"35,775.00"
Audit Commission,STAFF MEDICAL CARE,Serco Limited T/A Total IT,"51,407.71"
Audit Commission,STRATEGIC CONSULTANCY,Deloitte,"21,130.00"
Audit Commission,STRATEGIC CONSULTANCY,GFK NOP Limited,"3,648.00"
Audit Commission,STRATEGIC CONSULTANCY,Jodi Berg,"25,363.96"
Audit Commission,STRATEGIC CONSULTANCY,Lawson Wright Ltd,"2,498.60"
Audit Commission,STRATEGIC CONSULTANCY,OPM - London,"67,982.26"
Audit Commission,STRATEGIC CONSULTANCY,PA Consulting Services Ltd,"45,398.00"
Audit Commission,STRATEGIC CONSULTANCY,Ville & Company Ltd,"44,098.91"
Audit Commission,SYSTEMS DELIVERY,Inatech Solutions Ltd,"10,100.00"
Audit Commission,SYSTEMS DELIVERY,Nameless Media Group Ltd,"30,000.00"
Audit Commission,TAXI,24-7 Taxis,"3,392.50"
Audit Commission,TAXI,A2B Radio Cars Ltd,"3,424.50"
Audit Commission,TAXI,Government Car & Despatch Agency,"8,937.99"
Audit Commission,TAXI,Norton Taxi Services Ltd,503.82
Audit Commission,TAXI,S Laws,759.3
Audit Commission,TAXI,Taxifast (Keycabs),"3,420.65"
Audit Commission,TAXI,Radiotaxis,"12,308.96"
Audit Commission,TECHNICAL,Synectics Solutions Ltd,"575,720.00"
Audit Commission,TECHNICAL,Badenoch & Clark,"121,202.80"
Audit Commission,TECHNICAL,Cedar Consulting (UK) Ltd,"438,582.34"
Audit Commission,TECHNICAL,Improvement & Development Agency ,"102,989.82"
Audit Commission,TECHNICAL,IPL Information Processing Limited,"1,119,468.12"
Audit Commission,TECHNICAL,KPMG LLP,"1,741,905.13"
Audit Commission,TECHNICAL,Mazars LLP,"855,649.23"
Audit Commission,TECHNICAL,Mercer Human Resources Consulting Limited,"161,435.66"
Audit Commission,TECHNICAL,Michael Page,"109,605.57"
Audit Commission,TECHNICAL,Parity Solutions Ltd,"160,238.64"
Audit Commission,TECHNICAL AND ADMIN,Hays Accountancy Personnel,"672,555.93"
Audit Commission,TECHNICAL AND ADMIN,Reed Employment Plc,"6,198,294.02"
Audit Commission,TECHNICAL AND ADMIN,Square One Resources Ltd,"109,017.00"
Audit Commission,TECHNICAL CONSULTANCY,Gwynnes Hill Consultants Ltd,"12,979.00"
Audit Commission,TECHNICAL CONSULTANCY,Housing Consultancy,"11,077.80"
Audit Commission,TECHNICAL CONSULTANCY,MSD International Ltd,"28,085.79"
Audit Commission,TECHNICAL CONSULTANCY,Octavia PSM,"13,022.91"
Audit Commission,TECHNICAL SERVICES,42 Bedford Row,"12,128.00"
Audit Commission,TECHNICAL SERVICES,A14 Ltd,"4,665.21"
Audit Commission,TECHNICAL SERVICES,AB Multimedia / Group,"72,721.00"
Audit Commission,TECHNICAL SERVICES,Adele Ward,"1,505.00"
Audit Commission,TECHNICAL SERVICES,Alan Jarrett,613.09
Audit Commission,TECHNICAL SERVICES,Andrew Lovett,"12,016.80"
Audit Commission,TECHNICAL SERVICES,Angela Watson & Associates,"37,425.00"
Audit Commission,TECHNICAL SERVICES,Ansar Ali,"5,400.00"
Audit Commission,TECHNICAL SERVICES,Aquarium Writers Ltd,"14,548.00"
Audit Commission,TECHNICAL SERVICES,Atlantic Data Limited,611.67
Audit Commission,TECHNICAL SERVICES,Audit Scotland,"30,430.84"
Audit Commission,TECHNICAL SERVICES,BADS - British Association of Day Surgery,"2,960.94"
Audit Commission,TECHNICAL SERVICES,Baker Tilly,"9,230.00"
Audit Commission,TECHNICAL SERVICES,Barbara Cannon,707.15
Audit Commission,TECHNICAL SERVICES,Bates Wells & Braithwaite,"5,543.80"
Audit Commission,TECHNICAL SERVICES,Beechwood House Publishing Ltd (Binleys),"8,964.00"
Audit Commission,TECHNICAL SERVICES,Bevan Brittan LLP,"11,183.69"
Audit Commission,TECHNICAL SERVICES,BGP McConaghy Architects,"1,614.00"
Audit Commission,TECHNICAL SERVICES,BMI Healthcare Ltd - Health Screening,"12,632.00"
Audit Commission,TECHNICAL SERVICES,Bosa Opacic,"4,500.00"
Audit Commission,TECHNICAL SERVICES,Brent Association for Voluntary Action,900
Audit Commission,TECHNICAL SERVICES,Brett Tudor,"3,445.00"
Audit Commission,TECHNICAL SERVICES,CareerVision Ltd,"3,500.00"
Audit Commission,TECHNICAL SERVICES,Caroline Schwaller,900
Audit Commission,TECHNICAL SERVICES,CDEV Computing,"15,275.00"
Audit Commission,TECHNICAL SERVICES,Central Office of Information,"12,040.00"
Audit Commission,TECHNICAL SERVICES,Christine Egan,"3,600.00"
Audit Commission,TECHNICAL SERVICES,Classlane Media,645
Audit Commission,TECHNICAL SERVICES,Cllr John Commons,"1,200.00"
Audit Commission,TECHNICAL SERVICES,Cllr Sue Derbyshire,600
Audit Commission,TECHNICAL SERVICES,Cobalt Sky Ltd,"25,275.00"
Audit Commission,TECHNICAL SERVICES,Cognisoft Ltd,"2,800.00"
Audit Commission,TECHNICAL SERVICES,Colin Mann,600
Audit Commission,TECHNICAL SERVICES,Commission for Social Care Inspection,"14,610.00"
Audit Commission,TECHNICAL SERVICES,ComRes,"9,288.00"
Audit Commission,TECHNICAL SERVICES,Connect Public Affairs Ltd,"38,696.88"
Audit Commission,TECHNICAL SERVICES,Connexion 2 Ltd,"6,630.00"
Audit Commission,TECHNICAL SERVICES,Craig Shaw,"6,000.00"
Audit Commission,TECHNICAL SERVICES,Cumbria County Council,"25,984.73"
Audit Commission,TECHNICAL SERVICES,David Faulkner,862.05
Audit Commission,TECHNICAL SERVICES,David Sloan,"56,650.00"
Audit Commission,TECHNICAL SERVICES,David Williams,600
Audit Commission,TECHNICAL SERVICES,Davitt Jones Bould - Client Account (CHAPS ONLY),"12,904.71"
Audit Commission,TECHNICAL SERVICES,Department for Communities and Local Government,"7,320.00"
Audit Commission,TECHNICAL SERVICES,Dr Ebrahim Ada,"1,200.00"
Audit Commission,TECHNICAL SERVICES,Dr Gareth Barnard,600
Audit Commission,TECHNICAL SERVICES,Dr Pamela Campanelli,"1,058.30"
Audit Commission,TECHNICAL SERVICES,Dun & Bradstreet Ltd,872.25
Audit Commission,TECHNICAL SERVICES,Durrants,"52,758.93"
Audit Commission,TECHNICAL SERVICES,Ebrahim Adia,"1,200.00"
Audit Commission,TECHNICAL SERVICES,Elizabeth Sclater,"2,405.10"
Audit Commission,TECHNICAL SERVICES,Emap Ltd,"22,425.36"
Audit Commission,TECHNICAL SERVICES,Emily Lam,"4,500.00"
Audit Commission,TECHNICAL SERVICES,Enrich Reward Ltd,"47,127.75"
Audit Commission,TECHNICAL SERVICES,Eugenie Cousins,900
Audit Commission,TECHNICAL SERVICES,Everstone Associates Ltd,"23,808.47"
Audit Commission,TECHNICAL SERVICES,Final Draft Consultancy,562.5
Audit Commission,TECHNICAL SERVICES,Focus On Banking Limited,700
Audit Commission,TECHNICAL SERVICES,Forfront.net,"1,285.00"
Audit Commission,TECHNICAL SERVICES,Frontline Consultants,"20,895.01"
Audit Commission,TECHNICAL SERVICES,Gareth Barnard,"1,500.00"
Audit Commission,TECHNICAL SERVICES,GatenbySanderson Limited,"83,114.90"
Audit Commission,TECHNICAL SERVICES,Geofutures Ltd,"9,677.00"
Audit Commission,TECHNICAL SERVICES,Gerald Eve,"25,220.00"
Audit Commission,TECHNICAL SERVICES,Gill Newton,600
Audit Commission,TECHNICAL SERVICES,Glen Sanderson,600
Audit Commission,TECHNICAL SERVICES,Graduate Prospects,"6,750.00"
Audit Commission,TECHNICAL SERVICES,Grant Thornton UK LLP,840
Audit Commission,TECHNICAL SERVICES,Grays Inn Square,"7,500.00"
Audit Commission,TECHNICAL SERVICES,GTI Specialist Publishers Ltd,"9,750.00"
Audit Commission,TECHNICAL SERVICES,Guardian Newspapers Ltd,"7,500.00"
Audit Commission,TECHNICAL SERVICES,Hanif Malik,900
Audit Commission,TECHNICAL SERVICES,Helen Roberts,600
Audit Commission,TECHNICAL SERVICES,Housing Consultancy Services Ltd,"22,937.94"
Audit Commission,TECHNICAL SERVICES,Howard Sykes,903.3
Audit Commission,TECHNICAL SERVICES,IMcC Associates Ltd (Isobel McCall),"2,306.47"
Audit Commission,TECHNICAL SERVICES,IML Ltd,"13,471.00"
Audit Commission,TECHNICAL SERVICES,Information Centre for Health and Social Care,"2,101.00"
Audit Commission,TECHNICAL SERVICES,Ingenta Plc (Publishing Technology),630
Audit Commission,TECHNICAL SERVICES,Insight Management & Systems Consultants Limited,"91,834.51"
Audit Commission,TECHNICAL SERVICES,Institute of Local Government Studies (INLOGOV),"28,135.00"
Audit Commission,TECHNICAL SERVICES,Interchange Interactive,"11,900.00"
Audit Commission,TECHNICAL SERVICES,IPD Ltd,"6,500.00"
Audit Commission,TECHNICAL SERVICES,Janis Dean Associates,"7,500.00"
Audit Commission,TECHNICAL SERVICES,Jeremy Lee Associates Ltd (JLA),"5,116.00"
Audit Commission,TECHNICAL SERVICES,Jerry Roodhouse,900
Audit Commission,TECHNICAL SERVICES,JMP Consultants Ltd,"7,567.00"
Audit Commission,TECHNICAL SERVICES,John Kent,900
Audit Commission,TECHNICAL SERVICES,Just Management Consulting Ltd,"12,420.71"
Audit Commission,TECHNICAL SERVICES,Kantar Media Intelligence,"2,420.55"
Audit Commission,TECHNICAL SERVICES,Kate McAllister Consultancy Ltd,"8,244.00"
Audit Commission,TECHNICAL SERVICES,Keith House,529.83
Audit Commission,TECHNICAL SERVICES,Kevin Lynes,"1,023.35"
Audit Commission,TECHNICAL SERVICES,Keystroke Knowledge Ltd,"14,358.87"
Audit Commission,TECHNICAL SERVICES,KHC Consulting,"17,922.68"
Audit Commission,TECHNICAL SERVICES,Lesley Clarke,"1,367.85"
Audit Commission,TECHNICAL SERVICES,LG Futures Ltd,"28,180.00"
Audit Commission,TECHNICAL SERVICES,London Fire & Emergency Planning Authority,"75,008.48"
Audit Commission,TECHNICAL SERVICES,London Fire and Emergency Planning Authority,"25,146.73"
Audit Commission,TECHNICAL SERVICES,Louis Lee,600
Audit Commission,TECHNICAL SERVICES,Lucy Watt,"1,919.20"
Audit Commission,TECHNICAL SERVICES,Malcolm Grimston,"2,100.00"
Audit Commission,TECHNICAL SERVICES,Marco Longhi Ltd,"1,800.00"
Audit Commission,TECHNICAL SERVICES,Martyn Griffiths,"3,600.00"
Audit Commission,TECHNICAL SERVICES,Matinee Sound & Vision LTD,"2,447.00"
Audit Commission,TECHNICAL SERVICES,Mercer,"6,538.90"
Audit Commission,TECHNICAL SERVICES,Ministry of Design,"8,089.50"
Audit Commission,TECHNICAL SERVICES,Ministry Of Justice,"36,642.70"
Audit Commission,TECHNICAL SERVICES,Misbah Ashraf,"12,320.00"
Audit Commission,TECHNICAL SERVICES,Morgan Law Recruitment,"7,128.00"
Audit Commission,TECHNICAL SERVICES,Mr M L Jassi,600
Audit Commission,TECHNICAL SERVICES,MSC Associates Ltd,"16,985.28"
Audit Commission,TECHNICAL SERVICES,Nabarro Nathanson,"7,066.50"
Audit Commission,TECHNICAL SERVICES,Natfire,"20,386.62"
Audit Commission,TECHNICAL SERVICES,New Track Ltd,"2,538.60"
Audit Commission,TECHNICAL SERVICES,Newspaper Licensing Agency,"11,129.47"
Audit Commission,TECHNICAL SERVICES,nfpSynergy Ltd,"9,000.00"
Audit Commission,TECHNICAL SERVICES,NHS Connecting for Health,"7,300.00"
Audit Commission,TECHNICAL SERVICES,Northamptonshire County Council,"20,666.39"
Audit Commission,TECHNICAL SERVICES,ONS Geography,"2,080.00"
Audit Commission,TECHNICAL SERVICES,PAB Marketing Ltd,"1,727.50"
Audit Commission,TECHNICAL SERVICES,Parliament News,"6,518.40"
Audit Commission,TECHNICAL SERVICES,Paul Barlow,"14,400.00"
Audit Commission,TECHNICAL SERVICES,Paul Monaghan,"8,550.00"
Audit Commission,TECHNICAL SERVICES,Paul W Davis,"2,500.00"
Audit Commission,TECHNICAL SERVICES,Perfect Path Consulting Ltd,"1,365.00"
Audit Commission,TECHNICAL SERVICES,Personal Performance Consultants,"30,904.02"
Audit Commission,TECHNICAL SERVICES,Peter Bratton,"4,200.00"
Audit Commission,TECHNICAL SERVICES,Peter Gray,600
Audit Commission,TECHNICAL SERVICES,Peter Smith,"3,900.68"
Audit Commission,TECHNICAL SERVICES,Philip Robson,"3,900.00"
Audit Commission,TECHNICAL SERVICES,Plain English Campaign Ltd,950
Audit Commission,TECHNICAL SERVICES,PR Newswire Europe Ltd,"3,150.00"
Audit Commission,TECHNICAL SERVICES,Professor Steve Fothergill,"3,000.00"
Audit Commission,TECHNICAL SERVICES,Proseworks Ltd,"1,270.00"
Audit Commission,TECHNICAL SERVICES,Public Concern at Work,615
Audit Commission,TECHNICAL SERVICES,Raymond Morris,"14,009.51"
Audit Commission,TECHNICAL SERVICES,Reckon LLP,"4,573.75"
Audit Commission,TECHNICAL SERVICES,Regeneration and Housing Services,539.95
Audit Commission,TECHNICAL SERVICES,Re-solve Crime Consultants LTD,"31,651.09"
Audit Commission,TECHNICAL SERVICES,Robert Light,900
Audit Commission,TECHNICAL SERVICES,Royal College of Physicians,"26,220.00"
Audit Commission,TECHNICAL SERVICES,Ruth Potter,"3,704.60"
Audit Commission,TECHNICAL SERVICES,Sarah Scott,710
Audit Commission,TECHNICAL SERVICES,Serco,"6,969.25"
Audit Commission,TECHNICAL SERVICES,Shared Intelligence,"95,041.70"
Audit Commission,TECHNICAL SERVICES,Shaw Trust,"10,247.70"
Audit Commission,TECHNICAL SERVICES,Siteimprove Ltd,"3,177.94"
Audit Commission,TECHNICAL SERVICES,Square One,"8,007.00"
Audit Commission,TECHNICAL SERVICES,Stafford Long & Partners Ltd,"2,753.26"
Audit Commission,TECHNICAL SERVICES,Stark Software International Ltd,"1,425.00"
Audit Commission,TECHNICAL SERVICES,The Press Association Limited,"8,652.00"
Audit Commission,TECHNICAL SERVICES,The Young Foundation,"12,500.00"
Audit Commission,TECHNICAL SERVICES,Theresa Cullen,900
Audit Commission,TECHNICAL SERVICES,Third Avenue,"2,300.00"
Audit Commission,TECHNICAL SERVICES,Tim Young,726
Audit Commission,TECHNICAL SERVICES,Total Surveys Limited,650
Audit Commission,TECHNICAL SERVICES,Treasury Votes Cash Account,"6,090.00"
Audit Commission,TECHNICAL SERVICES,Trevor Jones,507.81
Audit Commission,TECHNICAL SERVICES,Triangle Lift Services,"51,140.00"
Audit Commission,TECHNICAL SERVICES,Trowers & Hamlins,"12,733.12"
Audit Commission,TECHNICAL SERVICES,Tudor Evans,"1,326.03"
Audit Commission,TECHNICAL SERVICES,University Of York,"28,266.00"
Audit Commission,TECHNICAL SERVICES,Voluntary Action Wokingham Borough,900
Audit Commission,TECHNICAL SERVICES,Voluntary Norfolk,876.59
Audit Commission,TECHNICAL SERVICES,Wise Partnership LTD,"9,217.70"
Audit Commission,TECHNICAL SERVICES,YouGov Plc,"35,700.00"
Audit Commission,TECHNICAL SERVICES,Department for Works and Pensions,"10,980.76"
Audit Commission,TECHNICAL SERVICES,Kanga Trading Ltd,"10,878.40"
Audit Commission,TELECOMS,BT ,"255,785.38"
Audit Commission,TELECOMS,Cable & Wireless,"917,187.10"
Audit Commission,TELECOMS,Orange Communications ,"188,768.31"
Audit Commission,TELECOMS,Thus PLC,"114,307.62"
Audit Commission,TELECOMS,BT Conferencing,"14,598.43"
Audit Commission,TELECOMS,BT Global Services,"11,681.43"
Audit Commission,TELECOMS,Cable & Wireless,"2,058.90"
Audit Commission,TELECOMS,Kingston Communications,700.78
Audit Commission,TELECOMS,Kingston Communications (Hull),"5,776.01"
Audit Commission,TELECOMS,Orange (Credit),"2,092.94"
Audit Commission,TELECOMS,Vodafone Limited,"16,176.29"
Audit Commission,UNCLASSIFIED,Accor Corporate Services,"13,107.37"
Audit Commission,UNCLASSIFIED,CSSC Sports & Leisure,"1,599.40"
Audit Commission,UNCLASSIFIED,Doctorcall Ltd,"4,500.00"
Audit Commission,UNCLASSIFIED,Frank Noon Ltd,"1,144.60"
Audit Commission,UNCLASSIFIED,HM Revenue and Customs Only,"11,788.00"
Audit Commission,UNCLASSIFIED,M H  Williamson,526
Audit Commission,UNCLASSIFIED,Merchandise Mania,"4,547.00"
Audit Commission,UNCLASSIFIED,Monty Rakusen's Studio,"7,335.69"
Audit Commission,UNCLASSIFIED,Photofusion,"2,696.00"
Audit Commission,UNCLASSIFIED,Report Digital,"2,092.50"
Audit Commission,UNCLASSIFIED,Sweet & Maxwell Ltd,"30,976.63"
Audit Commission,UNCLASSIFIED,Swets Blackwell,"44,529.73"
Audit Commission,UNCLASSIFIED,The Charlesworth Group,711.85
Audit Commission,UNCLASSIFIED,The Financial Reporting Council (FRC),527
Audit Commission,UNCLASSIFIED,Wales Audit Office,"10,638.00"
Audit Commission,VEHICLE MAINTENANCE,Auto Windscreens Limited,"27,027.74"
Audit Commission,VEHICLE MAINTENANCE,National Car Rental Ltd,601.63
Audit Commission,WASTE MANAGEMENT SERVICES,Biffa Waste Services Ltd,"1,277.63"
Audit Commission,WASTE MANAGEMENT SERVICES,Exeter City Council (Rates),180.16
Audit Commission,WASTE MANAGEMENT SERVICES,Shred It Ltd - Consolidated bill,"34,337.61"
Audit Commission,WASTE MANAGEMENT SERVICES,SITA Uk Limited,"9,671.98"
Audit Commission,WASTE MANAGEMENT SERVICES,Veolia Environmental Services,"5,555.40"
Audit Commission,WASTE MANAGEMENT SERVICES,Viridor Waste Management Ltd,"13,945.46"
Audit Commission,WASTE MANAGEMENT SERVICES,Weir Waste Services Ltd,648
Audit Commission,WATER,Severn Trent Water,"1,436.77"
Audit Commission,WATER,United Utilities Water Ltd,"1,924.70"
Audit Commission,WATER,Yorkshire Water,"4,209.94"
Audit Commission,TOTAL,,"50,092,346.62"
