RTFO Quarterly Report 12: 
15 April 2010 - 14 April 2011

Provisional Data
"The information contained in this report is provisional and based on unverified claims made by suppliers. It should be viewed as indicative rather than definitive. Verified data is published annually and can be found on the the DfT website, http://www.dft.gov.uk/statistics/series/biofuels/.  Those using this document should be aware that while in the majority of cases there is little discrepancy between a company’s provisional and verified data, in some instances the difference has been significant. For further information on provisional data please see the notes at the end of this report."

Executive Summary

"Under the RTFO, the sustainability targets increase year on year.  For year three the data capture target is up 20% to 90% relative to Year Two; the target for GHG savings is up 5% to 50% and the target for fuels meeting an Environmental Standards has increased by 30% to 80%."
This report covers the supply of biofuels under the Renewable Transport Fuel Obligation¹ from 15 April 2010 to 14 April 2011.  The headline figures2 are:
4.3 billion litres of biofuel have been supplied under the RTFO in the first 36 months.
"In the twelve months of the 2010/11 obligation period, 1,440 million litres of biofuel have been supplied, which is approximately 3.1% of total road transport fuel reported to the RTFO Administrator against an annual target of 3.5%3. More biodiesel (59%) has been supplied than bioethanol (41%).  There has also been a small volume of biogas declared to us."

The feedstock is known for 97% of fuel supplied. Both the feedstock and country of origin are known for 97%.
"The largest proportion of biofuel came from the feedstock, used cooking oil (428m litres, 30% of total biofuel supplied).  The most widely reported feedstock and country of biodiesel was soy from Argentina (180m litres, 21% of biodiesel supplied). The most widely reported feedstock and country of bioethanol was sugarcane from Brazil (119m litres, 20% of bioethanol supplied)."
"Over the period, 55%4 of biofuels met an environmental standard, compared to a target of 80%5."
The majority of feedstock has been imported; 22% of the biofuel was reported as coming from UK feedstocks.
85% of the fuel reported as coming from UK feedstocks met environmental sustainability standards.
Greenhouse gas savings of 58% were achieved against a Government target6 of 50%. This figure may not include all emissions from direct land use change and excludes the emissions from indirect land-use changes considered in the 'Gallagher Review'. 


Notes
"1. The RTFO applies to road transport across the whole of the UK. Refiners, importers and any others who supply more than 450,000 litres of relevant hydrocarbon oil for road transport annually to the UK market are obligated by it. "
"2. Data come from monthly reports submitted by fuel suppliers to the RTFO Administrator. The RTFO Administrator performs checks on the data, which for suppliers of over 450,000 litres of biofuel, are also subject to an annual verification process by independent auditors. The RTFO Administrator will publish a final, fully verified dataset after the end of each obligation year."
Every quarter we publish an extended report that identifies the carbon and sustainability performance of individual companies. These reports are available on our website at: http://dft.gov.uk/pgr/sustainable/biofuels/data/

3. Obligated suppliers can meet their volume obligation by surrendering the appropriate number of RTFCs to the RTFO Administrator and/or by paying into a buy-out fund. The RTFCs can be obtained by supplying their own biofuels or by purchasing RTFCs from other biofuel suppliers. A quarter of their obligation can be met by surplus RTFCs from the previous obligation year.
"4. Under the RTFO Order, these reports must not contain information from which the volumes of fuel being reported by individual suppliers might be derived. To protect the volumes of individual suppliers in some reports, certain quantities of fuel reported as meeting the Qualifying Standard or RTFO Meta-Standard have been removed from the overall RTFO figures. In this report, all fuel meeting the Qualifying Standard or Meta-Standard has been included in the overall RTFO figures, but some has still been excluded from the reporting by feedstock and country. The figures by country and feedstock do not therefore tally exactly with the overall figures.  "
"5. 80% of feedstocks should meet environmental sustainability standards in the year 2010/11. The ability of suppliers to source certifiably sustainable fuels is currently limited by the lack of operational sustainability standards for several feedstock/country combinations. Certified sustainable feedstock is expected to become increasingly available over time, as feedstock standards develop in response to the demand created by the RTFO and growing concern about the sustainability of agricultural commodities more widely. Suppliers can arrange their own audits against the RTFO Meta-Standard. There is more than enough RSPO certified palm oil to meet the entire UK demand for palm oil biodiesel feedstock."
6. Throughout this report 'Government targets' refers to targets set by the Government in 2007.

***GRAPHS WOULD BE FOUND HERE IN XLS AND PDF VERSION***

Table 1: Performance of the RTFO against the three carbon and sustainability targets set by the Government in 2007. ,,,,,,,,,,

Annual Supplier Target,,,,,2010/11 Obligation period,,2009/10 Obligation period,,2008/09 Obligation period,
,,,,,Target,Actual,Target,Actual,Target,Actual
Percentage of feedstock meeting a Qualifying Environmental Standard,,,,,80%,55%,50%,31%,30%,20%
Annual GHG saving of fuel supplied,,,,,50%,58%,45%,51%,40%,46%
Data reporting of renewable fuel characteristics,,,,,90%,85%,70%,72%,50%,64%


Table 2: Volume of biofuels supplied for road transport under the RTFO.,,,,,,,,,,

,Biofuel type,Volume (millions l) or mass (millions kg)*,Fossil fuel type,"Volume, million l **",Biofuels as a proportion of total road transport fuels supplied,,,,,


Fuel type,Biodiesel,853.5,Diesel,"24,957",3.31%,,,,,
,Bioethanol,585.7,Petrol,"19,876",2.86%,,,,,,,,,,
,,Poland,Cropland - protection status unknown,"606,992",0.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,62,26%,1
,,Sweden,Cropland - protection status unknown,"154,437",0.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,62,26%,1
,Wheat,Belgium,Cropland - protection status unknown,"2,794,805",2.8 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,,Unknown,"471,884",0.5 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,Czech Republic,Cropland - protection status unknown,"343,354",0.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,Denmark,Cropland - protection status unknown,"1,575,598",1.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,55,35%,1.6
,,Finland,Cropland - protection status unknown,"45,801",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,France,Cropland - protection status unknown,"11,254,690",11.3 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,61,27%,1.6
,,,Unknown,"10,483,264",10.5 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,74,11%,1
,,Germany,Cropland - protection status unknown,"306,009",0.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,,Unknown,"36,949",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,Netherlands,Cropland - protection status unknown,"13,994",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,,Unknown,"36,949",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,,Sweden,Cropland - protection status unknown,"2,080,779",2.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,46,45%,2.3
,,United Kingdom,Cropland - protection status unknown,"99,106,612",99.1 m l,7%,0%,66%,1%,33%,0%,0%,67%,33%,30,64%,4.9
,,,Unknown,"11,653,412",11.7 m l,1%,0%,26%,10%,64%,0%,0%,36%,64%,34,60%,3.2
,,Unknown,Cropland - protection status unknown,"424,039",0.4 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,44,47%,1
,,,Unknown,"5,597",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,70,16%,1
,Unknown,Sweden,Cropland - protection status unknown,"2,746",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,115,-37%,0
,,Unknown,Unknown,"1,057,339",1.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,115,-37%,0
Biogas,Municipal solid waste,United Kingdom,By-product,"428,207",0.4 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,27,68%,5
Total,,,,"1,439,605,549",1439.6 m l,100%,,,,,,,,,,,
Mean,,,,,,,0%,47%,1%,52%,1%,36%,11%,52%,35,58%,2.4


"* Under the RTFO Order, these reports must not contain information from which the volumes of fuel being reported by individual suppliers might be derived. To protect the volumes of individual suppliers certain quantities of fuel reported as meeting the Qualifying Standard or RTFO Meta-Standard have been removed from the RTFO figures. In this report, all fuel meeting the Qualifying Standard or Meta-Standard has been included in the overall RTFO figures, but some has still been excluded from the reporting by feedstock and country. The figures by country and feedstock do not therefore tally exactly with the overall figures.",,,,,,,,,,,,,,,,,

Table 13: Company performance against the RTFO targets and carbon and sustainability criteria.,,,,,,,,,,,,,,,,,

,Company,Proportion in each previous land-use category1,,,,,Proportion meeting an environmental standard,,,Proportion meeting a social standard,,,"Carbon intensity, g(CO2e)/MJ","Greenhouse gas saving, %","Accuracy level,
(0-6)","Data capture, 
%",
,,Cropland – non-protected,Cropland – protected,Cropland - protection status unknown,By-product,Unknown,RTFO+QS,"Other 
standards","None/
unknown",RTFO+QS,"Other 
standards","None/
unknown",,,,,
Obligated companies,BP Oil UK Limited,0%,0%,39%,47%,14%,47%,0%,53%,47%,0%,53%,51,40%,1.5,83%,
,Chevron Limited,25%,0%,39%,0%,36%,45%,0%,55%,22%,23%,55%,59,30%,2.5,63%,
,ConocoPhillips Limited,0%,0%,65%,17%,18%,34%,0%,66%,17%,13%,70%,40,52%,2.6,80%,
,Esso Petroleum Company Limited,0%,0%,64%,22%,14%,50%,0%,50%,32%,19%,50%,42,50%,2.2,84%
,Greenergy Fuels Limited,52%,0%,0%,47%,1%,71%,0%,29%,71%,0%,29%,24,71%,2.7,92%
,Harvest Energy Ltd,6%,0%,31%,42%,20%,47%,0%,53%,43%,4%,53%,37,56%,1.9,82%
,INEOS Europe Limited,0%,0%,34%,11%,54%,11%,0%,89%,11%,0%,89%,67,20%,0.6,40%
,Lissan Coal Company Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Mabanaft UK Ltd,1%,0%,39%,41%,18%,44%,0%,56%,41%,2%,56%,41,51%,1.3,78%
,Morgan Stanley Capital Group Inc.,0%,0%,21%,21%,58%,21%,0%,79%,21%,0%,79%,52,37%,0.9,55%
,Murco Petroleum Ltd,0%,0%,0%,0%,100%,0%,0%,100%,0%,0%,100%,54,36%,0.9,49%
,Petroplus Refining Teesside Limited,1%,0%,39%,50%,10%,54%,0%,46%,52%,2%,46%,34,60%,1.4,86%
,Prax Petroleum Ltd,0%,0%,0%,83%,17%,85%,0%,15%,85%,0%,15%,22,74%,1.7,92%
,Shell UK Ltd,0%,0%,80%,13%,7%,40%,2%,58%,14%,27%,59%,38,54%,3.5,84%
,Topaz Energy Limited,0%,0%,0%,100%,0%,43%,0%,57%,43%,0%,57%,15,83%,3.3,88%
,Total UK Ltd,1%,0%,57%,31%,11%,44%,2%,54%,38%,8%,54%,41,51%,1.8,83%
Non-obligated companies,apple fuels limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Argent Energy (UK) Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,15,82%,1,100%
,Associated British Bio-Fuels Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,43,49%,3,100%
,Bio UK Fuels (Sheffield) Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Biofuel Refineries Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,9,89%,3,100%
,Biomotive Fuels Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,3,96%,5,100%
,British Sugar plc.,100%,0%,0%,0%,0%,100%,0%,0%,0%,100%,0%,21,75%,6,100%
,Convert2Green Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Double Green Ltd,0%,0%,0%,100%,0%,29%,0%,71%,29%,0%,71%,13,84%,4.5,100%
,Edible Oil Direct Ltd.  ,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,84%,2.6,100%
,Evergreen Oil Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Footprint Fuels,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Fuel Systems UK Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,3,100%
,Gasrec Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,27,68%,5,100%
,Green Fuels Ltd,0%,0%,0%,100%,0%,0%,0%,100%,0%,0%,100%,13,84%,2,100%
,GreenerDiesel.com (UK) Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,13,84%,2,100%
,Greenolysis Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,Kassero Edible Oils Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,13,84%,2,100%
,MFS Fuel Supplies Ltd,0%,0%,0%,100%,0%,0%,0%,100%,0%,0%,100%,13,84%,2,100%
,Neal Environmental Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1.7,100%
,Phoenix Fuels Ltd,51%,0%,49%,0%,0%,100%,0%,0%,0%,100%,0%,21,75%,5,100%
,Pilkington Oils Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,84%,3,100%
,Pure Fuels Ltd,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1.8,100%
,Rural Development Trust,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,79%
,Uptown Biodiesel Ltd,0%,0%,0%,100%,0%,91%,0%,9%,91%,0%,9%,14,83%,3,100%
,Veg Oil Motoring,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,1,99%,3,100%
,Wight Made Diesel,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,1,100%
,William John Brown T/as Greenearth Biodiesel,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,13,84%,3,100%
,Yateley Industries for the Disabled Limited,0%,0%,0%,100%,0%,100%,0%,0%,100%,0%,0%,14,83%,0.8,100%


1 Only five land use types have been reported by companies in the year three: cropland - non protected;  cropland - protected;  cropland - protection status unknown; by-products; unknown land use.  Cropland had been used as a land use type previously but the RTFO Administrator advised companies to update their data to one of the other types of cropland land uses.,,,,,,,,,,,,,,,,
"The other land use types are: degraded land; forest >30%; forest >30% no change in status; forest 10-30%; forest 10-30% no change in status, grassland with agricultural land; grassland without agricultural land; undrained peatland; undrained peatland - no change in status; wetland; wetland - no change in status.",,,,,,,,,,,,,,,,


Table 14: Number of RTFO targets2 met or exceeded by fossil fuel companies1.,,,,,,,

Number of targets met in RTFO Year 3 (year to date)2,Obligated company,Number of targets met in Quarter 3 of RTFO Year 3 (based on provisional data)3,Change from Quarter 3 of RRTFO Year 3 (based on provisional data),Number of targets met in RTFO Year 2 (based on verified data)3,Change from RTFO Year 2 (based on provisional data),Number of targets met  in RTFO Year 1 (based on verified data)4,Change from RTFO Year 1 (based on provisional data)


3,Lissan Coal Company Limited,2,h,3,¬,3,i
,Prax Petroleum Ltd,1,h,0,h,3,¬
2,Greenergy Fuels Limited,2,¬,3,i,3,i
1,ConocoPhillips Limited,0,h,1,¬,3,i
,Esso Petroleum Company Limited,1,¬,2,i,2,i
,Harvest Energy Ltd,1,¬,2,i,2,i
,Mabanaft UK Ltd,0,h,3,i,3,i
,Petroplus Refining Teesside Limited,1,¬,2,i,2,i
,Shell UK Ltd,1,¬,2,i,2,i
,Topaz Energy Limited,1,¬,3,i,0,h
,Total UK Ltd,0,h,0,h,1,¬
0,BP Oil UK Limited,0,¬,0,¬,2,i
,Chevron Limited,0,¬,0,¬,1,i
,INEOS Europe Limited,0,¬,0,¬,n/a,n/a
,Morgan Stanley Capital Group Inc.,0,¬,0,¬,0,¬
,Murco Petroleum Ltd,0,¬,0,¬,1,i

1 Obligated companies supply >95% of the biofuels in the UK market.,,,,,,,

2 The RTFO targets in Year 3 (2010/11) are to have:,,,,,,,
80% of biofuels meeting qualifying environmental standards;,,,,,,,
GHG savings of 50%; and,,,,,,,
"90% data capture in four key sustainability fields (feedstocks, country of origin, previous land-use, standard).",,,,,,,

"3 In the first RTFO reporting year, the fuel we reported in the name 'Ineos' (operator of the Grangemouth refinery) was owned by Morgan Stanley Capital Group at the duty point - making Morgan Stanley the legally obligated supplier, rather than Ineos itself.",,,,,,,

Trading of RTFCs,,,,,,,


RTFCs traded per quarter by type of account holder,,,,,

Table 15.1 RTFCs traded from Obligation Year 2008/09,,,,,

Quarter,Quarter (date),From,To,RTFCs,%
2,Jul 2008 - Oct 2008,Biofuel Supplier,Fossil Fuel Supplier,"2,791,602",2%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"11,347,500",7%
3,Oct 2008 - Jan 2009,Biofuel Supplier,Fossil Fuel Supplier,"809,000",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"17,538,750",10%
4,Jan 2009 - Apr 2009,Biofuel Supplier,Biofuel Supplier,"3,063,335",2%
,,,Fossil Fuel Supplier,"1,883,310",1%
,,,Other,"10,000",0%
,,Fossil Fuel Supplier,Biofuel Supplier,"1,175,000",1%
,,,Fossil Fuel Supplier,"16,601,408",10%
,,,Other,"10,000",0%
,,Other,Biofuel Supplier,"10,000",0%
,,,Fossil Fuel Supplier,"10,000",0%
5,Apr 2009 - Jul 2009,Biofuel Supplier,Biofuel Supplier,"83,812",0%
,,,Fossil Fuel Supplier,"830,000",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"75,625,694",45%
6,Jul 2009 - Oct 2009,Fossil Fuel Supplier,Fossil Fuel Supplier,"32,395,869",19%
7,Oct 2009 - Jan 2010,Fossil Fuel Supplier,Fossil Fuel Supplier,"1,779,869",1%
8,Jan 2010 - Apr 2010,Fossil Fuel Supplier,Fossil Fuel Supplier,"482,516",0%
9,Apr 2010 - Jul 2010,Fossil Fuel Supplier,Fossil Fuel Supplier,"381,292",0%
10,Jul 2010 - Oct 2010,Fossil Fuel Supplier,Fossil Fuel Supplier,"2,182,910",1%
Grand Total,,,,"169,011,867",100%


RTFCs traded per quarter by type of account holder,,,,,

Table 15.2 RTFCs traded from Obligation Year 2009/10,,,,,

Quarter,Quarter (date),From,To,RTFCs,%
6,Jul 2009 - Oct 2009,Biofuel Supplier,Biofuel Supplier,"309,980",0%
,,,Fossil Fuel Supplier,"97,950",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"6,580,808",2%
7,Oct 2009 - Jan 2010,Biofuel Supplier,Biofuel Supplier,"295,010",0%
,,,Fossil Fuel Supplier,"1,743,960",0%
,,,Other,"388,179",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"29,383,440",8%
,,Other,Fossil Fuel Supplier,"388,179",0%
8,Jan 2010 - Apr 2010,Biofuel Supplier,Biofuel Supplier,"297,016",0%
,,,Fossil Fuel Supplier,"2,143,955",1%
,,,Other,"167,949",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"85,516,261",24%
,,Other,Fossil Fuel Supplier,"167,949",0%
9,Apr 2010 - Jul 2010,Biofuel Supplier,Fossil Fuel Supplier,"18,157,547",5%
,,,Other,"442,404",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"57,678,763",16%
,,,Other,"5,000,000",1%
,,Other,Fossil Fuel Supplier,"5,442,374",2%
10,Jul 2010 - Oct 2010,Biofuel Supplier,Fossil Fuel Supplier,"11,199,636",3%
,,,Other,"950,224",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"40,912,731",11%
,,,Other,"6,300,000",2%
,,Other,Fossil Fuel Supplier,"7,340,210",2%
,,,Other,"89,986",0%
11,Oct 2010 - Jan 2011,Biofuel Supplier,Fossil Fuel Supplier,"673,064",0%
,,,Other,"72,576",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"35,339,860",10%
,,,Other,"3,100,000",1%
,,Other,Fossil Fuel Supplier,"3,172,576",1%
12,Jan 2011 - Apr 2011,Fossil Fuel Supplier,Fossil Fuel Supplier,"14,758,963",4%
,,,Other,"500,000",0%
,,Other,Fossil Fuel Supplier,"500,000",0%
13,Apr 2011 - Jul 2011,Fossil Fuel Supplier,Fossil Fuel Supplier,"21,201,291",6%
Grand Total,,,,"360,312,841",100%

RTFCs traded per quarter by type of account holder,,,,,

Table 15.3 RTFCs traded from Obligation Year 2010/11,,,,,

Quarter,Quarter (date),From,To,RTFCs,%
10,Jul 2010 - Oct 2010,Biofuel Supplier,Biofuel Supplier,"89,986",0%
,,,Fossil Fuel Supplier,"500,000",0%
,,,Other,"1,131,371",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"58,451,442",9%
,,,Other,"29,058",0%
,,Other,Biofuel Supplier,"542,215",0%
,,,Fossil Fuel Supplier,"528,228",0%
11,Oct 2010 - Jan 2011,Biofuel Supplier,Fossil Fuel Supplier,"5,146,444",1%
,,,Other,"867,448",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"169,396,063",25%
,,,Other,"1,012,940",0%
,,Other,Fossil Fuel Supplier,"1,880,388",0%
12,Jan 2011 - Apr 2011,Biofuel Supplier,Fossil Fuel Supplier,"1,612,847",0%
,,,Other,"709,189",0%
,,Fossil Fuel Supplier,Biofuel Supplier,"10,000",0%
,,,Fossil Fuel Supplier,"175,749,837",26%
,,,Other,"8,000,000",1%
,,Other,Fossil Fuel Supplier,"8,705,099",1%
13,Apr 2011 - Jul 2011,Biofuel Supplier,Fossil Fuel Supplier,"23,837,261",4%
,,,Other,"590,647",0%
,,Fossil Fuel Supplier,Fossil Fuel Supplier,"199,876,837",30%
,,,Other,"1,000,000",0%
,,Other,Fossil Fuel Supplier,"1,594,647",0%
14,Jul 2011 - Oct 2011,Fossil Fuel Supplier,Fossil Fuel Supplier,"4,393,831",1%
Grand Total,,,,"665,655,778",100%


RTFCs traded per quarter by type of account holder,,,,,

Table 15.4 RTFCs traded from Obligation Year 2011/12,,,,,

Quarter,FROM,FROM,TO,RTFCs,%
14,Jul 2011 - Oct 2011,Fossil Fuel Supplier,Fossil Fuel Supplier,"4,000,000",100%
Grand Total,,,,"4,000,000",100%

***GRAPHS WOULD BE FOUND HERE IN XLS AND PDF VERSION***,,,,,

Notes on data

Introduction

"To encourage the sourcing of sustainable biofuels, the RTFO Administrator requires fuel suppliers claiming Renewable Transport Fuel Certificates to submit monthly reports on the lifecycle greenhouse gas (GHG) saving and the sustainability of the biofuels they supply."

Reporting is also seen by the Government as an essential 'stepping stone' towards a mandatory assurance scheme. The EU's Renewable Energy Directive includes mandatory sustainability requirements. The Department for Transport expects to transpose the directive into UK law in 2011.

"This report provides information on the carbon and sustainability performance of renewable fuels supplied under the RTFO. The data are derived from the monthly reports on biofuels provided by individual fuel suppliers. At the end of the reporting year1 fuel suppliers are required to provide an independent verifier's opinion2 on their information, and this verified information will be published."

The carbon and sustainability data cover the direct impacts arising from biofuel cultivation. The RTFO Administrator separately monitors the potential indirect impacts of biofuel production such as indirect land-use change or changes to food and other commodity prices (e.g. The Gallagher Review of the indirect effects of biofuels production which was published on 8 July 2008). 

Sustainability and the RTFO Meta-Standard

"The RTFO is built around seven sustainability principles; five environmental and two social. These seven principles have been used to define the RTFO Sustainability Meta-Standard. A meta-standard approach enables existing schemes, such as the UK’s Assured Combinable Crops Scheme (ACCS), to be assessed against the RTFO principles."

No schemes currently meet all of the environmental and social principles; although two schemes meet both of the social principles. Suppliers are also permitted to set up their own auditing procedures to demonstrate that feedstocks meet the RTFO Meta-Standard: two suppliers have developed interpretations of the RTFO Meta-Standard which cover Brazilian sugar cane and cereal crops. 

"Any scheme that meets an adequate number of the RTFO Meta-Standard criteria is considered a ‘qualifying standard’, and fuel companies can report these to the RTFO Administrator. Fuels from wastes (e.g. used cooking oil and tallow3) are automatically considered to meet the qualifying level. "

"Other standards can also be reported to the RTFO Administrator and count towards the data capture target; these include standards that have not yet been benchmarked against the RTFO Meta-Standard, or standards that have been benchmarked, but do not meet sufficient criteria to be awarded the qualifying level status."

"While there are currently several qualifying standards for the RTFO, these are mostly either under development or only newly established; the ACCS is the only well established certification scheme, and is only applicable to UK crops. This currently limits the ability of fuel suppliers to source certifiably sustainable feedstocks4. The market is developing, and suppliers have been putting in place procedures to track information about sustainability through their supply chains and others have been performing their own audits against the Meta-Standard. It is intended that by creating a market for sustainable crops, the RTFO will support the development and expansion of these certification schemes, and that suppliers will be able to source their feedstocks increasingly sustainably."

Content of RTFO reports

RTFO quarterly reports include information on:
" - volumes of fuel by fuel type (e.g. biodiesel, bioethanol);"
" - volumes of fuel by feedstock (e.g. used cooking oil, soy);"
" - volumes of fuel by country of origin (e.g. UK, Brazil);"
 - volumes of fuel meeting sustainability standards;
 - lifecycle greenhouse gas savings of fuels.

RTFO summary data
Table 1 compares overall performance against the three C&S reporting targets set by the Government in 2007.
"Tables 2 to 8 provide summaries of all the road transport biofuel supplied to the UK for each fuel type, feedstock, country of origin, and previous land-use."
Table 9 and 10 look into the data capture and accuracy of data collected

RTFO trends
Table 11 presents data on RTFO performance over time against the three target set by the Government in 2007.

RTFO detailed data
"Table 12 provides more detailed data broken down by fuel type, feedstock, country of origin and previous land-use. So, for example, data are provided on the volumes of fuel and the C&S information of bioethanol from Brazilian sugar cane, or biodiesel obtained from oilseed rape grown in the UK on cropland, and also meeting a Qualifying Standard."

Quarterly reports also include additional information on:
 - company performance against the Government's carbon and sustainability (C&S) reporting targets;
 - trades of renewable transport fuel certificates (RTFCs) between companies.

Company data,,,
Table 13 provides data on company C&S performance. Table 14 specifies how many of the C&S reporting targets each of the obligated companies are meeting.,,,

RTFCs,,,
Contains data on trades of certificates between companies over time.,,,

C&S reporting targets ,,,
"The Government set C&S targets for three key aspects of the reporting scheme. The targets are not mandatory (and there is no penalty for failing to meet them).  The RTFO targets recognise the need for, continuous improvement so that by obligation period 3 (2010-11) comprehensive sustainability data is provided for almost all biofuels supplied to the UK.",,,

Annual Supplier Target,2008-09,2009-10,2010-11
Percentage of feedstock meeting a Qualifying Environmental Standard,30%,50%,80%
Annual GHG saving of fuel supplied,40%,45%,50%
Data reporting of renewable fuel characteristics,50%,70%,90%

Provisional data,,,
"These data are based on information submitted monthly to the RTFO Administrator by fuel suppliers. If we have reason to believe that a piece of data may have been misreported we will challenge companies to check and if necessary revise their data. Where this process is ongoing, our reports are based on the data exactly as reported to us. The final verification2 of these data occur annually (by 28 September 2011 for Year 3 of the RTFO).",,,

Each Quarterly Report released by the RTFO Administrator will contain data from the reporting year1 to date on biofuels entering the UK market from those companies that are registered with the RTFO Administrator.

"The exact timing of the months that the data covers is different for major and minor fuel suppliers, due to the way they report data on volumes of fuel to HM Revenue and Customs (HMRC): "
 - Large fuel companies (typically fossil fuel suppliers) report to HMRC on a 15th to 14th of the month basis.
 - Smaller fuel companies (typically biofuel suppliers) report by calendar month or quarter.

Note that the data in this report are provisional and unverified and may change following publication.  It is your responsibility to check you have the latest version - please check our website for updates
Footnotes
1. The third reporting or obligation year runs from 15 April 2010 to 14 April 2011. This report contains data from 15 April 2010 to 14 April 2011.
"2. Suppliers applying for < 450,000 renewable transport fuel certificates are not required to submit a verifier's opinion."
3. Research indicates there are indirect effects of tallow and other waste feedstocks with alternative uses:
http://www.renewablefuelsagency.gov.uk/reportsandpublications/indirecteffectsofwastes
4. There is more than enough Roundtable on Sustainable Palm Oil (RSPO) certified palm oil to meet the entire UK demand for palm oil biodiesel feedstock.

Glossary

Obligated company
" - An obligated company is one that supplies > 450,000 litres/year of relevant hydrocarbon oil road transport fuel."
 - Obligated companies supply > 95% of the biofuels in the UK market.
 - Obligated suppliers must:
      - supply biofuels; or
      - purchase certificates from other companies supplying biofuels; or
      - pay into a buy-out fund; or
      - a combination of any of the above.

Non-obligated company
" - Non-obligated companies are those that either supply < 450,000 litres/year of relevant hydrocarbon oil road transport fuel, or only supply biofuels."
" - Non-obligated companies are not required to register with us, but can choose to do so and earn one Renewable Transport Fuel Certificate (RTFC) for every litre of biofuel supplied."

Sustainability standards
 - Sustainability assurance schemes are divided into Environmental and Social Standards and these are split into three levels:
1. RTFO Meta-Standard (RTFO) - this is a higher standard than most existing sustainability standards and covers seven key environmental and social principles.
2. Qualifying Standards (QS) - meet the majority of the environmental and/or social criteria defined under the RTFO Meta-Standard.
