Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,17/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,808500,87679.98
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Land Forces,GIFFORDS RECYCLING LIMITED,B70 7JR,808514,25771.2
Ministry of Defence,Ministry of Defence,17/06/2011,Externally delivered education and training.,Land Forces,HAMPSHIRE POLICE AUTHORITY,SO22 5DB,808521,27500
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,G51 1PR,808525,5712
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,G51 1PR,808525,186917.12
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,HASKEL EUROPE LTD,SR5 3JD,808527,21104.59
Ministry of Defence,Ministry of Defence,17/06/2011,Administration ,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,808539,9257.08
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,808539,16274.42
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,808544,79
Ministry of Defence,Ministry of Defence,17/06/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,808544,7734.36
Ministry of Defence,Ministry of Defence,17/06/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,808544,16805.28
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,808545,64686.94
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,808545,1045941
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,808548,27336.13
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,808548,283264.35
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Air Command,JACK CARMICHAEL (FLOORING) LIMITED,IV30 6AG,808567,3466.5
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Air Command,JACK CARMICHAEL (FLOORING) LIMITED,IV30 6AG,808567,39456
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Air Command,JEPPESEN U.K. LIMITED,RH10 9AD,808568,62304.08
Ministry of Defence,Ministry of Defence,17/06/2011,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,S35 2PQ,808576,61675.18
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,LYRECO UK LTD,TF2 7NB,808600,62.4
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Land Forces,LYRECO UK LTD,TF2 7NB,808600,222.36
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Command Joint Operations,LYRECO UK LTD,TF2 7NB,808600,642.17
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Defence Equipment & Support,LYRECO UK LTD,TF2 7NB,808600,1273.57
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Central TLB,LYRECO UK LTD,TF2 7NB,808600,1449.21
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Navy Command,LYRECO UK LTD,TF2 7NB,808600,1576.8
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Air Command,LYRECO UK LTD,TF2 7NB,808600,7056.53
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Land Forces,LYRECO UK LTD,TF2 7NB,808600,15160.73
Ministry of Defence,Ministry of Defence,17/06/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,808617,154071.6
Ministry of Defence,Ministry of Defence,17/06/2011,Fees for professional services,Central TLB,PHOENIX STRATEGIC LTD,PE7 8FA,808708,62142
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,808718,6024204.46
Ministry of Defence,Ministry of Defence,17/06/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,808721,22090
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,QINETIQ LIMITED,PO12 2AG,808721,28624
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,808721,398940
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,KY11 9JT,808738,22569.93
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,808758,58950
Ministry of Defence,Ministry of Defence,17/06/2011,Rent and rates,Defence Infrastructure Organisation ,SHEPWAY DISTRICT COUNCIL,CT20 2QY,808763,409185
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,808771,8.32
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,808771,21.3
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,808771,28.29
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,808771,126.7
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,808771,201.15
Ministry of Defence,Ministry of Defence,17/06/2011,Medical treatment & stores and welfare services.,Navy Command,SODEXO LTD,M50 0AL,808771,712.42
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,808771,10336
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,808771,18276.7
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,808771,26245.93
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,808771,36103.31
Ministry of Defence,Ministry of Defence,17/06/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,808786,21879.64
Ministry of Defence,Ministry of Defence,17/06/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,808786,46268.22
Ministry of Defence,Ministry of Defence,17/06/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,808786,57254.25
Ministry of Defence,Ministry of Defence,17/06/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,808786,305617.12
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,THE CHANNEL TUNNEL GROUP LTD,CT19 4RD,808809,138
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,THE CHANNEL TUNNEL GROUP LTD,CT19 4RD,808809,29369
Ministry of Defence,Ministry of Defence,17/06/2011,Medical treatment & stores and welfare services.,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,808816,6196
Ministry of Defence,Ministry of Defence,17/06/2011,Medical treatment & stores and welfare services.,Navy Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,808816,6196
Ministry of Defence,Ministry of Defence,17/06/2011,Medical treatment & stores and welfare services.,Land Forces,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,808816,12392
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,808827,51241.86
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,808827,125849.63
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Central TLB,TURNER VIRR & CO. LTD,LS25 2DY,808828,156
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Command Joint Operations,TURNER VIRR & CO. LTD,LS25 2DY,808828,228
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Land Forces,TURNER VIRR & CO. LTD,LS25 2DY,808828,2518.74
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Air Command,TURNER VIRR & CO. LTD,LS25 2DY,808828,15511.88
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,808828,18360.57
Ministry of Defence,Ministry of Defence,17/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,UNIVAR LIMITED,BD1 5BD,808833,34388.21
Ministry of Defence,Ministry of Defence,17/06/2011,Property leases,Defence Infrastructure Organisation ,VEOLIA WATER NEVIS LIMITED,KY11 8UU,808842,1203163.46
Ministry of Defence,Ministry of Defence,17/06/2011,Fees for professional services,Central TLB,WORDWAVE INTERNATIONAL LIMITED,EC4A 2AG,808853,39675.78
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of inventory and services ,Defence Equipment & Support,CEPSA MARINE FUELS S A,,2000011919,16123.54
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,LOCKHEED MARTIN AERONAUTICS  COMPANY,,2000011921,9523444.44
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Central TLB,ITURRI SA,OX16 3TA,3000005609,95.19
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Land Forces,ITURRI SA,OX16 3TA,3000005609,395.54
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005609,527.45
Ministry of Defence,Ministry of Defence,17/06/2011,Food and clothing,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000005609,666.54
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Land Forces,BEZIRKSREGIERUNG DUESSELDORF,,5000057762,23405.07
Ministry of Defence,Ministry of Defence,17/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000057762,155217.39
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000057762,302820.26
Ministry of Defence,Ministry of Defence,17/06/2011,Payments made in advance,Central TLB,JOINT AIR POWER COMPETENCE CENTRE,,5000057802,28975.67
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,LANKES ENTSORGUNG UND UMWELTSERVICE GMBH,,5000057807,41500.49
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,LENGELING SERVICE GMBH,,5000057808,47573.75
Ministry of Defence,Ministry of Defence,17/06/2011,Payments made in advance,Central TLB,NATO,,5000057820,198906.09
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,,5000057830,140913.02
Ministry of Defence,Ministry of Defence,17/06/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000057845,25124.81
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,TERSTAPPEN GMBH & CO KG,,5000057848,29077.39
Ministry of Defence,Ministry of Defence,17/06/2011,Rent and rates,Defence Infrastructure Organisation ,FORESTRY COMMISSION,EH12 7AT,2.00E+11,27247.5
Ministry of Defence,Ministry of Defence,17/06/2011,Building maintenance and accommodation stores,Defence Equipment & Support,EVEREST VIT UK LTD,,GPC 001,28002
Ministry of Defence,Ministry of Defence,17/06/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,GODFREY SYRETT LTD,,GPC 002,41687.45
Ministry of Defence,Ministry of Defence,17/06/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,H MORRIS & CO LTD,,GPC 003,30253.32
Ministry of Defence,Ministry of Defence,17/06/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,MILLBROOK FURNISH IND-PR,,GPC 004,191016
Ministry of Defence,Ministry of Defence,17/06/2011,Design services and minor equipment purchases,Land Forces,CANNON TECHNOLOGIES LTD,,GPC 005,106473.42
Ministry of Defence,Ministry of Defence,17/06/2011,Estate management,Land Forces,CORDEN HARDWARE PRODUC,,GPC 006,85752.7
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Navy Command,BLUE ARROW,,GPC 007,93010.26
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Navy Command,NSSL GLOBAL LIMITE,,GPC 008,79599.45
Ministry of Defence,Ministry of Defence,17/06/2011,IT and communication services,Navy Command,QINETIQ LTD,,GPC 009,81955.94
Ministry of Defence,Ministry of Defence,17/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,PHOENIX HOLIDAYS LTD,,GPC 010,78300
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Materials & Equipment,Operations,IROBOT CORPORATION,,V - 0000000617 - 00108774,54742.25
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IT Software,Operations,CST GMBH,,V - 0000000683 - 00107386,50834.4
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Consumable Materials,Operations,ACUTRONIC SWITZERLAND LIMITED,,V - 0000001665 - 00104548,288693.79
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Consumable Materials,Operations,ACUTRONIC SWITZERLAND LIMITED,,V - 0000001665 - 00111308,117483.8
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,EPSRC,,V - 9000133534 - 00111453,41513.8
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,I C CONSULTANTS LIMITED,,V - 9000133537 - 00111409,37920
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000133545 - 00107869,32464
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,DYTECNA LIMITED,,V - 9000133548 - 00110971,83364.29
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,RAYTHEON SYSTEMS LIMITED,,V - 9000133549 - 00110548,60000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,THALES UK LIMITED,,V - 9000133561 - 00110826,129468.8
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000133562 - 00109669,23942
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,THALES UK LIMITED,,V - 9000133562 - 00109670,49179
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000133564 - 00110559,30562.33
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Other Services & Office costs,Operations,ROHDE & SCHWARZ U.K. LIMITED,,V - 9000133567 - 00111573,160
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Capital Asset expenditure,Operations,ROHDE & SCHWARZ U.K. LIMITED,,V - 9000133567 - 00111573,93011.64
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,ROKE MANOR RESEARCH LIMITED,,V - 9000133568 - 00109019,82416.51
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000133568 - 00109107,52100
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,TRL TECHNOLOGY LIMITED,,V - 9000133573 - 00109133,55164.96
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,UNIVERSITY OF BRISTOL,,V - 9000133575 - 00106162,56294
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,CRANFIELD UNIVERSITY,,V - 9000133579 - 00105535,174657
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF MANCHESTER,,V - 9000133581 - 00107943,60763
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Programme Office,AWE,,V - 9000133587 - 00110658,23949.39
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Professional Services,Operations,EVODIA LIMITED,,V - 9000133595 - 00111480,29138.88
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Professional Services,Operations,EVODIA LIMITED,,V - 9000133595 - 00111490,23017.48
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Materials & Equipment,Operations,BIOPHARMA TECHNOLOGY LIMITED,,V - 9000133597 - 00108749,34322
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,FLUID GRAVITY ENGINEERING LIMITED,,V - 9000133602 - 00111659,21525.25
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,EMCEL FILTERS LIMITED,,V - 9000133605 - 00111360,28942
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,ALCOA EUROPE LIMITED,,V - 9000133611 - 00109689,64417.5
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000133614 - 00111537,44700
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IS Development,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111015,32852.22
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111017,125318.79
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111020,28792.41
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Communications,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111022,50106.24
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111023,40188.92
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IS Development,Infrastructure,STERIA LIMITED,,V - 9000133619 - 00111242,23010.87
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,GENERAL DYNAMICS UK LIMITED,,V - 9000133621 - 00106030,45685
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,GENERAL DYNAMICS UK LIMITED,,V - 9000133621 - 00107977,49839
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,GENERAL DYNAMICS UK LIMITED,,V - 9000133621 - 00107978,34782.75
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,IMPERIAL COLLEGE LONDON,,V - 9000133627 - 00108841,69680
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,ADVANCED DEFENCE MATERIALS LIMITED,,V - 9000133630 - 00105580,34000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,MILLBROOK PROVING GROUND LIMITED,,V - 9000133638 - 00109451,74865
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,MILLBROOK PROVING GROUND LIMITED,,V - 9000133638 - 00111488,-74865
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,HELYX SECURE INFORMATION SYSTEMS LIMITED,,V - 9000133644 - 00107579,23887.24
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Publications/Subscriptions,Infrastructure,JANE'S INFORMATION GROUP LIMITED,,V - 9000133645 - 00111616,113454
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF MANCHESTER,,V - 9000133648 - 00107935,30502
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Capital Asset expenditure,Infrastructure,BCD ENGINEERING (UK) LIMITED,,V - 9000133653 - 00110817,200000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,SPEX SERVICES LIMITED,,V - 9000133661 - 00111058,94078
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00106560,21888
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000133667 - 00107121,36289.3
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00107132,251346
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00107144,100000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00107162,159254
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000133667 - 00107671,35957.57
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00107692,131468
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00108936,34560
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Professional Services,Operations,QINETIQ LIMITED,,V - 9000133667 - 00109971,24782
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00110097,478077
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00110471,190000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00110681,49000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00110875,60000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00110879,100000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000133667 - 00111187,25000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00111365,40000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133667 - 00111624,826992.21
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Capital Asset expenditure,Infrastructure,SERCO LIMITED,,V - 9000133669 - 00111027,39398.64
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000133669 - 00111298,120000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,IT Hardware,Infrastructure,SERCO LIMITED,,V - 9000133669 - 00111316,1770418.88
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,SELEX COMMUNICATIONS LIMITED,,V - 9000133670 - 00111314,24970.68
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,,V - 9000133674 - 00111313,43952.74
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000133674 - 00111317,83270.7
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000133674 - 00111318,125000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,GECKO HEAD GEAR LIMITED,,V - 9000133676 - 00107746,28537.3
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000133677 - 00104576,171559.6
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000133677 - 00106731,214449.5
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000133677 - 00110664,158299.9
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,ATHENE WORKS LIMITED,,V - 9000133678 - 00106813,35032
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,PROIMMUNE LIMITED,,V - 9000133681 - 00110488,39620.2
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Work,Operations,KIRINTEC LIMITED,,V - 9000133684 - 00110184,30000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,DELTA K EES LIMITED,,V - 9000133686 - 00110846,28000
Ministry of Defence,Defence Science and Technology Laboratory,17/06/2011,Sub Contracted Research,Programme Office,IGENCE LIMITED,,V - 9000133688 - 00110942,34960
Ministry of Defence,Ministry of Defence,20/06/2011,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,10821,963045.65
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,203.43
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,2509.8
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,8865.32
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,14673.36
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,19525.26
