Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",EDMUND BURGE,1051079,1416.96, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Special Adjustments,"Legal, People & Communications Group-Human Resources",GREATER LONDON HIRE LTD,1051080,193.52, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Special Adjustments,"Legal, People & Communications Group-Human Resources",GREATER LONDON HIRE LTD,1051080,9.68, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Central Telecommunications Services,Business & Skills Group-FE & Skills Investment,VODAFONE LTD,1051081,6.43, -Central Telecommunications Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Taxis (Programme),Knowledge and Innovation Group-Research Base,GLENN COACHES LTD,1051082,300.00, -Taxis (Programme),YO32 2PS,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,ICT Business Specific Application Services,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051083,101.70, -ICT Business Specific Application Services,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,PPMA LTD,1051084,3360.00, -Grants - Current - Other,SM6 9AA,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,ICT Business Specific Application Services,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051085,114.43, -ICT Business Specific Application Services,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,ICT Business Specific Application Services,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051087,115.58, -ICT Business Specific Application Services,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Publications (Programme),Business & Skills Group-Advanced Manufacturing Services,ROYAL AERONAUTICAL SOCIETY,1051089,5000.00, -Publications (Programme),W1J 7BQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Publications (Programme),Business & Skills Group-Advanced Manufacturing Services,BRITISH MARINE FEDERATION,1051090,5000.00, -Publications (Programme),TW20 8BF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hotels (Programme),Knowledge and Innovation Group-Research Base,ACCOR UK BUSINESS & LEISURE HOTELS LTD,1051097,4261.25, -Hotels (Programme),YO10 4FD,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hotels (Programme),Knowledge and Innovation Group-Research Base,ACCOR UK BUSINESS & LEISURE HOTELS LTD,1051097,154.00, -Hotels (Programme),YO10 4FD,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-RDA Transition and Closures,REGIONAL INFRASTRUCTURE FOR SOCIAL ENTERPRISE,1051098,88736.77, -Grants - Current - Other,EX2 5AZ,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2012,Capital Grants to Private Sector - Own Asset Creation,Business & Skills Group-RDA Transition and Closures,VESTAS TECHNOLOGY UK LTD,1051099,625000.00, -Capital Grants to Private Sector - Own Asset Creation,PO30 5WZ,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Other Training Costs,Finance & Commercial Group-Commercial Directorate,PDP TRAINING,1051100,1268.25, -Other Training Costs,SW4 0JY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Other Training Costs,Finance & Commercial Group-Commercial Directorate,PDP TRAINING,1051101,395.00, -Other Training Costs,SW4 0JY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Additions - Enterprise Equity Investments,Knowledge and Innovation Group-Innovation,BIS UK INNOVATION INVESTMENT FUND,1051102,313859.01, -Additions - Enterprise Equity Investments,SW1E 6SW,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Stationery,Knowledge and Innovation Group-Government Office for Science,BANNER BUSINESS SERVICES LTD,1051104,405.60, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Stationery,Knowledge and Innovation Group-Government Office for Science,BANNER BUSINESS SERVICES LTD,1051104,312.13, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Stationery,Finance & Commercial Group-Commercial Directorate,BANNER BUSINESS SERVICES LTD,1051105,97.42, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Publications,"Legal, People & Communications Group-Legal Services",THE LAW SOCIETY,1051106,1268.00, -Publications,B98 0TD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,IT Maintenance and Management Services,"Legal, People & Communications Group-Communications Directorate",EXPLORE GROUP LTD,1051114,1500.00, -IT Maintenance and Management Services,CM20 9GY,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Publications,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1051117,160.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Publications,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1051117,156.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2012,Grants - Current - Other,Knowledge and Innovation Group-Research Base,THE ROYAL SOCIETY,1051119,102000.00, -Grants - Current - Other,SW1Y 5AG,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Flexible Computing Service,Finance & Commercial Group-Commercial Directorate,VODAFONE LTD,1051120,36135.68, -Flexible Computing Service,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Flexible Computing Service,Finance & Commercial Group-Commercial Directorate,VODAFONE LTD,1051120,36042.53, -Flexible Computing Service,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",HAL WATSON,1051122,672.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",HAL WATSON,1051123,1020.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",KJB Partners Ltd,1051124,2505.94, -Criminal Law and Prosecution Work,DE56 0UN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",KJB Partners Ltd,1051125,3113.50, -Criminal Law and Prosecution Work,DE56 0UN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group-Legal Services",ADECCO UK LTD,1051129,487.40, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051131,565.07, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051132,576.54, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051133,262.69, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051133,147.80, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1051134,943.06, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051135,552.97, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051136,652.90, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Leased Buildings - Clearing,Finance & Commercial Group-Commercial Directorate,JOHN BRADSHAW & SON LTD T/A BCL,1051137,558.00, -Leased Buildings - Clearing,CR0 4RN,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group-Advanced Manufacturing Services,ADECCO UK LTD,1051138,623.17, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks-Europe Trade & International Directorate,ADECCO UK LTD,1051139,71.64, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks-Europe Trade & International Directorate,ADECCO UK LTD,1051139,88.55, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks-Europe Trade & International Directorate,ADECCO UK LTD,1051139,356.28, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051140,426.77, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Coaching,Business & Skills Group-Skills,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1051144,1350.00, -Coaching,SW1H 9BP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Other Training Costs,Finance & Commercial Group-Commercial Directorate,GURTEEN ASSOCIATES LTD T/A GURTEEN KNOWLEDGE,1051146,1500.00, -Other Training Costs,GU51 2UA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Rail Fares,Market Frameworks-Labour Market,IN-COMPANY TRAINING SERVICES LTD,1051147,42.00, -Rail Fares,TW11 9LW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Other Training Costs,Market Frameworks-Labour Market,IN-COMPANY TRAINING SERVICES LTD,1051147,1900.00, -Other Training Costs,TW11 9LW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Air Fares (Programme),Knowledge and Innovation Group-Research Base,UNIVERSITY OF STRATHCLYDE,1051149,1257.65, -Air Fares (Programme),G1 1XQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1051150,371366.89, -Grants - Current - Other,SW1H 0ET,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group-Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1051151,14117.48,Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Payroll Services,"Legal, People & Communications Group-Human Resources",LOGICA UK LTD,1051153,6079.36, -Payroll Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,ADECCO UK LTD,1051155,126.08, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Recoveries Account,Corporate Payments-,CABINET OFFICE,1051156,7498.90,Recoveries Account,CF14 3UW,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Professional Subscriptions,Finance & Commercial Group-Commercial Directorate,UNIVERSITY OF READING,1051157,7140.00, -Professional Subscriptions,RG6 6AH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Other Training Costs,"Legal, People & Communications Group-Career Centre Summary",WALKER-COX LTD (A RANDSTAD COMPANY),1051158,3901.08, -Other Training Costs,W1D 1NN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,CENEX,1051159,25000.00, -Grants - Current - Other,LE11 3TU,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,ONE NORTH EAST,1051160,8068.68, -Grants - Current - Other,NE15 8NY,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,ONE NORTH EAST,1051160,44055.75, -Grants - Current - Other,NE15 8NY,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,ONE NORTH EAST,1051160,44055.75, -Grants - Current - Other,NE15 8NY,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hospitality - UK,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,HOUSE OF COMMONS CATERING AND RETAIL SERVICES,1051161,230.00, -Hospitality - UK,SW1A 0AA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,NORTHWEST REGIONAL DEVELOPMENT AGENCY,1051163,56420.35, -Grants - Current - Other,WA1 1QN,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Reprographic Equipment,Finance & Commercial Group-Commercial Directorate,DANWOOD GROUP,1051164,229.59, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,CENEX,1051165,75438.22, -Grants - Current - Other,LE11 3TU,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Leadership & People Management Training,"Legal, People & Communications Group-Human Resources",LEARNLAB LTD,1051167,9900.00, -Leadership & People Management Training,SO22 4ND,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Leased Buildings - Clearing,Finance & Commercial Group-Commercial Directorate,EC HARRIS LLP,1051169,10323.07, -Leased Buildings - Clearing,M60 3NT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Conference Facilities,ESBR-Better Regulation Executive (BRE),INSTITUTE FOR GOVERNMENT,1051170,568.00, -Hire of Conference Facilities,SW1Y 5AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Conference Facilities,ESBR-Better Regulation Executive (BRE),INSTITUTE FOR GOVERNMENT,1051170,12.00, -Hire of Conference Facilities,SW1Y 5AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Reprographic Equipment,Finance & Commercial Group-Commercial Directorate,DANWOOD GROUP,1051171,10.62, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Reprographic Equipment,Finance & Commercial Group-Commercial Directorate,DANWOOD GROUP,1051172,172.24, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group-Finance Group,ANGELA LANDAU,1051173,174.00, -Cash Expenditure during the Year - Other Programme Provisions,NW11 6NH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Maintenance,Finance & Commercial Group-Commercial Directorate,PHILIP JARVIS,1051174,75.00, -Maintenance,LS17 1BR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group-Finance Group,ARTHUR D HARVERD,1051175,583.00, -Cash Expenditure during the Year - Other Programme Provisions,E1 8NN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Reprographic Equipment,Finance & Commercial Group-Commercial Directorate,DANWOOD GROUP,1051176,25.87, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group-Finance Group,CHARLES BARRINGTON,1051177,174.00, -Cash Expenditure during the Year - Other Programme Provisions,IP13 6NW,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group-Finance Group,MICHAEL POSEN,1051178,174.00, -Cash Expenditure during the Year - Other Programme Provisions,NW11 8AE,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Grants - Current - Other,Business & Skills Group-Skills Directorate,WOMEN IN PRISON LTD,1051179,20000.00, -Grants - Current - Other,N1 2HY,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group-Finance Group,SALLY FRIEND,1051180,174.00, -Cash Expenditure during the Year - Other Programme Provisions,NW3 6QA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",HM LAND REGISTRY,1051182,36.00, -Criminal Law and Prosecution Work,PL6 5HY,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Secondees (not paid directly),Business & Skills Group-Advanced Manufacturing Services,CONSTRUCTION INDUSTRY COUNCIL,1051183,11842.90, -Secondees (not paid directly),WC1E 7BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,IT Services (Programme),Business & Skills Group-Advanced Manufacturing Services,PFI KNOWLEDGE SOLUTIONS LTD,1051184,12000.00, -IT Services (Programme),W1J 8DJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Economic Consultancy & Research,Business & Skills Group-Advanced Manufacturing Services,OXERA CONSULTING LTD,1051186,40645.64, -Economic Consultancy & Research,OX1 1JD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",JAMES RAE,1051187,7224.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1051192,996.24, -Hire of Agency Staff (Professional/Management),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1051194,582.30, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group-Skills,ADECCO UK LTD,1051195,172.03, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group-Skills,ADECCO UK LTD,1051195,630.00, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Outsourced Programme Management Services,Business & Skills Group-Further Education & Skills Investment,BEYOND STANDARDS LTD,1051196,1703.77, -Outsourced Programme Management Services,BS29 6BN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051197,13.50, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051197,113.98, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Outsourced Programme Management Services,Business & Skills Group-Further Education & Skills Investment,BEYOND STANDARDS LTD,1051199,5236.75, -Outsourced Programme Management Services,BS29 6BN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051200,56.39, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051202,11.27, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051202,45.12, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,GTN Services,Finance & Commercial Group-Commercial Directorate,CABLE & WIRELESS COMMUNICATIONS PLC,1051204,49.45, -GTN Services,MK3 5JP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051205,13.50, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051205,67.58, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Financial Advice and Services,Knowledge and Innovation Group-Innovation,CAPITAL FOR ENTERPRISE LTD,1051207,8333.33, -Financial Advice and Services,S8 0XN,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051208,13.50, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051208,113.98, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Purchase of Completed Research,Knowledge and Innovation Group-Innovation,WARWICK ECONOMICS & DEVELOPMENT LTD,1051209,10700.00, -Purchase of Completed Research,CV32 5QN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,PPM (Project & Programme Management) Training,Knowledge and Innovation Group-Government Office for Science,HEMSLEY FRASER GROUP LTD,1051210,1039.20, -PPM (Project & Programme Management) Training,PL12 6JW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Grant in Aid - Current -Other,Market Frameworks-Labour Market,ACAS,1051211,830000.00, -Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Grant in Aid - Current -Other,Market Frameworks-Labour Market,ACAS,1051211,170000.00, -Grant in Aid - Current -Other,NW1 3JJ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051212,13.50, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1051212,113.98, -Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2012,PPM (Project & Programme Management) Training,Knowledge and Innovation Group-Government Office for Science,HEMSLEY FRASER GROUP LTD,1051213,719.20, -PPM (Project & Programme Management) Training,PL12 6JW,,,,Administration
