Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,05/12/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,876315,Feasibility studies covering concept/assessment phase costs,"10,366.43"
Ministry of Defence,Ministry of Defence,19/12/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,881809,Consumption of medical dental and veterinary inventory,"10,281.32"
Ministry of Defence,Ministry of Defence,02/12/2011,Purchase of inventory and services ,Defence Equipment & Support,HIRTENBERGER DEFENCE SYSTEMS GMBH & CO KG,,5000067351,Raw material and consumable or capital spare purchased,"10,278.26"
Ministry of Defence,Ministry of Defence,22/12/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013058,Cost of claims/compensation and related expenses against MOD,"10,247.61"
Ministry of Defence,Ministry of Defence,12/12/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,879400,Estate + facilities management services - accommodation inventory + service,"10,231.95"
Ministry of Defence,Ministry of Defence,14/12/2011,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,880102,Cost of food services,"10,223.16"
Ministry of Defence,Ministry of Defence,05/12/2011,Research and development,Defence Equipment & Support,R2B2 LIMITED,RG40 4JR,876539,Research and development at the pre main gate stage of a project,"10,168.00"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,879560,Consumption of engineering and technical inventory,"10,128.76"
Ministry of Defence,Ministry of Defence,01/12/2011,"Transportation of personnel, freight and travel expenses",Air Command,PLANT SPEED LIMITED,BS10 7ES,875103,Freight movement costs,"10,106.99"
Ministry of Defence,Ministry of Defence,02/12/2011,Food and clothing,Air Command,COTSWOLD OUTDOOR LTD,SN16 9SH,875439,Cost of purchasing and repairing clothing,"10,032.76"
Ministry of Defence,Ministry of Defence,20/12/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,882497,Consumption of medical dental and veterinary inventory,"10,015.35"
Ministry of Defence,Ministry of Defence,22/12/2011,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,883912,Fiscal asset under construction - capital in year addition,"10,000.00"
Ministry of Defence,Ministry of Defence,12/12/2011,"Public relations, including marketing and advertising.",Central TLB,CENTRAL OFFICE OF INFORMATION,SE1 7DU,879019,Public relations services including items such as sales marketing and advertising,"9,999.60"
Ministry of Defence,Ministry of Defence,16/12/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,881328,Medical health services,"9,914.73"
Ministry of Defence,Ministry of Defence,09/12/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012982,Defence military assistance fund international subscriptions and other payments,"9,909.42"
Ministry of Defence,Ministry of Defence,16/12/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,881236,Estate + facilities management services - accommodation inventory + service,"9,891.83"
Ministry of Defence,Ministry of Defence,21/12/2011,Food and clothing,Navy Command,COTSWOLD OUTDOOR LTD,SN16 9SH,883061,Cost of purchasing and repairing clothing,"9,887.20"
Ministry of Defence,Ministry of Defence,02/12/2011,Rent and rates,Navy Command,G J SUCKLING,DA2 6HH,875542,Rent buildings - non civil estate property and married quarter property,"9,833.00"
Ministry of Defence,Ministry of Defence,06/12/2011,Research and development,Defence Equipment & Support,ATKINS LIMITED,WR5 1TX,876729,Research and development excluding defence science and technology laboratory,"9,815.50"
Ministry of Defence,Ministry of Defence,22/12/2011,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,883867,Spend on Inventory - General,"9,782.52"
Ministry of Defence,Ministry of Defence,16/12/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,881803,Cost of other material consumed,"9,774.81"
Ministry of Defence,Ministry of Defence,22/12/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,883633,Consumption of medical dental and veterinary inventory,"9,773.84"
Ministry of Defence,Ministry of Defence,15/12/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,880653,Cost of other material consumed,"9,770.24"
Ministry of Defence,Ministry of Defence,14/12/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,880515,Utilities consumed - gas,"9,742.07"
Ministry of Defence,Ministry of Defence,12/12/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,879499,Cost of other material consumed,"9,683.27"
Ministry of Defence,Ministry of Defence,29/12/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,884769,Consumption of medical dental and veterinary inventory,"9,675.31"
Ministry of Defence,British Defence Staff -United States,05/12/2011,"Transporation of personnel, freight and travel expenses",Air Command,INTERSTATE,,292048, RAF permanent posting long term detached duty ,"9,633.34"
Ministry of Defence,Ministry of Defence,20/12/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,882521,Cost of food purchases,"9,630.81"
Ministry of Defence,Ministry of Defence,23/12/2011,Food and clothing,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,884384,Cost of food services,"9,579.41"
Ministry of Defence,Ministry of Defence,09/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,878339,Consumption of medical dental and veterinary inventory,"9,558.83"
Ministry of Defence,Ministry of Defence,22/12/2011,Spend on Inventory - General,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,884232,Spend on Inventory - General,"9,551.90"
Ministry of Defence,Ministry of Defence,02/12/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,875274,Consumption of medical dental and veterinary inventory,"9,509.43"
Ministry of Defence,Ministry of Defence,21/12/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,882969,Transport other operating lease,"9,478.48"
Ministry of Defence,Ministry of Defence,01/12/2011,Fees for professional services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,874903,Fees for professional services excluding legal fees,"9,408.02"
Ministry of Defence,Ministry of Defence,16/12/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,881280,Cost of other material consumed,"9,406.72"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,C06 1HD,877913,Consumption of general inventory,"9,388.47"
Ministry of Defence,Ministry of Defence,19/12/2011,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,882341,Transport other hire charge,"9,384.68"
Ministry of Defence,Ministry of Defence,05/12/2011,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,876315,Cost of other material consumed,"9,384.01"
Ministry of Defence,Ministry of Defence,09/12/2011,Spend on Inventory - General,Defence Equipment & Support,SPANSET LIMITED,CW10 0HX,878817,Spend on Inventory - General,"9,366.00"
Ministry of Defence,Ministry of Defence,30/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,ME1 2XX,885129,Equipment support non-project costs,"9,356.00"
Ministry of Defence,Ministry of Defence,16/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,881208,Consumption of medical dental and veterinary inventory,"9,311.72"
Ministry of Defence,Ministry of Defence,01/12/2011,Payment of utilities,Central TLB,GB OILS LIMITED,FK5 4RB,874881,Utilities consumed - heating oil,"9,286.07"
Ministry of Defence,Ministry of Defence,05/12/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,876688,Cost of other material consumed,"9,279.33"
Ministry of Defence,Ministry of Defence,22/12/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013059,Military short term detached duty,"9,241.35"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,879508,Consumption of medical dental and veterinary inventory,"9,227.39"
Ministry of Defence,Ministry of Defence,06/12/2011,IT and communication services,Air Command,RACKSPACE LIMITED,UB11 1ET,877113,Information technology services,"9,204.00"
Ministry of Defence,Ministry of Defence,06/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,876700,Consumption of medical dental and veterinary inventory,"9,202.29"
Ministry of Defence,Ministry of Defence,02/12/2011,Estate management,Land Forces,BEZIRKSREGIERUNG DUESSELDORF,,5000067321,Works - estate management,"9,169.85"
Ministry of Defence,Ministry of Defence,14/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,879952,Post design services which are not capitalised,"9,169.00"
Ministry of Defence,Ministry of Defence,12/12/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,879007,Cost of other material consumed,"9,151.70"
Ministry of Defence,Ministry of Defence,12/12/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000012992,Movement of service personnel,"9,131.47"
Ministry of Defence,Ministry of Defence,09/12/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,878378,Transport other operating lease,"9,115.28"
Ministry of Defence,Ministry of Defence,07/12/2011,Fuel for military use,Command Joint Operations,ARVAL UK LTD,SN5 6PE,877267,Oil and lubricants consumed excluding those from the inventory system,"9,108.95"
Ministry of Defence,Ministry of Defence,07/12/2011,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,877509,Spend on Inventory - General,"9,050.69"
Ministry of Defence,Ministry of Defence,22/12/2011,Payment of utilities,Land Forces,PACE FUELCARE LIMITED,TW20 9AB,884082,Utilities consumed - heating oil,"9,042.19"
Ministry of Defence,Ministry of Defence,14/12/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,880203,Medical health services,"9,027.02"
Ministry of Defence,Ministry of Defence,14/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,880384,Equipment support non-project costs,"9,005.76"
Ministry of Defence,Ministry of Defence,21/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,882911,Consumption of medical dental and veterinary inventory,"8,991.74"
Ministry of Defence,Ministry of Defence,30/12/2011,Spend on Inventory - General,Defence Equipment & Support,MAN TRUCK & BUS UK LTD,SN5 8YU,885210,Spend on Inventory - General,"8,970.00"
Ministry of Defence,Ministry of Defence,29/12/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,884832,Medical health services,"8,896.99"
Ministry of Defence,Ministry of Defence,22/12/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,884164,Estate + facilities management services - accommodation inventory + service,"8,890.71"
Ministry of Defence,Ministry of Defence,29/12/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,884910,Medical health services,"8,888.43"
Ministry of Defence,Ministry of Defence,09/12/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,878891,Cost of other material consumed,"8,878.99"
Ministry of Defence,Ministry of Defence,29/12/2011,IT and communication services,Central TLB,SERCO LIMITED,RG27 9UY,885029,Telephone minor equipment below capitalisation threshold,"8,878.65"
Ministry of Defence,Ministry of Defence,16/12/2011,Payment of utilities,Air Command,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,881349,Utilities consumed - heating oil,"8,865.00"
Ministry of Defence,Ministry of Defence,07/12/2011,Food and clothing,Command Joint Operations,SODEXO LTD,BFPO 57,5000067780,Cost of food purchases,"8,840.12"
Ministry of Defence,Ministry of Defence,20/12/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,882661,Fees for professional services excluding legal fees,"8,777.25"
Ministry of Defence,Ministry of Defence,21/12/2011,Payment of utilities,Central TLB,WATSON PETROLEUM LTD,SN15 5DN,883612,Utilities consumed - heating oil,"8,748.96"
Ministry of Defence,Ministry of Defence,06/12/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,877145,Estate + facilities management services - accommodation inventory + service,"8,743.09"
Ministry of Defence,Ministry of Defence,23/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,RFD BEAUFORT LIMITED,CH41 1HQ,884635,Equipment support project costs,"8,728.57"
Ministry of Defence,Ministry of Defence,20/12/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,882903,Cost of other material consumed,"8,718.58"
Ministry of Defence,Ministry of Defence,22/12/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,883633,Consumption of medical dental and veterinary inventory,"8,699.66"
Ministry of Defence,Defence Science and Technology Laboratory,09/12/2011,Professional Services,Corporate,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000138454 - 00122832,,"8,668.26"
Ministry of Defence,Ministry of Defence,29/12/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,884800,Spend on Inventory - General,"8,638.29"
Ministry of Defence,Ministry of Defence,06/12/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,876740,Transport other operating lease,"8,629.22"
Ministry of Defence,Ministry of Defence,22/12/2011,Payment of utilities,Defence Equipment & Support,PACE FUELCARE LIMITED,TW20 9AB,884082,Utilities consumed - heating oil,"8,618.40"
Ministry of Defence,Ministry of Defence,01/12/2011,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,874706,Cost of other material consumed,"8,604.17"
Ministry of Defence,Ministry of Defence,14/12/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,879997,Spend on Inventory - General,"8,594.24"
Ministry of Defence,Ministry of Defence,22/12/2011,Spend on Inventory - General,Defence Equipment & Support,RFD BEAUFORT LIMITED,CH41 1HQ,884121,Spend on Inventory - General,"8,582.91"
