N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),3.42
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),9.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG067,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),5.50
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),7.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG092,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG028,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),9.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG028,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG028,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),7.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG028,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG103,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG082,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG082,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG082,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG082,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.92
N/A,Department for Communities and Local Government,Regions and Communities,CLG082,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),2.00,
N/A,Department for Communities and Local Government,Communities,N/A,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),5.00,
N/A,Department for Communities and Local Government,Communities,N/A,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),5.00,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.53,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),15.60,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,HEO (D),27000,35000,Civil Service Fast Streamer,3.67,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),14.00,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),34.77,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
N/A,Department for Communities and Local Government,Communities,N/A,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),10.92,The Programme Team is a flexible resource. Members of the team work on a variety of projects both within the team and across the Department. For this purpose they have not been assigned to a specific Deputy Director
,,,,,,,,2015.94,
