Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BASSETLAW DC (HSG),,,,5000174484,Grant Payable by Exchequer,S80 2AH,"36,816.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BATH & NE SOMERSET DC (HSG),,,,5000174488,Grant Payable by Exchequer,BA1 5AW,"55,761.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BEXLEY LB (HSG),,,,5000174494,Grant Payable by Exchequer,DA8 1TL,"55,054.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BLABY DC (HSG),,,,5000174498,Grant Payable by Exchequer,LE9 5EP,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BOSTON BC,,,,5000174502,Grant Payable by Exchequer,PE21 8QR,"16,905.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRAINTREE DC,,,,5000174504,Grant Payable by Exchequer,CM7 6HB,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRECKLAND DC,,,,5000174510,Grant Payable by Exchequer,NR19 1EE,"29,135.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRENT LB (HSG),,,,5000174512,Grant Payable by Exchequer,HA9 9HD,"151,933.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRISTOL CITY CNCL (HSG),,,,5000174518,Grant Payable by Exchequer,BS99 7BL,"182,036.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BROADLAND DC,,Large,,5000174520,Grant Payable by Exchequer,NR7 0DU,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BROMSGROVE DC,,,,5000174526,Grant Payable by Exchequer,B60 1AA,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CANTERBURY CITY CNCL,,,,5000174530,Grant Payable by Exchequer,CT1 1YW,"28,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CARLISLE CITY CNCL,,,,5000174532,Grant Payable by Exchequer,CA3 8QG,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHERWELL DC,,,,5000174536,Grant Payable by Exchequer,OX15 4AA,"10,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHICHESTER DC,,,,5000174542,Grant Payable by Exchequer,PO19 1TY,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHILTERN DC (HSG),,,,5000174544,Grant Payable by Exchequer,HP6 5AW,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHRISTCHURCH BC (HSG),,,,5000174550,Grant Payable by Exchequer,BH23 1AZ,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CITY OF LONDON (HSG),,,,5000174554,Grant Payable by Exchequer,EC2P 2EJ,"50,156.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CITY OF SUNDERLAND (HSG),,,,5000174556,Grant Payable by Exchequer,SR2 7DN,"90,267.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,COPELAND BC,,,,5000174560,Grant Payable by Exchequer,CA28 7NY,"55,139.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CORBY BC,,,,5000174564,Grant Payable by Exchequer,NN17 1GD,"6,195.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,COTSWOLD DC,,,,5000174568,Grant Payable by Exchequer,GL7 1PX,"4,206.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CRAVEN DC (HSG),,,,5000174574,Grant Payable by Exchequer,BD23 1PS,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CRAWLEY BC,,,,5000174576,Grant Payable by Exchequer,RH10 1UZ,"11,905.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DARTFORD BC,,,,5000174582,Grant Payable by Exchequer,DA1 1DR,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DAVENTRY DC,,,,5000174586,Grant Payable by Exchequer,NN11 5AF,"4,556.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DERBYSHIRE DALES DC,,,,5000174589,Grant Payable by Exchequer,DE4 3NN,"11,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DOVER DC,,,,5000174594,Grant Payable by Exchequer,CT16 3PD,"13,889.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST CAMBRIDGESHIRE DC,,,,5000174596,Grant Payable by Exchequer,CB7 4PL,"5,606.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST DEVON DC,,,,5000174600,Grant Payable by Exchequer,EX10 8HL,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST HAMPSHIRE DC,,,,5000174604,Grant Payable by Exchequer,GU31 4EX,"8,989.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST HERTFORDSHIRE DC,,,,5000174610,Grant Payable by Exchequer,CM23 2EN,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST LINDSEY DC,,,,5000174614,Grant Payable by Exchequer,LN11 8UP,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST NORTHAMPTONSHIRE COUNCIL,,,,5000174616,Grant Payable by Exchequer,NN14 4LZ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST RIDING OF YORKS (HSG),,,,5000174622,Grant Payable by Exchequer,HU17 9BA,"90,361.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST STAFFORDSHIRE BC,,,,5000174624,Grant Payable by Exchequer,DE14 2EB,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EDEN DC (HSG),,,,5000174630,Grant Payable by Exchequer,CA11 7QF,"10,622.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ELMBRIDGE BC (HSG),,,,5000174632,Grant Payable by Exchequer,KT10 9SD,"7,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,FAREHAM BC,,,,5000174636,Grant Payable by Exchequer,PO16 7PU,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,FENLAND DC,,,,5000174640,Grant Payable by Exchequer,PE15 8NQ,"40,613.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,FOREST HEATH DISTRICT COUNCIL,,,,5000174644,Grant Payable by Exchequer,IP28 7EY,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,FOREST OF DEAN DC,,,,5000174648,Grant Payable by Exchequer,GL16 8HG,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GUILDFORD BC,,,,5000174652,Grant Payable by Exchequer,GU2 5BB,"31,038.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HALTON BC (HSG),,,,5000174658,Grant Payable by Exchequer,WA8 7QF,"51,744.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HAMBLETON DC (HSG),,,,5000174660,Grant Payable by Exchequer,DL6 2UU,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARBOROUGH DC (HSG),,,,5000174666,Grant Payable by Exchequer,LE16 7AG,"7,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARROGATE BC,,,,5000174668,Grant Payable by Exchequer,HG1 2SG,"8,333.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HEREFORDSHIRE COUNCIL,,,,5000174673,Grant Payable by Exchequer,HR4 0XH,"79,037.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HIGH PEAK BC,,,,5000174677,Grant Payable by Exchequer,SK17 6EL,"12,372.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HINCKLEY & BOSWORTH BC,,,,5000174680,Grant Payable by Exchequer,LE10 1BZ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HORSHAM DC,,,,5000174684,Grant Payable by Exchequer,RH12 1RL,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HUNTINGDONSHIRE DC,,,,5000174689,Grant Payable by Exchequer,PE18 6TN,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KINGS LYNN & WEST NORFOLK BC,,,,5000174695,Grant Payable by Exchequer,PE30 1EX,"10,622.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KINGSTON UPON THAMES  (HSG),,,,5000174697,Grant Payable by Exchequer,KT1 1EU,"52,735.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KIRKLEES COUNCIL (HSG),,,,5000174700,Grant Payable by Exchequer,HD1 2YU,"70,792.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LANCASTER CITY CNCL,,,,5000174704,Grant Payable by Exchequer,LA1 1PJ,"7,822.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LEICESTER CITY CNCL (HSG),,,,5000174708,Grant Payable by Exchequer,LE1 6ZG,"105,980.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LEWES DC,,,,5000174712,Grant Payable by Exchequer,BN7 2DQ,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LEWISHAM LB (HSG),,,,5000174716,Grant Payable by Exchequer,SE6 4RU,"69,756.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MAIDSTONE BC,,,,5000174720,Grant Payable by Exchequer,ME15 6JQ,"10,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MALDON DC,,,,5000174724,Grant Payable by Exchequer,CM9 7DL,"10,788.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MANCHESTER CITY CNCL (HSG),,,,5000174730,Grant Payable by Exchequer,M60 2JR,"1,298,436.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MEDWAY TOWNS D C (HSG),,,,5000174732,Grant Payable by Exchequer,ME4 4TR,"62,198.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MELTON BC,,,,5000174738,Grant Payable by Exchequer,LE13 0UL,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MENDIP DISTRICT COUNCIL,,,,5000174740,Grant Payable by Exchequer,BA4 5BA,"17,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MID DEVON DC,,,,5000174744,Grant Payable by Exchequer,EX16 6PP,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MID SUFFOLK DC,,,,5000174748,Grant Payable by Exchequer,IP1 2DH,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MID SUSSEX DC,,,,5000174752,Grant Payable by Exchequer,RH16 1SS,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MOLE VALLEY DC,,,,5000174758,Grant Payable by Exchequer,RH4 1SJ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NEW FOREST DC,,,,5000174760,Grant Payable by Exchequer,SO43 9ZG,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NEWARK & SHERWOOD DC (HSG),,,,5000174766,Grant Payable by Exchequer,NG23 5QX,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH DEVON DC,,,,5000174768,Grant Payable by Exchequer,EX31 1EA,"35,604.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH DORSET DC,,,,5000174772,Grant Payable by Exchequer,DT11 7LL,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH EAST LINCOLN DC (HSG),,,,5000174776,Grant Payable by Exchequer,DN35 8LN,"97,698.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH HERTS DC (HOUSING) (HSG),,,,5000174782,Grant Payable by Exchequer,SG6 3HN,"7,355.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH LINCOLNSHIRE DC (HSG),,,,5000174784,Grant Payable by Exchequer,DN16 1AB,"71,297.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH NORFOLK DC,,,,5000174788,Grant Payable by Exchequer,NR27 9EJ,"10,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH WARWICKSHIRE BC,,Large,,5000174792,Grant Payable by Exchequer,CV9 1DE,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH WEST LEICESTER DC,,,,5000174798,Grant Payable by Exchequer,LE67 3FJ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,OADBY & WIGSTON BC (HSG),,,,5000174800,Grant Payable by Exchequer,LE8 2DR,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,POOLE BC (HSG),,,,5000174806,Grant Payable by Exchequer,BH15 2RU,"37,828.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,PURBECK DC,,,,5000174808,Grant Payable by Exchequer,DT2 8UP,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,RIBBLE VALLEY BC,,,,5000174814,Grant Payable by Exchequer,BB7 2RA,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,RICHMONDSHIRE DC,,,,5000174816,Grant Payable by Exchequer,DL10 4JE,"6,548.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ROTHER DC (HSG),,,,5000174822,Grant Payable by Exchequer,TN39 3JX,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,RUSHCLIFFE BOROUGH COUNCIL,,,,5000174824,Grant Payable by Exchequer,NG2 5FE,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,RYEDALE DC,,,,5000174830,Grant Payable by Exchequer,YO17 0HH,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SCARBOROUGH BC,,Large,,5000174832,Grant Payable by Exchequer,YO11 2HG,"5,489.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SEDGEMOOR DC,,,,5000174837,Grant Payable by Exchequer,TA6 3AR,"10,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SELBY DC,,,,5000174843,Grant Payable by Exchequer,YO8 0SA,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SEVENOAKS DC,,,,5000174845,Grant Payable by Exchequer,TN13 1HG,"7,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SHEPWAY DISTRICT COUNCIL,,,,5000174851,Grant Payable by Exchequer,CT20 2QY,"36,954.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH BUCKS DC (HSG),,,,5000174853,Grant Payable by Exchequer,UB9 4LH,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH CAMBRIDGESHIRE DC,,,,5000174859,Grant Payable by Exchequer,CB23 6EA,"4,206.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH DERBYSHIRE D C,,,,5000174861,Grant Payable by Exchequer,DE11 0AH,"5,373.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH GLOUCESTERSHIRE DC (HSG),,,,5000174865,Grant Payable by Exchequer,BS15 2TR,"59,378.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH HAMS DC,,,,5000174869,Grant Payable by Exchequer,TQ9 5NE,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH HOLLAND,,,,5000174875,Grant Payable by Exchequer,PE11 2XE,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH KESTEVEN DC (HSG),,,,5000174877,Grant Payable by Exchequer,NG31 6PZ,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH LAKELAND DC,,,,5000174883,Grant Payable by Exchequer,LA49 4DQ,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH NORFOLK DC,,,,5000174885,Grant Payable by Exchequer,NR15 2XE,"16,455.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH NORTHAMPTONSHIRE DC,,,,5000174889,Grant Payable by Exchequer,NN12 7AE,"5,489.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH OXFORDSHIRE DC,,,,5000174893,Grant Payable by Exchequer,OX10 8HQ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH SOMERSET DC,,,,5000174897,Grant Payable by Exchequer,BA20 2DS,"6,189.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SOUTH STAFFORDSHIRE DC,,,,5000174903,Grant Payable by Exchequer,WV8 1PX,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SPELTHORNE DC,,,,5000174905,Grant Payable by Exchequer,TW18 1XB,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ST EDMUNDSBURY (HSG),,,,5000174911,Grant Payable by Exchequer,IP33 3YS,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,STAFFORDSHIRE MOORLANDS DC,,,,5000174913,Grant Payable by Exchequer,ST13 6HQ,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,STOCKTON-ON-TEES BC (HSG),,,,5000174917,Grant Payable by Exchequer,TS23 2YS,"58,291.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,STROUD DC (HSG),,,,5000174921,Grant Payable by Exchequer,GL5 4UB,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SUFFOLK CC (SOCIAL CARE SERV) (H,,,,5000174925,Grant Payable by Exchequer,IP4 1LH,"138,280.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,SUFFOLK COASTAL DC (HSG),,,,5000174929,Grant Payable by Exchequer,IP12 1AU,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TANDRIDGE DC,,,,5000174933,Grant Payable by Exchequer,RH8 0BT,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TAUNTON DEANE BC,,,,5000174937,Grant Payable by Exchequer,TA1 1HE,"11,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TEIGNBRIDGE DC,,,,5000174943,Grant Payable by Exchequer,TQ12 4XX,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TENDRING DC,,,,5000174945,Grant Payable by Exchequer,CO15 1SE,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TEST VALLEY BC,,,,5000174951,Grant Payable by Exchequer,SP10 3AJ,"7,355.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TEWKESBURY BC,,,,5000174953,Grant Payable by Exchequer,GL20 5TT,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,THANET DC,,,,5000174957,Grant Payable by Exchequer,CT8 1XZ,"101,935.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TONBRIDGE & MALLING BC,,,,5000174961,Grant Payable by Exchequer,ME19 6LZ,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TORRIDGE DC,,,,5000174967,Grant Payable by Exchequer,EX39 2HT,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TOWER HAMLETS LB (HSG),,,,5000174969,Grant Payable by Exchequer,E14 2BG,"518,261.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,TUNBRIDGE WELLS BC,,,,5000174973,Grant Payable by Exchequer,TN1 1RS,"7,355.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,UTTLESFORD DC,,,,5000174979,Grant Payable by Exchequer,CB11 4ER,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,VALE OF WHITE HORSE DC,,,,5000174981,Grant Payable by Exchequer,OX14 3JH,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WAVENEY DISTRICT COUNCIL,,Large,,5000174985,Grant Payable by Exchequer,NR32 1HS,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WAVERLEY BC V177,,,,5000174991,Grant Payable by Exchequer,GU7 1HR,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEALDEN DC,,,,5000174993,Grant Payable by Exchequer,BN22 9LN,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WELWYN HATFIELD COUNCIL,,,,5000174997,Grant Payable by Exchequer,AL8 6AE,"15,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEST DEVON BC,,,,5000175003,Grant Payable by Exchequer,PL19 0BZ,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEST DORSET DC,,,,5000175005,Grant Payable by Exchequer,DT1 1UZ,"8,172.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEST LINDSEY DC,,,,5000175011,Grant Payable by Exchequer,DN21 2NA,"5,373.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEST OXFORDSHIRE DC,,,,5000175013,Grant Payable by Exchequer,OX28 1NB,"11,205.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WEST SOMERSET DC,,,,5000175019,Grant Payable by Exchequer,TA4 4QA,"9,959.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WINCHESTER CITY CNCL,,,,5000175021,Grant Payable by Exchequer,SO23 9LJ,"15,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WINDSOR & MAIDENHEAD (HSG),,,,5000175027,Grant Payable by Exchequer,SL6 1RF,"36,910.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WYCHAVON DISTRICT COUNCIL,,,,5000175029,Grant Payable by Exchequer,WR10 1PT,"7,355.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WYCOMBE DC,,Medium,,5000175033,Grant Payable by Exchequer,HP11 1BB,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,WYRE BC,,,,5000175039,Grant Payable by Exchequer,FY6 7PU,"5,723.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ADUR DC,,,,5000175041,Grant Payable by Exchequer,BN11 1HB,"4,789.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ALLERDALE BC,,,,5000175045,Grant Payable by Exchequer,CA14 2RS,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,AMBER VALLEY BC,,,,5000175049,Grant Payable by Exchequer,DE5 3WZ,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ASHFIELD DC,,,,5000175055,Grant Payable by Exchequer,NG17 8DA,"17,521.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BARNET LBC,,,,5000175057,Grant Payable by Exchequer,NW4 4BG,"72,921.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BARNSLEY MBC,,,,5000175063,Grant Payable by Exchequer,S70 2AQ,"62,317.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BARROW BC,,,,5000175067,Grant Payable by Exchequer,LA14 2LD,"221,470.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BASILDON DISTRICT COUNCIL,,,,5000175069,Grant Payable by Exchequer,SS14 1XA,"28,371.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BASINGSTOKE & DEANE BC,,,,5000175073,Grant Payable by Exchequer,RG21 2AJ,"10,039.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BIRMINGHAM CITY CNCL,,,,5000175079,Grant Payable by Exchequer,B3 3AB,"234,562.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BLACKBURN WITH DARWEN BC,,,,5000175081,Grant Payable by Exchequer,BB1 7DY,"297,687.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BLACKPOOL BC,,,,5000175087,Grant Payable by Exchequer,FY1 1NA,"83,078.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BOLSOVER DC,,,,5000175089,Grant Payable by Exchequer,S44 6NF,"196,771.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BOLTON MBC,,,,5000175093,Grant Payable by Exchequer,BL1 1RU,"81,965.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BOURNEMOUTH DC,,,,5000175099,Grant Payable by Exchequer,BH2 6EB,"86,227.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRACKNELL FOREST DC,,,,5000175101,Grant Payable by Exchequer,RG12 1AQ,"30,614.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRADFORD MBC,,,,5000175107,Grant Payable by Exchequer,BD1 1HX,"121,636.00",Yes
