Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH LAKELAND DC,,,,5000178048,Grant Payable by Exchequer,LA49 4DQ,"7,123.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH NORFOLK DC,,,,5000178049,Grant Payable by Exchequer,NR15 2XE,"16,455.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH NORTHAMPTONSHIRE DC,,,,5000178050,Grant Payable by Exchequer,NN12 7AE,"5,489.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH OXFORDSHIRE DC,,,,5000178051,Grant Payable by Exchequer,OX10 8HQ,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH SOMERSET DC,,,,5000178052,Grant Payable by Exchequer,BA20 2DS,"6,188.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SOUTH STAFFORDSHIRE DC,,,,5000178053,Grant Payable by Exchequer,WV8 1PX,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SPELTHORNE DC,,,,5000178054,Grant Payable by Exchequer,TW18 1XB,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ST EDMUNDSBURY (HSG),,,,5000178055,Grant Payable by Exchequer,IP33 3YS,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,STAFFORDSHIRE MOORLANDS DC,,,,5000178056,Grant Payable by Exchequer,ST13 6HQ,"4,789.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,STOCKTON-ON-TEES BC (HSG),,,,5000178057,Grant Payable by Exchequer,TS23 2YS,"58,291.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,STROUD DC (HSG),,,,5000178058,Grant Payable by Exchequer,GL5 4UB,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SUFFOLK CC (SOCIAL CARE SERV) (H,,,,5000178059,Grant Payable by Exchequer,IP4 1LH,"138,280.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,SUFFOLK COASTAL DC (HSG),,,,5000178060,Grant Payable by Exchequer,IP12 1AU,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TANDRIDGE DC,,,,5000178061,Grant Payable by Exchequer,RH8 0BT,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TAUNTON DEANE BC,,,,5000178062,Grant Payable by Exchequer,TA1 1HE,"11,789.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TEIGNBRIDGE DC,,,,5000178063,Grant Payable by Exchequer,TQ12 4XX,"9,455.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TENDRING DC,,,,5000178064,Grant Payable by Exchequer,CO15 1SE,"7,123.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TEST VALLEY BC,,,,5000178065,Grant Payable by Exchequer,SP10 3AJ,"7,356.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TEWKESBURY BC,,,,5000178066,Grant Payable by Exchequer,GL20 5TT,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,THANET DC,,,,5000178067,Grant Payable by Exchequer,CT8 1XZ,"101,934.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TONBRIDGE & MALLING BC,,,,5000178068,Grant Payable by Exchequer,ME19 6LZ,"4,789.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TORRIDGE DC,,,,5000178069,Grant Payable by Exchequer,EX39 2HT,"8,872.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TOWER HAMLETS LB (HSG),,,,5000178070,Grant Payable by Exchequer,E14 2BG,"518,261.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,TUNBRIDGE WELLS BC,,,,5000178071,Grant Payable by Exchequer,TN1 1RS,"7,356.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,UTTLESFORD DC,,,,5000178072,Grant Payable by Exchequer,CB11 4ER,"7,123.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,VALE OF WHITE HORSE DC,,,,5000178073,Grant Payable by Exchequer,OX14 3JH,"7,123.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WAVENEY DISTRICT COUNCIL,,Large,,5000178074,Grant Payable by Exchequer,NR32 1HS,"8,289.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WAVERLEY BC V177,,,,5000178075,Grant Payable by Exchequer,GU7 1HR,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEALDEN DC,,,,5000178076,Grant Payable by Exchequer,BN22 9LN,"8,872.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WELWYN HATFIELD COUNCIL,,,,5000178077,Grant Payable by Exchequer,AL8 6AE,"15,705.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEST DEVON BC,,,,5000178078,Grant Payable by Exchequer,PL19 0BZ,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEST DORSET DC,,,,5000178079,Grant Payable by Exchequer,DT1 1UZ,"8,172.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEST LINDSEY DC,,,,5000178080,Grant Payable by Exchequer,DN21 2NA,"5,372.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEST OXFORDSHIRE DC,,,,5000178081,Grant Payable by Exchequer,OX28 1NB,"11,206.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WEST SOMERSET DC,,,,5000178082,Grant Payable by Exchequer,TA4 4QA,"9,958.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WINCHESTER CITY CNCL,,,,5000178083,Grant Payable by Exchequer,SO23 9LJ,"15,872.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WINDSOR & MAIDENHEAD (HSG),,,,5000178084,Grant Payable by Exchequer,SL6 1RF,"36,909.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WYCHAVON DISTRICT COUNCIL,,,,5000178085,Grant Payable by Exchequer,WR10 1PT,"7,356.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WYCOMBE DC,,Medium,,5000178086,Grant Payable by Exchequer,HP11 1BB,"8,289.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,WYRE BC,,,,5000178087,Grant Payable by Exchequer,FY6 7PU,"5,722.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ADUR DC,,,,5000178088,Grant Payable by Exchequer,BN11 1HB,"4,789.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ALLERDALE BC,,,,5000178089,Grant Payable by Exchequer,CA14 2RS,"6,539.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,AMBER VALLEY BC,,,,5000178090,Grant Payable by Exchequer,DE5 3WZ,"6,539.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ASHFIELD DC,,,,5000178091,Grant Payable by Exchequer,NG17 8DA,"17,521.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BARNET LBC,,,,5000178092,Grant Payable by Exchequer,NW4 4BG,"72,921.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BARNSLEY MBC,,,,5000178093,Grant Payable by Exchequer,S70 2AQ,"62,316.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BARROW BC,,,,5000178094,Grant Payable by Exchequer,LA14 2LD,"221,471.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BASILDON DISTRICT COUNCIL,,,,5000178095,Grant Payable by Exchequer,SS14 1XA,"28,372.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BASINGSTOKE & DEANE BC,,,,5000178096,Grant Payable by Exchequer,RG21 2AJ,"10,038.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BIRMINGHAM CITY CNCL,,,,5000178097,Grant Payable by Exchequer,B3 3AB,"234,562.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BLACKBURN WITH DARWEN BC,,,,5000178098,Grant Payable by Exchequer,BB1 7DY,"297,687.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BLACKPOOL BC,,,,5000178099,Grant Payable by Exchequer,FY1 1NA,"83,078.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BOLSOVER DC,,,,5000178100,Grant Payable by Exchequer,S44 6NF,"196,771.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BOLTON MBC,,,,5000178101,Grant Payable by Exchequer,BL1 1RU,"81,966.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BOURNEMOUTH DC,,,,5000178102,Grant Payable by Exchequer,BH2 6EB,"86,227.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BRACKNELL FOREST DC,,,,5000178103,Grant Payable by Exchequer,RG12 1AQ,"30,614.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BRADFORD MBC,,,,5000178104,Grant Payable by Exchequer,BD1 1HX,"121,636.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BRENTWOOD BC,,,,5000178105,Grant Payable by Exchequer,CM15 8AY,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BRIGHTON & HOVE CITY COUNCIL,,,,5000178106,Grant Payable by Exchequer,BN3 2SR,"161,363.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BROMLEY LB,,,,5000178107,Grant Payable by Exchequer,BR1 3UH,"58,164.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BROXBOURNE BC,,,,5000178108,Grant Payable by Exchequer,EN8 9XG,"5,372.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BROXTOWE BC,,,,5000178109,Grant Payable by Exchequer,NG9 1AB,"7,356.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BUCKINGHAMSHIRE CC,,,,5000178110,Grant Payable by Exchequer,HP20 1UD,"102,633.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,BURNLEY BC,,,,5000178111,Grant Payable by Exchequer,BB11 1JA,"342,098.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GMRB,,,,5000178112,Grant Payable by Exchequer,BL9 0SW,"74,723.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CALDERDALE MBC,,,,5000178113,Grant Payable by Exchequer,HX1 1YP,"83,917.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CAMBRIDGE CITY COUNCIL,,,,5000178114,Grant Payable by Exchequer,CB2 3NA,"47,954.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CAMBRIDGESHIRE COUNTY CNCL,,,,5000178115,Grant Payable by Exchequer,CB3 0AP,"93,001.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CAMDEN LB,,,,5000178116,Grant Payable by Exchequer,WC1H 8NG,"196,936.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CANNOCK CHASE DC,,,,5000178117,Grant Payable by Exchequer,WS11 1BG,"6,188.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CASTLE POINT BC,,,,5000178118,Grant Payable by Exchequer,SS7 1TF,"7,123.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CHARNWOOD BC,,,,5000178119,Grant Payable by Exchequer,LE11 2TU,"8,755.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CHELMSFORD BC,,,,5000178120,Grant Payable by Exchequer,CM1 1JE,"5,372.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CHELTENHAM BC,,,,5000178121,Grant Payable by Exchequer,GL50 1PW,"7,706.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CHESTERFIELD BC,,,,5000178122,Grant Payable by Exchequer,S40 1LP,"103,852.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CHORLEY DC,,,,5000178123,Grant Payable by Exchequer,PR7 1DP,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,COLCHESTER BC,,,,5000178124,Grant Payable by Exchequer,CO3 3WG,"16,455.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,COVENTRY CITY CNCL,,,,5000178125,Grant Payable by Exchequer,CV1 2QL,"74,460.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CROYDON LB,,,,5000178126,Grant Payable by Exchequer,CR9 3JS,"108,444.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CUMBRIA COUNTY CNCL,,,,5000178127,Grant Payable by Exchequer,CA3 8NA,"115,829.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DACORUM BC,,,,5000178128,Grant Payable by Exchequer,HP1 1HH,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DARLINGTON BC,,,,5000178129,Grant Payable by Exchequer,TS19 1JA,"37,796.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DERBY CITY CNCL,,,,5000178130,Grant Payable by Exchequer,DE1 2FS,"77,773.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DERBYSHIRE COUNTYCOUNCIL,,,,5000178131,Grant Payable by Exchequer,DE4 3AH,"178,706.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DEVON COUNTY CNCL,,,,5000178132,Grant Payable by Exchequer,EX2 4QJ,"147,591.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DONCASTER MBC,,,,5000178133,Grant Payable by Exchequer,DN1 3QA,"340,956.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DORSET COUNTY CNCL,,,,5000178134,Grant Payable by Exchequer,DT1 1XJ,"104,963.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,DUDLEY MBC,,,,5000178135,Grant Payable by Exchequer,DY1 1HF,"56,270.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EALING LB,,,,5000178136,Grant Payable by Exchequer,W5 2HL,"113,958.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EAST DORSET DC,,,,5000178137,Grant Payable by Exchequer,BH21 4HN,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EAST SUSSEX COUNTY CNCL,,,,5000178138,Grant Payable by Exchequer,BN7 1SF,"132,180.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EASTBOURNE BC,,,,5000178139,Grant Payable by Exchequer,BN21 4TW,"15,289.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EASTLEIGH BOROUGH COUNCIL,,,,5000178140,Grant Payable by Exchequer,SO5 9YN,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ENFIELD LB,,,,5000178141,Grant Payable by Exchequer,EN1 3XF,"66,842.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EPPING FOREST DC,,,,5000178142,Grant Payable by Exchequer,CM16 4BZ,"9,455.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EPSOM & EWELL BC,,,,5000178143,Grant Payable by Exchequer,KT18 5BY,"11,206.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EREWASH BC,,,,5000178144,Grant Payable by Exchequer,DE7 5RP,"8,289.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ESSEX COUNTY CNCL,,,,5000178145,Grant Payable by Exchequer,CM1 1JZ,"262,178.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,EXETER CITY CNCL,,,,5000178146,Grant Payable by Exchequer,EX1 1JN,"42,121.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,FYLDE BC,,,,5000178147,Grant Payable by Exchequer,FY8 1LW,"4,167.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GATESHEAD MBC,,,,5000178148,Grant Payable by Exchequer,NE8 1HH,"51,867.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GEDLING BC,,,,5000178149,Grant Payable by Exchequer,NG5 6LU,"6,539.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GLOUCESTER CITY CNCL,,,,5000178150,Grant Payable by Exchequer,GL1 2EQ,"31,622.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GLOUCESTERSHIRE COUNTY CNCL,,,,5000178151,Grant Payable by Exchequer,GL1 2TG,"113,168.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GOSPORT BOROUGH COUNCIL,,,,5000178152,Grant Payable by Exchequer,PO12 1ED,"7,239.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GRAVESHAM BC,,,,5000178153,Grant Payable by Exchequer,DA12 1AU,"8,289.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GREAT YARMOUTH BC,,,,5000178154,Grant Payable by Exchequer,NR30 2QG,"314,783.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,GREENWICH LB,,,,5000178155,Grant Payable by Exchequer,SE18 6BU,"61,313.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF HACKNEY,,,,5000178156,Grant Payable by Exchequer,E8 4RU,"621,426.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HAMMERSMITH & FULHAM LB,,,,5000178157,Grant Payable by Exchequer,W6 9JU,"161,391.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HAMPSHIRE COUNTY COUNCIL,,,,5000178158,Grant Payable by Exchequer,SO23 8UB,"189,304.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HARINGEY LB,,,,5000178159,Grant Payable by Exchequer,N22 4TR,"89,627.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HARLOW DISTRICT COUNCIL,,,,5000178160,Grant Payable by Exchequer,CM20 1WG,"23,995.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HARROW LB,,,,5000178161,Grant Payable by Exchequer,HA1 2UZ,"61,103.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HART DC,,,,5000178162,Grant Payable by Exchequer,GU13 8AE,"14,939.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HARTLEPOOL BOROUGH COUNCIL,,,,5000178163,Grant Payable by Exchequer,TS24 7BT,"190,033.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HASTINGS BC,,,,5000178164,Grant Payable by Exchequer,TN34 3WN,"249,534.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HAVANT BC,,,,5000178165,Grant Payable by Exchequer,PO9 2AX,"8,405.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HAVERING LB,,,,5000178166,Grant Payable by Exchequer,RM1 3BB,"56,561.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HERTFORDSHIRE COUNTY CNCL,,,,5000178167,Grant Payable by Exchequer,SG13 8DQ,"172,691.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HERTSMERE BC,,,,5000178168,Grant Payable by Exchequer,WD6 1WA,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HILLINGDON LB,,,,5000178169,Grant Payable by Exchequer,UB8 1UW,"64,091.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HOUNSLOW LB,,,,5000178170,Grant Payable by Exchequer,TW3 4DN,"67,707.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HYNDBURN BC,,,,5000178171,Grant Payable by Exchequer,BB5 1EZ,"232,624.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,IPSWICH BC,,,,5000178172,Grant Payable by Exchequer,IP1 2EE,"10,623.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ISLE OF WIGHT CNCL,,,,5000178173,Grant Payable by Exchequer,PO30 1UD,"70,556.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ISLES OF SCILLY COUNCIL,,,,5000178174,Grant Payable by Exchequer,TR21 0LW,"25,586.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ISLINGTON LB,,,,5000178175,Grant Payable by Exchequer,N1 1XR,"98,932.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,ROYAL BOROUGH OF KENSINGTON & CHELS,,,,5000178176,Grant Payable by Exchequer,W8 7NX,"231,332.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,KENT COUNTY CNCL,,,,5000178177,Grant Payable by Exchequer,ME14 1XQ,"265,852.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,KETTERING BC,,,,5000178178,Grant Payable by Exchequer,NN15 7QX,"9,455.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,HULL CITY COUNCIL,,,,5000178179,Grant Payable by Exchequer,HU1 2AA,"310,506.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,KNOWSLEY MBC,,,,5000178180,Grant Payable by Exchequer,L36 9YZ,"394,343.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF LAMBETH,,,,5000178181,Grant Payable by Exchequer,SW2 1RL,"261,131.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LANCASHIRE COUNTY CNCL,,,,5000178182,Grant Payable by Exchequer,PR1 8RD,"253,143.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LEEDS CITY CNCL,,,,5000178183,Grant Payable by Exchequer,LS1 1JF,"206,671.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LEICESTERSHIRE COUNTY CNCL,,,,5000178184,Grant Payable by Exchequer,LE3 8RB,"117,661.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LICHFIELD DC,,,,5000178185,Grant Payable by Exchequer,WS13 6YX,"5,955.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,CITY OF LINCOLN COUNCIL,,,,5000178186,Grant Payable by Exchequer,LN1 1DB,"10,856.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LINCOLNSHIRE COUNTY CNCL,,,,5000178187,Grant Payable by Exchequer,LN1 1YG,"140,542.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LIVERPOOL CITY COUNCIL,,,,5000178188,Grant Payable by Exchequer,L1 6JD,"1,482,140.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LUTON BC,,,,5000178189,Grant Payable by Exchequer,LU1 1DX,"55,783.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,MALVERN HILLS DC,,,,5000178190,Grant Payable by Exchequer,WR14 3AF,"8,522.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,MANSFIELD DC,,,,5000178191,Grant Payable by Exchequer,NG19 7BH,"11,454.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,MERTON LB,,,,5000178192,Grant Payable by Exchequer,SM4 5DX,"52,703.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,MIDDLESBROUGH BC,,,,5000178193,Grant Payable by Exchequer,TS1 2QQ,"101,934.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,MILTON KEYNES BC,,,,5000178194,Grant Payable by Exchequer,MK9 3WJ,"64,368.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NEWCASTLE UNDER LYME BC,,,,5000178195,Grant Payable by Exchequer,ST5 2AG,"10,623.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NEWCASTLE UPON TYNE DC,,,,5000178196,Grant Payable by Exchequer,NE99 1RD,"81,419.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF NEWHAM,,,,5000178197,Grant Payable by Exchequer,E16 2QU,"594,479.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORFOLK COUNTY COUNCIL,,,,5000178198,Grant Payable by Exchequer,NR1 2DW,"145,386.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORTH EAST DERBYSHIRE DC,,,,5000178199,Grant Payable by Exchequer,S40 1LF,"8,872.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORTH KESTEVEN DC,,,,5000178200,Grant Payable by Exchequer,NG34 7EF,"6,539.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORTH SOMERSET DC,,,,5000178201,Grant Payable by Exchequer,BS23 1LL,"68,144.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORTH TYNESIDE MBC,,,,5000178202,Grant Payable by Exchequer,NE27 0BY,"50,621.00",Yes
Communities & Local Government,DCLG,17/10/2011,Local Services Support Grant,Localism,NORTH YORKSHIRE CC (DL7 8AL),,,,5000178203,Grant Payable by Exchequer,DL7 8AL,"108,604.00",Yes
